,Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
114078,EURO FX - CHICAGO MERCANTILE EXCHANGE,80304,2008-03-04,099741,CME,0,99,226280,73238,41228,2592,99752,141064,175582,184884,50698,41396,226280,73238,41228,2592,99752,141064,175582,184884,50698,41396,0,0,0,0,0,0,0,0,0,0,    8759,   -2360,   -2592,     745,   10769,   12220,    9154,   10373,    -395,   -1614,100.0,32.4,18.2,1.1,44.1,62.3,77.6,81.7,22.4,18.3,100.0,32.4,18.2,1.1,44.1,62.3,77.6,81.7,22.4,18.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,42,45,14,30,35,80,86,135,42,45,14,30,35,80,86,0,0,0,0,0,0,0,0,36.6,32.4,48.2,45.2,33.6,29.9,42.7,39.7,36.6,32.4,48.2,45.2,33.6,29.9,42.7,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114077,EURO FX - CHICAGO MERCANTILE EXCHANGE,80311,2008-03-11,099741,CME,0,99,245172,81646,52547,2245,118602,151616,202493,206408,42679,38764,245172,81646,52547,2245,118602,151616,202493,206408,42679,38764,0,0,0,0,0,0,0,0,0,0,   18892,    8408,   11319,    -347,   18850,   10552,   26911,   21524,   -8019,   -2632,100.0,33.3,21.4,0.9,48.4,61.8,82.6,84.2,17.4,15.8,100.0,33.3,21.4,0.9,48.4,61.8,82.6,84.2,17.4,15.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,39,41,14,31,37,78,84,127,39,41,14,31,37,78,84,0,0,0,0,0,0,0,0,39.2,32.5,53.7,44.4,30.0,23.4,39.7,32.1,39.2,32.5,53.7,44.4,30.0,23.4,39.7,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114076,EURO FX - CHICAGO MERCANTILE EXCHANGE,80318,2008-03-18,099741,CME,0,99,162474,78310,51789,2071,34582,65588,114963,119448,47511,43026,162474,78310,51789,2071,34582,65588,114963,119448,47511,43026,0,0,0,0,0,0,0,0,0,0,  -82698,   -3336,    -758,    -174,  -84020,  -86028,  -87530,  -86960,    4832,    4262,100.0,48.2,31.9,1.3,21.3,40.4,70.8,73.5,29.2,26.5,100.0,48.2,31.9,1.3,21.3,40.4,70.8,73.5,29.2,26.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,48,40,8,30,27,82,71,133,48,40,8,30,27,82,71,0,0,0,0,0,0,0,0,24.7,22.1,34.9,34.2,24.2,22.1,34.3,33.7,24.7,22.1,34.9,34.2,24.2,22.1,34.3,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114075,EURO FX - CHICAGO MERCANTILE EXCHANGE,80325,2008-03-25,099741,CME,0,99,163586,90956,48185,1636,28157,74502,120749,124323,42837,39263,163586,90956,48185,1636,28157,74502,120749,124323,42837,39263,0,0,0,0,0,0,0,0,0,0,    1112,   12646,   -3604,    -435,   -6425,    8914,    5786,    4875,   -4674,   -3763,100.0,55.6,29.5,1.0,17.2,45.5,73.8,76.0,26.2,24.0,100.0,55.6,29.5,1.0,17.2,45.5,73.8,76.0,26.2,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,51,37,7,30,29,84,70,134,51,37,7,30,29,84,70,0,0,0,0,0,0,0,0,27.1,27.8,36.8,39.5,26.8,27.8,36.5,38.8,27.1,27.8,36.8,39.5,26.8,27.8,36.5,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114074,EURO FX - CHICAGO MERCANTILE EXCHANGE,80401,2008-04-01,099741,CME,0,99,165921,80290,51218,2235,36173,68641,118698,122094,47223,43827,165921,80290,51218,2235,36173,68641,118698,122094,47223,43827,0,0,0,0,0,0,0,0,0,0,    2335,  -10666,    3033,     599,    8016,   -5861,   -2051,   -2229,    4386,    4564,100.0,48.4,30.9,1.3,21.8,41.4,71.5,73.6,28.5,26.4,100.0,48.4,30.9,1.3,21.8,41.4,71.5,73.6,28.5,26.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,48,37,9,27,30,78,73,130,48,37,9,27,30,78,73,0,0,0,0,0,0,0,0,24.7,21.5,35.3,35.0,24.3,21.5,34.6,33.9,24.7,21.5,35.3,35.0,24.3,21.5,34.6,33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114073,EURO FX - CHICAGO MERCANTILE EXCHANGE,80408,2008-04-08,099741,CME,0,99,174504,86826,57391,2153,41475,72091,130454,131635,44050,42869,174504,86826,57391,2153,41475,72091,130454,131635,44050,42869,0,0,0,0,0,0,0,0,0,0,    8583,    6536,    6173,     -82,    5302,    3450,   11756,    9541,   -3173,    -958,100.0,49.8,32.9,1.2,23.8,41.3,74.8,75.4,25.2,24.6,100.0,49.8,32.9,1.2,23.8,41.3,74.8,75.4,25.2,24.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,46,36,10,26,27,76,69,123,46,36,10,26,27,76,69,0,0,0,0,0,0,0,0,25.5,27.1,37.2,40.7,25.2,27.1,36.7,39.4,25.5,27.1,37.2,40.7,25.2,27.1,36.7,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114072,EURO FX - CHICAGO MERCANTILE EXCHANGE,80415,2008-04-15,099741,CME,0,99,175248,77532,57439,2653,47123,70124,127308,130216,47940,45032,175248,77532,57439,2653,47123,70124,127308,130216,47940,45032,0,0,0,0,0,0,0,0,0,0,     744,   -9294,      48,     500,    5648,   -1967,   -3146,   -1419,    3890,    2163,100.0,44.2,32.8,1.5,26.9,40.0,72.6,74.3,27.4,25.7,100.0,44.2,32.8,1.5,26.9,40.0,72.6,74.3,27.4,25.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,48,43,14,25,28,80,78,132,48,43,14,25,28,80,78,0,0,0,0,0,0,0,0,27.3,24.2,38.5,39.2,26.7,24.2,37.8,37.7,27.3,24.2,38.5,39.2,26.7,24.2,37.8,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114071,EURO FX - CHICAGO MERCANTILE EXCHANGE,80422,2008-04-22,099741,CME,0,99,178052,81612,62705,3100,41337,63449,126049,129254,52003,48798,178052,81612,62705,3100,41337,63449,126049,129254,52003,48798,0,0,0,0,0,0,0,0,0,0,    2804,    4080,    5266,     447,   -5786,   -6675,   -1259,    -962,    4063,    3766,100.0,45.8,35.2,1.7,23.2,35.6,70.8,72.6,29.2,27.4,100.0,45.8,35.2,1.7,23.2,35.6,70.8,72.6,29.2,27.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,53,47,11,26,30,84,83,142,53,47,11,26,30,84,83,0,0,0,0,0,0,0,0,23.6,24.8,33.5,36.3,23.4,23.9,32.5,34.2,23.6,24.8,33.5,36.3,23.4,23.9,32.5,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114070,EURO FX - CHICAGO MERCANTILE EXCHANGE,80429,2008-04-29,099741,CME,0,99,191308,48319,69634,2219,95786,71281,146324,143134,44984,48174,191308,48319,69634,2219,95786,71281,146324,143134,44984,48174,0,0,0,0,0,0,0,0,0,0,   13256,  -33293,    6929,    -881,   54449,    7832,   20275,   13880,   -7019,    -624,100.0,25.3,36.4,1.2,50.1,37.3,76.5,74.8,23.5,25.2,100.0,25.3,36.4,1.2,50.1,37.3,76.5,74.8,23.5,25.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,47,53,9,25,29,77,86,141,47,53,9,25,29,77,86,0,0,0,0,0,0,0,0,40.7,29.3,48.1,40.6,40.1,28.6,47.3,38.3,40.7,29.3,48.1,40.6,40.1,28.6,47.3,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114069,EURO FX - CHICAGO MERCANTILE EXCHANGE,80506,2008-05-06,099741,CME,0,99,204066,54383,66895,3628,100580,91173,158591,161696,45475,42370,204066,54383,66895,3628,100580,91173,158591,161696,45475,42370,0,0,0,0,0,0,0,0,0,0,   12758,    6064,   -2739,    1409,    4794,   19892,   12267,   18562,     491,   -5804,100.0,26.6,32.8,1.8,49.3,44.7,77.7,79.2,22.3,20.8,100.0,26.6,32.8,1.8,49.3,44.7,77.7,79.2,22.3,20.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,50,54,13,29,32,88,91,152,50,54,13,29,32,88,91,0,0,0,0,0,0,0,0,38.2,33.4,46.9,44.7,37.6,32.7,45.6,42.2,38.2,33.4,46.9,44.7,37.6,32.7,45.6,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114068,EURO FX - CHICAGO MERCANTILE EXCHANGE,80513,2008-05-13,099741,CME,0,99,207346,55409,64908,3069,106832,98679,165310,166656,42036,40690,207346,55409,64908,3069,106832,98679,165310,166656,42036,40690,0,0,0,0,0,0,0,0,0,0,    3280,    1026,   -1987,    -559,    6252,    7506,    6719,    4960,   -3439,   -1680,100.0,26.7,31.3,1.5,51.5,47.6,79.7,80.4,20.3,19.6,100.0,26.7,31.3,1.5,51.5,47.6,79.7,80.4,20.3,19.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,46,42,12,30,35,82,83,137,46,42,12,30,35,82,83,0,0,0,0,0,0,0,0,42.5,36.0,50.0,46.8,42.1,35.4,48.6,44.5,42.5,36.0,50.0,46.8,42.1,35.4,48.6,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114067,EURO FX - CHICAGO MERCANTILE EXCHANGE,80520,2008-05-20,099741,CME,0,99,212882,70240,63399,3481,94653,104525,168374,171405,44508,41477,212882,70240,63399,3481,94653,104525,168374,171405,44508,41477,0,0,0,0,0,0,0,0,0,0,    5536,   14831,   -1509,     412,  -12179,    5846,    3064,    4749,    2472,     787,100.0,33.0,29.8,1.6,44.5,49.1,79.1,80.5,20.9,19.5,100.0,33.0,29.8,1.6,44.5,49.1,79.1,80.5,20.9,19.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,56,41,10,30,35,91,81,145,56,41,10,30,35,91,81,0,0,0,0,0,0,0,0,36.3,37.6,46.7,47.9,35.8,36.9,46.0,45.8,36.3,37.6,46.7,47.9,35.8,36.9,46.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114066,EURO FX - CHICAGO MERCANTILE EXCHANGE,80527,2008-05-27,099741,CME,0,99,222241,64503,67893,3506,108565,110485,176574,181884,45667,40357,222241,64503,67893,3506,108565,110485,176574,181884,45667,40357,0,0,0,0,0,0,0,0,0,0,    9359,   -5737,    4494,      25,   13912,    5960,    8200,   10479,    1159,   -1120,100.0,29.0,30.5,1.6,48.9,49.7,79.5,81.8,20.5,18.2,100.0,29.0,30.5,1.6,48.9,49.7,79.5,81.8,20.5,18.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,60,41,13,30,34,95,83,150,60,41,13,30,34,95,83,0,0,0,0,0,0,0,0,39.1,37.8,46.0,47.7,38.4,37.1,45.2,45.7,39.1,37.8,46.0,47.7,38.4,37.1,45.2,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114065,EURO FX - CHICAGO MERCANTILE EXCHANGE,80603,2008-06-03,099741,CME,0,99,230633,55845,70299,3469,128849,105376,188163,179144,42470,51489,230633,55845,70299,3469,128849,105376,188163,179144,42470,51489,0,0,0,0,0,0,0,0,0,0,    8392,   -8658,    2406,     -37,   20284,   -5109,   11589,   -2740,   -3197,   11132,100.0,24.2,30.5,1.5,55.9,45.7,81.6,77.7,18.4,22.3,100.0,24.2,30.5,1.5,55.9,45.7,81.6,77.7,18.4,22.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,43,50,12,31,34,80,90,142,43,50,12,31,34,80,90,0,0,0,0,0,0,0,0,44.4,36.8,52.9,44.3,43.9,35.8,51.9,41.7,44.4,36.8,52.9,44.3,43.9,35.8,51.9,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114064,EURO FX - CHICAGO MERCANTILE EXCHANGE,80610,2008-06-10,099741,CME,0,99,254812,57544,65084,11537,148879,135196,217960,211817,36852,42995,254812,57544,65084,11537,148879,135196,217960,211817,36852,42995,0,0,0,0,0,0,0,0,0,0,   24179,    1699,   -5215,    8068,   20030,   29820,   29797,   32673,   -5618,   -8494,100.0,22.6,25.5,4.5,58.4,53.1,85.5,83.1,14.5,16.9,100.0,22.6,25.5,4.5,58.4,53.1,85.5,83.1,14.5,16.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,45,43,13,30,35,81,85,136,45,43,13,30,35,81,85,0,0,0,0,0,0,0,0,42.9,44.1,55.6,52.6,38.1,33.4,44.9,39.3,42.9,44.1,55.6,52.6,38.1,33.4,44.9,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114063,EURO FX - CHICAGO MERCANTILE EXCHANGE,80617,2008-06-17,099741,CME,0,99,132056,49514,58804,2623,32128,27941,84265,89368,47791,42688,132056,49514,58804,2623,32128,27941,84265,89368,47791,42688,0,0,0,0,0,0,0,0,0,0, -122756,   -8030,   -6280,   -8914, -116751, -107255, -133695, -122449,   10939,    -307,100.0,37.5,44.5,2.0,24.3,21.2,63.8,67.7,36.2,32.3,100.0,37.5,44.5,2.0,24.3,21.2,63.8,67.7,36.2,32.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,39,38,8,21,26,64,68,113,39,38,8,21,26,64,68,0,0,0,0,0,0,0,0,27.3,21.3,34.0,30.0,27.0,21.1,33.4,28.9,27.3,21.3,34.0,30.0,27.0,21.1,33.4,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114062,EURO FX - CHICAGO MERCANTILE EXCHANGE,80624,2008-06-24,099741,CME,0,99,147275,57904,56472,2363,38893,49378,99160,108213,48115,39062,147275,57904,56472,2363,38893,49378,99160,108213,48115,39062,0,0,0,0,0,0,0,0,0,0,   15219,    8390,   -2332,    -260,    6765,   21437,   14895,   18845,     324,   -3626,100.0,39.3,38.3,1.6,26.4,33.5,67.3,73.5,32.7,26.5,100.0,39.3,38.3,1.6,26.4,33.5,67.3,73.5,32.7,26.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,45,36,4,25,32,71,71,125,45,36,4,25,32,71,71,0,0,0,0,0,0,0,0,24.0,27.1,32.1,37.7,23.7,27.1,31.5,36.8,24.0,27.1,32.1,37.7,23.7,27.1,31.5,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114061,EURO FX - CHICAGO MERCANTILE EXCHANGE,80701,2008-07-01,099741,CME,0,99,179885,88162,60479,2257,40013,73450,130432,136186,49453,43699,179885,88162,60479,2257,40013,73450,130432,136186,49453,43699,0,0,0,0,0,0,0,0,0,0,   32610,   30258,    4007,    -106,    1120,   24072,   31272,   27973,    1338,    4637,100.0,49.0,33.6,1.3,22.2,40.8,72.5,75.7,27.5,24.3,100.0,49.0,33.6,1.3,22.2,40.8,72.5,75.7,27.5,24.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,51,40,6,25,28,79,71,131,51,40,6,25,28,79,71,0,0,0,0,0,0,0,0,20.4,35.1,33.5,45.1,20.0,35.1,33.0,44.3,20.4,35.1,33.5,45.1,20.0,35.1,33.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114060,EURO FX - CHICAGO MERCANTILE EXCHANGE,80708,2008-07-08,099741,CME,0,99,176211,81210,57203,2883,44165,69916,128258,130002,47953,46209,176211,81210,57203,2883,44165,69916,128258,130002,47953,46209,0,0,0,0,0,0,0,0,0,0,   -3674,   -6952,   -3276,     626,    4152,   -3534,   -2174,   -6184,   -1500,    2510,100.0,46.1,32.5,1.6,25.1,39.7,72.8,73.8,27.2,26.2,100.0,46.1,32.5,1.6,25.1,39.7,72.8,73.8,27.2,26.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,51,34,10,26,27,82,66,125,51,34,10,26,27,82,66,0,0,0,0,0,0,0,0,20.2,33.4,31.9,44.3,19.9,33.4,31.5,43.4,20.2,33.4,31.9,44.3,19.9,33.4,31.5,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114059,EURO FX - CHICAGO MERCANTILE EXCHANGE,80715,2008-07-15,099741,CME,0,99,183536,85052,62003,3365,45934,78687,134351,144055,49185,39481,183536,85052,62003,3365,45934,78687,134351,144055,49185,39481,0,0,0,0,0,0,0,0,0,0,    7325,    3842,    4800,     482,    1769,    8771,    6093,   14053,    1232,   -6728,100.0,46.3,33.8,1.8,25.0,42.9,73.2,78.5,26.8,21.5,100.0,46.3,33.8,1.8,25.0,42.9,73.2,78.5,26.8,21.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,54,43,11,27,33,88,80,143,54,43,11,27,33,88,80,0,0,0,0,0,0,0,0,19.3,33.0,32.8,43.9,19.1,33.0,32.7,43.2,19.3,33.0,32.8,43.9,19.1,33.0,32.7,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114058,EURO FX - CHICAGO MERCANTILE EXCHANGE,80722,2008-07-22,099741,CME,0,99,171505,70588,66517,3238,52550,58424,126376,128179,45129,43326,171505,70588,66517,3238,52550,58424,126376,128179,45129,43326,0,0,0,0,0,0,0,0,0,0,  -12031,  -14464,    4514,    -127,    6616,  -20263,   -7975,  -15876,   -4056,    3845,100.0,41.2,38.8,1.9,30.6,34.1,73.7,74.7,26.3,25.3,100.0,41.2,38.8,1.9,30.6,34.1,73.7,74.7,26.3,25.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,46,46,12,29,30,81,82,137,46,46,12,29,30,81,82,0,0,0,0,0,0,0,0,20.6,27.7,32.6,38.4,20.4,27.7,32.2,37.9,20.6,27.7,32.6,38.4,20.4,27.7,32.2,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114057,EURO FX - CHICAGO MERCANTILE EXCHANGE,80729,2008-07-29,099741,CME,0,99,149933,51585,67803,2528,54512,35374,108625,105705,41308,44228,149933,51585,67803,2528,54512,35374,108625,105705,41308,44228,0,0,0,0,0,0,0,0,0,0,  -21572,  -19003,    1286,    -710,    1962,  -23050,  -17751,  -22474,   -3821,     902,100.0,34.4,45.2,1.7,36.4,23.6,72.4,70.5,27.6,29.5,100.0,34.4,45.2,1.7,36.4,23.6,72.4,70.5,27.6,29.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,40,45,12,26,32,72,83,129,40,45,12,26,32,72,83,0,0,0,0,0,0,0,0,25.0,19.0,35.9,29.4,24.7,19.0,34.9,28.5,25.0,19.0,35.9,29.4,24.7,19.0,34.9,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114056,EURO FX - CHICAGO MERCANTILE EXCHANGE,80805,2008-08-05,099741,CME,0,99,160311,55538,64985,2778,59169,45026,117485,112789,42826,47522,160311,55538,64985,2778,59169,45026,117485,112789,42826,47522,0,0,0,0,0,0,0,0,0,0,   10378,    3953,   -2818,     250,    4657,    9652,    8860,    7084,    1518,    3294,100.0,34.6,40.5,1.7,36.9,28.1,73.3,70.4,26.7,29.6,100.0,34.6,40.5,1.7,36.9,28.1,73.3,70.4,26.7,29.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,41,46,12,26,32,73,84,133,41,46,12,26,32,73,84,0,0,0,0,0,0,0,0,26.6,23.8,37.2,34.2,26.4,23.8,36.4,33.4,26.6,23.8,37.2,34.2,26.4,23.8,36.4,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114055,EURO FX - CHICAGO MERCANTILE EXCHANGE,80812,2008-08-12,099741,CME,0,99,146235,39822,59249,4152,54139,35030,98113,98431,48122,47804,146235,39822,59249,4152,54139,35030,98113,98431,48122,47804,0,0,0,0,0,0,0,0,0,0,  -14076,  -15716,   -5736,    1374,   -5030,   -9996,  -19372,  -14358,    5296,     282,100.0,27.2,40.5,2.8,37.0,24.0,67.1,67.3,32.9,32.7,100.0,27.2,40.5,2.8,37.0,24.0,67.1,67.3,32.9,32.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,37,43,13,24,32,71,78,127,37,43,13,24,32,71,78,0,0,0,0,0,0,0,0,29.8,16.9,38.9,25.5,28.4,16.8,36.5,24.5,29.8,16.9,38.9,25.5,28.4,16.8,36.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
114054,EURO FX - CHICAGO MERCANTILE EXCHANGE,80819,2008-08-19,099741,CME,0,99,153468,39958,60322,3660,55286,33789,98904,97771,54564,55697,153468,39958,60322,3660,55286,33789,98904,97771,54564,55697,0,0,0,0,0,0,0,0,0,0,    7233,     136,    1073,    -492,    1147,   -1241,     791,    -660,    6442,    7893,100.0,26.0,39.3,2.4,36.0,22.0,64.4,63.7,35.6,36.3,100.0,26.0,39.3,2.4,36.0,22.0,64.4,63.7,35.6,36.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,35,46,13,25,30,69,80,122,35,46,13,25,30,69,80,0,0,0,0,0,0,0,0,30.0,16.2,39.4,24.7,28.2,15.6,36.3,23.7,30.0,16.2,39.4,24.7,28.2,15.6,36.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",099741,CME,99
