,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
127734,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-09-01,59008,9569,10790,   -4208,   -3146,     362
127735,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-08-25,63216,12715,10429,   -6927,   -8235,    4255
127736,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-08-18,70143,20950,6174,    1240,    2607,     191
127737,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-08-11,68902,18343,5983,   -1732,   -3723,    -287
127738,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-08-04,70634,22066,6270,   -1670,   -2102,     136
127739,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-07-28,72305,24167,6134,    3330,     570,    -336
127740,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-07-21,68975,23598,6470,    8175,    7160,    1010
127741,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-07-14,60800,16438,5460,    1581,    3515,   -1679
127742,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-07-07,59219,12922,7139,   -2976,   -1176,    -771
127743,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-06-30,62195,14098,7910,   -7130,   -6097,    2656
127744,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-06-23,69325,20195,5255,  -18384,    4308,   -1897
127745,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-06-16,87708,15887,7151,   14791,    -558,   -1120
128007,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2015-06-16,9522,254,2038,     476,       0,     417
127746,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-06-09,72917,16444,8272,   -2592,   -2756,    2590
128008,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2015-06-09,9046,254,1621,    -311,    -525,     698
127747,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-06-02,75510,19200,5681,   12196,    2426,   -1247
128009,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2015-06-02,9357,779,923,.,.,.
127748,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-05-26,63314,16774,6928,    -455,    -240,     949
127749,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-05-19,63769,17014,5979,    1892,    1262,    -520
127750,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-05-12,61877,15752,6499,   -6499,   -3262,     860
127751,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-05-05,68376,19014,5639,   -4810,   -5628,   -1327
127752,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-04-28,73186,24642,6966,    6476,    5868,    2223
127753,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-04-21,66710,18774,4743,     586,    1171,     757
127754,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-04-14,66124,17603,3986,    2165,    2033,     270
127755,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-04-07,63958,15571,3715,      -9,     625,    -770
127756,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-03-31,63967,14946,4485,   -2993,   -2226,    -517
127757,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-03-24,66961,17172,5002,  -32012,   -1229,    -695
127758,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-03-17,98973,18401,5698,   11147,   -4759,   -1857
128010,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2015-03-17,18053,1205,0,     159,    -520,       0
127759,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-03-10,87826,23160,7555,     472,     748,   -1380
128011,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2015-03-10,17894,1725,0,     568,     550,       0
127760,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-03-03,87354,22412,8935,     903,    1750,     333
128012,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2015-03-03,17326,1175,0,    -373,       3,       0
127761,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-02-24,86451,20662,8602,    2484,    1280,     773
128013,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2015-02-24,17699,1172,0,    -169,    -367,       0
128014,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2015-02-17,17868,1539,0,.,.,.
127762,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-02-17,83967,19382,7829,   21044,    4829,    -694
127763,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-02-10,62923,14552,8523,    2587,    2446,     448
127764,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-02-03,60337,12106,8075,      34,   -1272,   -1371
127765,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-01-27,60303,13378,9446,    -833,   -1368,     405
127766,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-01-20,61136,14747,9041,   -2246,   -1577,     267
127767,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-01-13,63382,16324,8774,   -3822,   -1316,     810
127768,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2015-01-06,67205,17639,7964,     265,    1612,     227
127769,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-12-30,66939,16027,7738,   -1101,     338,     384
127770,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-12-23,68041,15689,7354,  -41184,   -6510,   -1922
127771,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-12-16,109225,22199,9275,   17532,     229,    2350
128015,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-12-16,19672,1045,1000,    4956,    -317,     200
128016,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-12-09,14716,1362,800,    -140,    -945,    -366
127772,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-12-09,91693,21970,6925,     471,    -200,    -701
128017,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-12-02,14856,2307,1166,    1763,    1199,     766
127773,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-12-02,91222,22170,7626,    4238,    1580,     377
128018,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-11-25,13093,1108,400,    1619,    -386,     400
127774,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-11-25,86984,20591,7249,    2466,    -913,    1070
128019,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-11-18,11474,1494,0,    1791,     181,       0
127775,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-11-18,84518,21504,6179,    5426,     781,     468
128020,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-11-11,9683,1313,0,.,.,.
127776,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-11-11,79091,20723,5711,   11034,    3463,   -1797
127777,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-11-04,68057,17260,7508,    2484,    1774,    1626
127778,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-10-28,65573,15486,5882,     986,     167,   -1472
127779,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-10-21,64588,15319,7354,  -15634,   -6376,   -1490
127780,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-10-14,80222,21694,8844,    5208,    -763,     124
127781,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-10-07,75014,22457,8720,    -607,     159,     338
127782,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-09-30,75621,22298,8382,      54,     993,    -215
127783,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-09-23,75568,21305,8597,  -36386,   -2406,   -1465
128021,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-09-16,10450,2418,0,.,.,.
127784,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-09-16,111953,23711,10062,   38795,    3965,    1291
127785,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-09-09,73158,19746,8771,    -325,    -213,    -364
127786,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-09-02,73483,19958,9135,    1405,     703,     451
127787,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-08-26,72077,19255,8684,     303,    1877,     863
127788,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-08-19,71774,17378,7821,    2908,    -292,     198
127789,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-08-12,68866,17670,7623,   -3352,   -2627,      26
127790,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-08-05,72218,20297,7597,   -2469,    -162,      57
127791,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-07-29,74687,20460,7541,    2100,     470,     275
127792,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-07-22,72587,19990,7266,     942,    1608,    -737
127793,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-07-15,71645,18382,8003,    -549,     561,    -839
127794,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-07-08,72194,17821,8843,     409,   -1268,    -357
127795,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-07-01,71784,19089,9200,    3249,    1819,    2558
127796,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-06-24,68535,17270,6642,  -40733,   -3917,     155
127797,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-06-17,109268,21187,6487,   20116,    2007,   -1376
128022,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-06-17,13439,1637,244,   -2758,     656,    -122
127798,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-06-10,89152,19180,7863,   -1100,   -1108,   -2174
128023,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-06-10,16197,981,366,    -347,     298,       0
128024,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-06-03,16544,683,366,   -1092,    -474,       0
127799,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-06-03,90252,20287,10037,    2584,     681,    -160
128025,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-05-27,17636,1157,366,   -5072,     -11,       0
127800,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-05-27,87667,19606,10196,   -5830,    4282,     211
128026,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-05-20,22708,1168,366,    1719,     -75,     366
127801,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-05-20,93497,15324,9986,     231,   -2026,     282
127802,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-05-13,93266,17350,9703,    5467,    1395,    2037
128027,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-05-13,20989,1243,0,    2725,     323,    -610
128028,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-05-06,18264,920,610,.,.,.
127803,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-05-06,87799,15954,7667,   18015,     843,     -22
127804,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-04-29,69784,15112,7689,    4000,    2576,     200
127805,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-04-22,65784,12535,7489,   -4322,   -1227,     592
127806,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-04-15,70106,13763,6897,   -4255,   -2652,   -1210
127807,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-04-08,74360,16414,8107,    1027,   -4586,    1919
127808,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-04-01,73334,21000,6187,   -2408,     349,    -198
127809,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-03-25,75742,20652,6385,  -56272,   -5718,     710
127810,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-03-18,132014,26370,5675,   38515,    2118,    -220
128029,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-03-18,22982,1527,566,.,.,.
127811,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-03-11,93499,24252,5895,   -1516,   -4249,      42
127812,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-03-04,95015,28501,5853,    2901,    -423,    -272
127813,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-02-25,92114,28924,6125,    4839,    4518,    -934
127814,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-02-18,87275,24406,7059,    6080,    5098,     519
127815,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-02-11,81194,19309,6540,  -14315,   -1445,    2521
128030,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2014-02-04,16062,1127,200,.,.,.
127816,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-02-04,95510,20753,4019,    9825,   -4092,   -2042
127817,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-01-28,85684,24845,6061,     965,    1189,    1396
127818,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-01-21,84719,23657,4664,   -1517,   -1585,   -2732
127819,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-01-14,86236,25241,7396,    -232,     708,    1627
127820,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2014-01-07,86468,24534,5769,    2541,    1537,    2832
127821,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-12-31,83927,22997,2937,    1223,     -36,    -117
127822,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-12-24,82705,23032,3054,  -20698,   -5072,     245
127823,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-12-17,103403,28104,2809,   18710,    1402,    -195
127824,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-12-10,84692,26702,3004,   -1124,   -3422,   -1071
127825,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-12-03,85816,30124,4075,    3607,    1551,     662
127826,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-11-26,82209,28573,3413,    2702,    3114,     709
127827,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-11-19,79507,25459,2704,      50,   -2408,    -939
127828,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-11-12,79457,27868,3644,   -4665,   -2928,     707
127829,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-11-05,84122,30796,2937,    5184,    2055,    -261
127830,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-10-29,78938,28741,3198,    5481,    3775,     438
127831,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-10-22,73457,24966,2760,    -522,    1560,     223
127832,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-10-15,73979,23407,2537,   -1647,   -1258,   -1247
127833,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-10-08,75626,24665,3784,   -4748,   -4722,    1662
127834,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-10-01,80374,29387,2121,    2098,    3107,    -418
127835,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-09-24,78276,26281,2540,  -28219,    -875,   -1183
128031,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2013-09-17,13757,772,0,    2177,     368,       0
127836,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-09-17,106495,27156,3723,   22933,    3717,    -941
128032,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2013-09-10,11580,404,0,    1331,       0,       0
127837,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-09-10,83562,23439,4664,    3187,     231,   -1474
128033,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2013-09-03,10249,404,0,      49,       0,    -283
127838,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-09-03,80375,23208,6139,   -3468,     195,    -359
128034,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2013-08-27,10200,404,283,.,.,.
127839,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-08-27,83843,23013,6498,    6305,   -1983,    1947
127840,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-08-20,77539,24996,4551,   -6262,   -4192,     615
127841,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-08-13,83801,29188,3936,    2631,     618,     285
127842,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-08-06,81170,28570,3651,    1387,     717,    -192
127843,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2013-07-30,79783,27853,3843,     540,     -49,    -480
