,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
128075,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-10-11,15277,855,0,     -89,    -512,       0
127937,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-10-11,75078,8790,5324,   -4861,    -103,   -2625
128076,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-10-04,15366,1367,0,    1856,    -691,       0
127938,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-10-04,79939,8892,7949,    3112,   -1757,    2158
127939,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-09-27,76827,10649,5791,   14841,     216,     403
128077,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-09-27,13510,2058,0,  -19279,    1424,   -2818
127940,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-09-20,61986,10434,5388,  -65563,    3024,   -2218
128078,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-09-13,32789,634,2818,    5333,     111,    1227
127941,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-09-13,127549,7409,7605,   21546,    -135,     856
127942,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-09-06,106003,7544,6750,    4383,    2369,   -1196
128079,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-09-06,27456,523,1591,     406,       0,   -1018
127943,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-08-30,101620,5176,7946,    4702,   -1672,     976
128080,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-08-30,27050,523,2609,    2211,       0,    1084
128081,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-08-23,24839,523,1525,    2224,       0,     248
127944,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-08-23,96918,6847,6970,    5704,     992,   -1340
128082,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-08-16,22615,523,1277,    7286,     124,   -1269
127945,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-08-16,91215,5855,8310,    9932,   -7442,    3564
128083,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-08-09,15329,399,2546,   -2654,   -3314,     219
127946,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-08-09,81283,13297,4745,   -7463,   -5760,   -1123
127947,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-08-02,88746,19057,5868,   -2079,   -3213,     247
128084,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-08-02,17983,3713,2327,      26,    -480,     124
127948,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-07-26,90825,22269,5621,    -455,   -1148,   -1657
128085,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-07-26,17957,4193,2203,    -557,    -245,     246
127949,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-07-19,91279,23417,7279,    3691,     119,    1609
128086,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-07-19,18514,4438,1957,    2179,     246,     984
127950,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-07-12,87588,23298,5670,   29058,   10024,   -3840
128087,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-07-12,16335,4192,973,.,.,.
127951,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-07-05,58531,13274,9510,    4957,    6244,     436
127952,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-06-28,53574,7030,9073,    -558,    -576,   -1928
127953,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-06-21,54132,7606,11002,  -46419,   -3196,     967
128088,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-06-14,20320,540,4870,    2605,      14,    1866
127954,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-06-14,100551,10802,10035,   14688,   -4104,    2477
127955,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-06-07,85862,14906,7558,   -2521,   -3917,    1553
128089,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-06-07,17715,526,3004,    -422,    -406,    1125
127956,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-05-31,88383,18823,6005,     801,    -167,    -418
128090,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-05-31,18137,932,1879,    -497,    -635,       4
128091,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-05-24,18634,1567,1875,   -1879,   -2000,     897
127957,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-05-24,87582,18991,6423,   -5496,   -3340,    1099
128092,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-05-17,20513,3567,978,   -3942,   -4484,     -19
127958,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-05-17,93078,22330,5324,  -11254,   -6771,   -1228
127959,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-05-10,104332,29101,6552,   -2304,   -3279,   -1156
128093,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-05-10,24455,8051,997,     335,      75,    -393
127960,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-05-03,106635,32380,7708,   15165,    7130,   -2120
128094,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-05-03,24120,7976,1390,    5736,    3873,      11
127961,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-04-26,91470,25249,9828,   13930,    7897,     657
128095,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-04-26,18384,4103,1379,    4009,    2371,       3
127962,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-04-19,77540,17352,9170,   -6939,   -4033,    -881
128096,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-04-19,14375,1732,1376,   -2883,   -3972,     233
127963,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-04-12,84480,21385,10051,   -5662,   -3714,     510
128097,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-04-12,17258,5704,1143,    -684,   -1273,     532
128098,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-04-05,17942,6977,611,    6747,    3926,    -513
127964,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-04-05,90141,25099,9541,   15998,    5764,    -423
128099,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-03-29,11195,3051,1124,  -15767,    2216,   -7976
127965,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-03-29,74143,19335,9964,   19179,    6687,    -712
127966,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-03-22,54965,12647,10676,  -57652,    -883,    -799
127967,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-03-15,112617,13530,11474,   18947,   -8258,    1049
128100,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-03-15,26962,835,9100,    6046,      50,    4369
127968,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-03-08,93669,21788,10425,    1936,    2327,     687
128101,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-03-08,20916,785,4731,    1261,     217,    1939
128102,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-03-01,19655,568,2792,    -612,   -2746,     492
127969,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-03-01,91733,19461,9738,   -3199,   -6261,     562
127970,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-02-22,94932,25722,9176,    5679,    4743,    1957
128103,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-02-22,20267,3314,2300,    1890,     817,    1687
127971,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-02-15,89253,20979,7219,    2645,     351,   -1553
128104,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-02-15,18377,2497,613,    1886,    -736,     123
128105,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-02-08,16491,3233,490,     448,    -246,       0
127972,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-02-08,86607,20628,8772,   -2696,   -6801,    1014
128106,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-02-01,16043,3479,490,    -800,   -1835,     246
127973,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-02-01,89303,27429,7759,   -4210,   -1071,      28
128107,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-01-25,16843,5314,244,    3080,    1028,     244
127974,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-01-25,93513,28500,7731,    4551,    1954,    -569
127975,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-01-18,88962,26546,8300,    4917,    2534,     653
128108,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-01-18,13763,4286,0,     604,     735,       0
127976,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-01-11,84045,24012,7647,    -908,   -1834,    1576
128109,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-01-11,13159,3551,0,     -43,    -774,       0
128110,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2011-01-04,13202,4325,0,    3791,    2353,    -471
127977,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2011-01-04,84953,25846,6071,   10890,    2794,    -739
128111,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-12-28,9411,1972,471,  -20931,   -7581,   -1049
127978,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-12-28,74063,23053,6810,    7352,   -1849,    -629
127979,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-12-21,66711,24902,7439,  -67780,     536,   -2762
127980,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-12-14,134491,24366,10202,   24426,    1082,     332
128112,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-12-14,30342,9553,1520,    2798,    1132,     -53
128113,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-12-07,27544,8421,1573,     897,     967,      32
127981,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-12-07,110065,23284,9870,    3017,    1027,    -698
127982,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-11-30,107048,22257,10568,   -3723,   -1043,    -873
128114,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-11-30,26647,7454,1541,   -1459,   -1185,      21
128115,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-11-23,28106,8639,1520,   -2354,   -2553,    1198
127983,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-11-23,110771,23300,11441,  -12757,   -8509,     391
128116,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-11-16,30460,11192,322,    2524,    2460,      23
127984,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-11-16,123529,31808,11049,    8591,    4381,      83
128117,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-11-09,27936,8732,299,    3063,    1023,      94
127985,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-11-09,114938,27428,10967,    1476,   -3366,     430
127986,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-11-02,113462,30794,10537,   -2152,    -270,    1605
128118,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-11-02,24873,7709,205,      38,       0,     205
128119,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-10-26,24835,7709,0,    2068,     368,       0
127987,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-10-26,115614,31065,8932,    6431,    5086,     667
127988,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-10-19,109183,25979,8265,     335,   -2730,   -1379
128120,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-10-19,22767,7341,0,    2523,     367,       0
128121,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-10-12,20244,6974,0,     777,    -272,       0
127989,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-10-12,108848,28709,9644,   -2595,   -7381,    -983
128122,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-10-05,19467,7246,0,.,.,.
127990,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-10-05,111443,36090,10627,   28881,    5495,   -4868
127991,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-09-28,82561,30595,15495,   13348,   13776,    1889
127992,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-09-21,69213,16819,13606,  -52660,    2740,   -5828
127993,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-09-14,121873,14079,19434,   27020,    5879,   -1636
128123,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-09-14,27415,2578,2005,    2475,    2578,   -1230
127994,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-09-07,94852,8201,21070,   -1886,    1335,   -1042
128124,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-09-07,24940,0,3235,    -335,       0,    -738
127995,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-08-31,96738,6865,22112,    3346,   -3693,    3220
128125,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-08-31,25275,0,3973,    2424,       0,     246
127996,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-08-24,93392,10558,18892,    6629,   -6078,    4333
128126,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-08-24,22851,0,3727,    5497,    -738,    1230
127997,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-08-17,86763,16636,14559,    -111,   -4190,    1251
128127,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-08-17,17354,738,2497,    2955,    -739,       0
128128,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-08-10,14399,1477,2497,     450,     492,       0
127998,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-08-10,86874,20826,13307,    3365,    2562,    -395
128129,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-08-03,13949,985,2497,     530,     738,       0
127999,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-08-03,83508,18264,13702,    5303,    5273,   -1207
128000,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-07-27,78205,12991,14909,    1393,     736,    1187
128130,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-07-27,13419,247,2497,    -388,     247,    -947
128001,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-07-20,76812,12255,13721,     512,     533,   -5521
128131,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-07-20,13807,0,3444,     710,       0,    1686
128132,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-07-13,13097,0,1758,    2019,    -550,     983
128002,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-07-13,76300,11722,19242,    4176,    1757,    3357
128003,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-07-06,72124,9965,15885,   12519,     791,    4205
128133,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-07-06,11078,550,775,.,.,.
128004,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-06-29,59605,9173,11680,    1760,   -4055,     777
128005,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-06-22,57845,13228,10903,  -63982,    2217,   -2362
128006,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,2010-06-15,121827,11012,13265,.,.,.
128134,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-06-15,30128,3859,2210,    4341,      48,     371
128135,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-06-08,25787,3811,1839,    1744,    -254,     371
128136,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-06-01,24043,4065,1468,    2402,    -154,     176
128137,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-05-25,21641,4219,1292,   -2478,   -1582,    -422
128138,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-05-18,24119,5801,1714,     608,    -492,       0
128139,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-05-11,23511,6293,1714,    1446,    -492,    -563
128140,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-05-04,22065,6785,2277,    3272,    1028,    -246
128141,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-04-27,18793,5757,2523,    1891,    1226,    -246
128142,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-04-20,16902,4531,2769,     750,    -737,     746
128143,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-04-13,16152,5268,2023,     -21,     322,    -172
128144,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-04-06,16173,4946,2195,    1981,     696,     750
128145,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-03-30,14192,4250,1445,    1308,    1476,       0
128146,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-03-23,12884,2774,1445,  -10758,    1247,   -1382
128147,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-03-16,23642,1527,2827,    -814,     861,   -3137
128148,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-03-09,24456,666,5964,   -3667,       0,   -2451
128149,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-03-02,28123,666,8415,   -4633,     -91,   -4015
128150,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-02-23,32756,757,12430,    2045,    -369,    1991
128151,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-02-16,30711,1126,10439,    2370,       0,     749
128152,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-02-09,28341,1126,9690,    5521,       0,    2022
128153,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-02-02,22820,1126,7668,    7334,    -134,    7007
128154,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-01-26,15486,1260,661,    -183,   -4400,     456
128155,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-01-19,15669,5660,205,    1120,    1575,     205
128156,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-01-12,14549,4085,0,    1903,   -1086,       0
128157,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010-01-05,12646,5171,0,    2256,    2012,    -218
128158,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-12-29,10390,3159,218,     590,     641,    -492
128159,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-12-22,9800,2518,710,  -18008,   -7882,     140
128160,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-12-15,27808,10400,570,    3583,   -1436,       0
128161,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-12-08,24225,11836,570,   -1670,   -2749,       0
128162,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-12-01,25895,14585,570,    1127,    2019,       0
128163,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-11-24,24768,12566,570,    3274,    2800,     300
128164,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-11-17,21494,9766,270,    1429,    3042,       0
128165,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-11-09,20065,6724,270,    1678,    1118,       0
128166,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-11-03,18387,5606,270,   -1089,    -100,    -298
128167,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-10-27,19476,5706,568,    -830,   -1080,     -14
128168,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-10-20,20306,6786,582,     596,    -328,      17
128169,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-10-13,19710,7114,565,    1208,     671,      62
128170,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-10-06,18502,6443,503,     896,    1506,    -405
128171,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-09-29,17606,4937,908,    -191,     276,    -725
128172,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-09-22,17797,4661,1633,  -15834,     596,   -4267
128173,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-09-15,33631,4065,5900,   10483,     556,    -705
128174,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-09-08,23148,3509,6605,     412,    1178,    -507
128175,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-09-01,22736,2331,7112,    -516,   -3824,    1472
128176,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-08-25,23252,6155,5640,    3064,    2492,    1295
128177,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-08-18,20188,3663,4345,     -71,     697,      53
128178,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-08-11,20259,2966,4292,     742,    -944,     573
128179,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-08-04,19517,3910,3719,    2335,      93,    -218
128180,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-07-28,17182,3817,3937,   -2623,     681,    -784
128181,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-07-21,19805,3136,4721,    1968,     633,    -166
128182,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-07-14,17837,2503,4887,    2707,    1020,    -245
128183,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-07-07,15130,1483,5132,     548,   -1229,     954
128184,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-06-30,14582,2712,4178,    1220,    1372,    -284
128185,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-06-23,13362,1340,4462,  -17546,    -733,   -4362
128186,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-06-16,30908,2073,8824,    4211,   -1351,    1712
128187,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-06-09,26697,3424,7112,     275,     379,      15
128188,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-06-02,26422,3045,7097,   -1555,     531,    -215
128189,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-05-26,27977,2514,7312,    3821,      50,    2113
128190,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-05-19,24156,2464,5199,    1197,     364,     671
128191,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-05-12,22959,2100,4528,     566,   -1868,     954
128192,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-05-05,22393,3968,3574,       3,     623,      32
128193,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-04-28,22390,3345,3542,      31,     739,     905
128194,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-04-21,22359,2606,2637,     898,     -57,     -16
128195,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-04-14,21461,2663,2653,     981,     187,      34
128196,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-04-07,20480,2476,2619,     569,     249,     863
128197,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-03-31,19911,2227,1756,    2018,     350,     237
128198,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-03-24,17893,1877,1519,  -27178,     529,   -2944
128199,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-03-17,45071,1348,4463,   10796,    -391,    -383
128200,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-03-10,34275,1739,4846,    1499,    -521,   -1578
128201,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-03-03,32776,2260,6424,     171,    -125,    -377
128202,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-02-24,32605,2385,6801,    1636,       2,      29
128203,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-02-17,30969,2383,6772,    3099,     283,    1765
128204,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-02-10,27870,2100,5007,    1646,     257,    -412
128205,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-02-03,26224,1843,5419,     423,     169,    1126
128206,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-01-27,25801,1674,4293,     781,    -854,   -1121
128207,NASDAQ-100 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2009-01-20,25020,2528,5414,    1702,      61,    1328
