,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
1288,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-11-16,22677,1047,3058,    -653,     246,    -629
1289,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-11-09,23330,801,3687,    1117,    -329,     810
1290,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-11-02,22213,1130,2877,    2558,    -547,    2877
1291,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-10-26,19655,1677,0,    -953,     148,   -2523
1292,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-10-19,20608,1529,2523,   -3090,   -1701,    1360
1293,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-10-12,23698,3230,1163,     610,     113,    -359
1294,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-10-05,23088,3117,1522,    3977,    1782,    -793
1295,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-09-28,19111,1335,2315,     678,     166,   -2581
1296,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-09-21,18433,1169,4896,   -1275,    -431,    -613
1297,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-09-14,19708,1600,5509,  -16271,    -106,   -5196
1298,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-09-07,35979,1706,10705,    1073,     424,    -779
1299,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-31,34906,1282,11484,    1297,       0,     624
1300,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-24,33609,1282,10860,    7754,     -79,    8801
1301,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-17,25855,1361,2059,      72,    -376,    -234
1302,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-10,25783,1737,2293,    -725,    -321,     375
1303,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-03,26508,2058,1918,     -55,    -188,    -542
1304,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-07-27,26563,2246,2460,   -1720,   -1834,    -146
1305,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-07-20,28283,4080,2606,   -6362,   -7832,    2116
1306,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-07-13,34645,11912,490,    1547,    1375,    -388
1307,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-07-06,33098,10537,878,    5375,    2261,     -68
1308,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-29,27723,8276,946,     348,    -161,    -247
1309,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-22,27375,8437,1193,     254,     631,     449
1310,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-15,27121,7806,744,   -6431,    1340,     -49
1311,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-08,33552,6466,793,    1839,   -3744,    -207
1312,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-01,31713,10210,1000,   -7054,   -5454,    -339
1313,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-05-25,38767,15664,1339,   -5458,   -4175,    1119
1314,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-05-18,44225,19839,220,    -848,   -1020,    -310
1315,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-05-11,45073,20859,530,    2672,    1757,     -19
1316,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-05-04,42401,19102,549,    4962,    2839,     139
1317,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-04-27,37439,16263,410,    8180,    7870,    -317
1318,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-04-20,29259,8393,727,   10980,    5916,    -552
1319,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-04-13,18279,2477,1279,   -1305,    -313,    1054
1320,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-04-06,19584,2790,225,    2196,    1251,    -196
1321,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-03-30,17388,1539,421,   -1857,   -1546,     -42
1322,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-03-23,19245,3085,463,    1687,     924,       0
1323,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-03-16,17558,2161,463,   -8812,     431,    -369
1324,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-03-09,26370,1730,832,    2010,     750,    -276
1325,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-03-02,24360,980,1108,   -4573,   -5945,     -76
1326,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-02-23,28933,6925,1184,     200,    -549,     812
1327,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-02-16,28733,7474,372,    -950,    -558,     372
1328,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-02-09,29683,8032,0,    8638,    7613,       0
1329,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-02-02,21045,419,0,     816,    -481,       0
1330,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-01-26,20229,900,0,     630,       0,       0
1331,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-01-19,19599,900,0,     131,       0,       0
1332,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-01-12,19468,900,0,    2811,     671,    -820
1333,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1999-01-05,16657,229,820,    -279,     -40,    -228
1334,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-12-29,16936,269,1048,     702,    -489,    1048
1335,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-12-22,16234,758,0,     -69,     -37,    -538
1336,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-12-15,16303,795,538,  -16281,   -2589,       0
1337,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-12-08,32584,3384,538,    8025,    -964,      -5
1338,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-12-01,24559,4348,543,    -421,    -371,     201
1339,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-11-24,24980,4719,342,    1505,     477,     -88
1340,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-11-17,23475,4242,430,    1788,     785,     187
1341,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-11-10,21687,3457,243,    1686,     820,       8
1342,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-11-03,20001,2637,235,    -466,     -34,     235
1343,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-10-27,20467,2671,0,     536,       0,       0
1344,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-10-20,19931,2671,0,    1429,    1710,   -1803
1345,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-10-13,18502,961,1803,   -4622,     372,   -2613
1346,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-10-06,23124,589,4416,     352,      59,    -148
1347,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-09-29,22772,530,4564,    -236,     330,   -1868
1348,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-09-22,23008,200,6432,    -198,     200,    -804
1349,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-09-15,23206,0,7236,  -13806,    -233,   -1165
1350,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-09-08,37012,233,8401,    4202,    -262,    -718
1351,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-09-01,32810,495,9119,    3712,     220,    2431
1352,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-08-25,29098,275,6688,    4197,       0,    3418
1353,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-08-18,24901,275,3270,    -245,     275,     440
1354,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-08-11,25146,0,2830,     228,       0,     446
1355,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-08-04,24918,0,2384,     591,       0,     -24
1356,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-07-28,24327,0,2408,     -64,    -533,     -71
1357,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-07-21,24391,533,2479,     392,    -396,   -1831
1358,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-07-14,23999,929,4310,    -414,     200,    -339
1359,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-07-07,24413,729,4649,    -713,     220,    -540
1360,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-06-30,25126,509,5189,    -997,     -16,   -1043
1361,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-06-23,26123,525,6232,    -506,     246,   -3156
1362,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-06-16,26629,279,9388,   -4694,     196,    1366
1363,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-06-09,31323,83,8022,    7664,      83,    -606
1364,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-06-02,23659,0,8628,     354,    -439,    -130
1365,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-05-26,23305,439,8758,     789,     239,    -348
1366,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-05-19,22516,200,9106,     773,    -198,     937
1367,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-05-12,21743,398,8169,    2433,     198,     564
1368,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-05-05,19310,200,7605,    1655,       0,     352
1369,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-04-28,17655,200,7253,    -183,       0,     239
1370,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-04-21,17838,200,7014,    1095,    -200,     564
1371,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-04-14,16743,400,6450,    3297,    -118,    2600
1372,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-04-07,13446,518,3850,    1069,    -197,     371
1373,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-03-31,12377,715,3479,     711,     515,       9
1374,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-03-24,11666,200,3470,      60,       0,    -212
1375,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-03-17,11606,200,3682,  -10285,       0,     212
1376,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-03-10,21891,200,3470,     708,   -1037,    1060
1377,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-03-03,21183,1237,2410,    4457,     724,      13
1378,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-02-24,16726,513,2397,    -123,     313,      18
1379,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-02-17,16849,200,2379,    1482,    -585,    -201
1380,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-02-10,15367,785,2580,    -791,    -585,     193
1381,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-02-03,16158,1370,2387,     468,     768,   -2077
1382,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-01-27,15690,602,4464,    -632,      22,   -2320
1383,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-01-20,16322,580,6784,   -2303,     380,   -2284
1384,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-01-13,18625,200,9068,     568,       0,      35
1385,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1998-01-06,18057,200,9033,    1562,       0,     877
1386,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-12-30,16495,200,8156,      71,       0,     -10
1387,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-12-23,16424,200,8166,    -415,     200,    -438
1388,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-12-19,15841,0,8210,    -998,       0,    -394
1389,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-12-16,16839,0,8604,   -8480,       0,     529
1390,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-12-09,25319,0,8075,    4950,    -300,     -62
1391,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-12-02,20369,300,8137,     821,     300,     385
1392,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-11-25,19548,0,7752,     -73,    -207,    -379
1393,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-11-18,19621,207,8131,    -594,     -10,    -248
1394,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-11-11,20215,217,8379,      -9,     217,    -129
1395,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-11-04,20224,0,8508,   -1064,       0,    -667
1396,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-10-28,21288,0,9175,    4063,    -248,    2727
1397,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-10-21,17225,248,6448,     682,    -208,     623
1398,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-10-14,16543,456,5825,   -2086,     256,   -2149
1399,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-10-07,18629,200,7974,    -977,       0,   -1054
1400,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-09-30,19606,200,9028,     283,     -25,     -65
1401,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-09-23,19323,225,9093,    1196,       4,     268
1402,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-09-16,18127,221,8825,   -8249,    -422,    1524
1403,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-09-09,26376,643,7301,    6429,     431,    1355
1404,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-09-02,19947,212,5946,     418,    -348,     994
1405,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-08-26,19529,560,4952,    1990,     286,    -779
1406,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-08-19,17539,274,5731,    -483,       2,    -558
1407,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-08-12,18022,272,6289,    1535,       0,     418
1408,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-08-05,16487,272,5871,   -1807,       0,   -1671
1409,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-07-29,18294,272,7542,   -1642,     272,    -919
1410,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-07-22,19936,0,8461,     793,    -498,    -740
1411,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-07-15,19143,498,9201,     785,     498,    1102
1412,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-07-08,18358,0,8099,     772,       0,     955
1413,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-07-01,17586,0,7144,     786,       0,     318
1414,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-06-24,16800,0,6826,    -472,       0,    -640
1415,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-06-17,17272,0,7466,   -2820,       0,    1418
1416,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-06-10,20092,0,6048,    2654,       0,    -583
1417,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-06-03,17438,0,6631,    1231,       0,    1553
1418,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-05-27,16207,0,5078,    3230,    -206,    4210
1419,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-05-20,12977,206,868,    1196,       0,     172
1420,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-05-13,11781,206,696,    -327,    -224,     209
1421,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-05-06,12108,430,487,    -205,     430,    -216
1422,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-04-29,12313,0,703,      84,       0,     214
1423,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-04-22,12229,0,489,     620,       0,       1
1424,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-04-15,11609,0,488,    -420,       0,    -257
1425,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-04-08,12029,0,745,    -669,    -738,     261
1426,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-04-01,12698,738,484,      47,    -418,     223
1427,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-03-25,12651,1156,261,    -317,    -624,      50
1428,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-03-18,12968,1780,211,   -3615,     582,     211
1429,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-03-11,16583,1198,0,    1597,      71,    -776
1430,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-03-04,14986,1127,776,   -2580,    -134,   -2619
1431,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-02-25,17566,1261,3395,    -593,     928,   -2546
1432,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-02-18,18159,333,5941,     393,      61,    -203
1433,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-02-11,17766,272,6144,    1184,    -158,     418
1434,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-02-04,16582,430,5726,    1446,     430,    1433
1435,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-01-28,15136,0,4293,    1168,       0,     487
1436,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-01-21,13968,0,3806,     396,       0,      10
1437,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-01-14,13572,0,3796,    4498,    -235,    3541
1438,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1997-01-07,9074,235,255,     397,      64,     255
1439,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-12-31,8677,171,0,      77,       0,       0
1440,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-12-24,8600,171,0,    -194,     -40,       0
1441,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-12-17,8794,211,0,   -5894,    -786,       0
1442,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-12-10,14688,997,0,   -2112,    -933,       0
1443,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-12-03,16800,1930,0,   -2315,   -4074,       0
1444,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-11-26,19115,6004,0,    7590,    5080,       0
1445,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-11-19,11525,924,0,     431,     640,   -1024
1446,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-11-12,11094,284,1024,    1318,       0,     804
1447,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-11-05,9776,284,220,    -512,       0,     220
1448,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-10-29,10288,284,0,    -622,   -1212,       0
1449,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-10-22,10910,1496,0,    1582,    1212,       0
1450,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-10-15,9328,284,0,    -642,       0,    -606
1451,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-10-08,9970,284,606,     171,       0,       0
1452,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-10-01,9799,284,606,     120,     284,     406
1453,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-09-24,9679,0,200,    -233,    -764,     200
1454,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-09-17,9912,764,0,   -7247,   -2829,       0
1455,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-09-10,17159,3593,0,    6422,    3370,       0
1456,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-09-03,10737,223,0,     318,     223,       0
1457,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-08-27,10419,0,0,   -1574,       0,    -313
1458,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-08-20,11993,0,313,    -949,       0,   -1606
1459,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-08-13,12942,0,1919,     174,       0,    -271
1460,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-08-06,12768,0,2190,    1937,       0,     832
1461,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-07-30,10831,0,1358,    1395,    -732,     753
1462,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-07-23,9436,732,605,    -393,   -1033,     100
1463,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-07-16,9829,1765,505,     416,     651,    -192
1464,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-07-09,9413,1114,697,    -417,    -183,    -398
1465,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-07-02,9830,1297,1095,     895,   -1961,     836
1466,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-06-25,8935,3258,259,     708,     508,       0
1467,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-06-18,8227,2750,259,   -2799,    -675,     259
1468,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-06-11,11026,3425,0,    -372,   -1773,       0
1469,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-06-04,11398,5198,0,    -461,    -422,       0
1470,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-05-28,11859,5620,0,    -596,     106,       0
1471,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-05-21,12455,5514,0,   -1212,    -592,       0
1472,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-05-14,13667,6106,0,     597,     525,       0
1473,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-05-07,13070,5581,0,    1553,     773,       0
1474,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-04-30,11517,4808,0,     -64,     -81,       0
1475,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-04-23,11581,4889,0,    -732,       8,    -232
1476,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-04-16,12313,4881,232,    -390,    -522,     232
1477,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-04-09,12703,5403,0,   -1576,   -1737,    -214
1478,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-04-02,14279,7140,214,    2080,    1384,    -139
1479,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-03-26,12199,5756,353,     123,    -500,    -224
1480,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-03-19,12076,6256,577,   -8702,     151,    -638
1481,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-03-12,20778,6105,1215,    7070,    1451,     267
1482,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-03-05,13708,4654,948,    1295,     899,     -10
1483,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-02-27,12413,3755,958,    1233,     543,     278
1484,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-02-20,11180,3212,680,    -180,     -58,      47
1485,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-02-13,11360,3270,633,       1,     213,    -156
1486,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-02-06,11359,3057,789,    3720,    3057,     -34
1487,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-01-30,7639,0,823,    -234,    -232,    -997
1488,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-01-23,7873,232,1820,    1538,     232,    1820
1489,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-01-16,6335,0,0,      -4,       0,    -253
1490,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-01-09,6339,0,253,     835,       0,      23
1491,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1996-01-02,5504,0,230,    1075,       0,     230
1492,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-12-26,4429,0,0,      80,       0,       0
1493,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-12-19,4349,0,0,   -8454,    -773,    -921
1494,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-12-12,12803,773,921,     835,     157,       0
1495,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-12-05,11968,616,921,    -557,     -48,     229
1496,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-11-28,12525,664,692,     680,     -44,    -536
1497,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-11-21,11845,708,1228,     349,      21,     333
1498,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-11-14,11496,687,895,    1132,   -1015,     895
1499,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-11-07,10364,1702,0,     993,      36,       0
1500,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-10-31,9371,1666,0,    -361,      88,    -378
1501,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-10-24,9732,1578,378,    -251,   -1260,     378
1502,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-10-17,9983,2838,0,    -615,    -310,       0
1503,AUSTRALIAN DOLLARS - INTERNATIONAL MONETARY MARKET,1995-10-10,10598,3148,0,    -503,     -37,       0
