,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
112716,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-01-26,59330,44152,6606,   10191,    7820,     345
112717,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-01-19,49139,36332,6261,   -3088,   -3832,    -394
112718,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-01-12,52227,40164,6655,   -9829,   -8459,   -2570
112719,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2010-01-05,62056,48623,9225,   -1128,   -2427,   -2791
112720,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-29,63184,51050,12016,    3392,    5077,     173
112721,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-22,59792,45973,11843,    8521,    8394,      34
112722,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-15,51271,37579,11809,    2677,    8440,   -3267
112723,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-08,48594,29139,15076,    8914,    5452,   -4169
112724,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-12-01,39680,23687,19245,    -178,    1026,   -1965
112725,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-11-24,39858,22661,21210,   -2407,    1082,   -1457
112726,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-11-17,42265,21579,22667,    5019,    5043,     529
112727,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-11-09,37246,16536,22138,    1277,    1628,    1136
112728,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-11-03,35969,14908,21002,    -191,    2118,    -713
112729,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-10-27,36160,12790,21715,    -459,     313,    -715
112730,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-10-20,36619,12477,22430,    2728,    1587,    2049
112731,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-10-13,33891,10890,20381,    2017,     332,     746
112732,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-10-06,31874,10558,19635,    2098,    1764,    2331
112733,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-29,29776,8794,17304,   -3928,   -2119,   -3671
112734,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-22,33704,10913,20975,    -695,     478,    1418
112735,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-15,34399,10435,19557,   -3754,     593,    3088
112736,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-08,38153,9842,16469,    7802,    1269,    6214
112737,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-09-01,30351,8573,10255,    3034,    2698,   -3429
112738,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-08-25,27317,5875,13684,    2146,    1941,    2500
112739,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-08-18,25171,3934,11184,   -2692,   -2214,   -4516
112740,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-08-11,27863,6148,15700,    -758,   -1357,   -3698
112741,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-08-04,28621,7505,19398,    2818,    1076,    3404
112742,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-07-28,25803,6429,15994,   -1304,   -1631,   -1474
112743,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-07-21,27107,8060,17468,    5672,    2856,    4198
112744,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-07-14,21435,5204,13270,    1191,      69,    1504
112745,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-07-07,20244,5135,11766,     126,     498,     812
112746,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-30,20118,4637,10954,    -414,    -233,   -1053
112747,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-23,20532,4870,12007,      62,     734,    -224
112748,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-16,20470,4136,12231,  -21759,   -8461,   -1877
112749,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-09,42229,12597,14108,    2199,   -1497,   -3092
112750,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-06-02,40030,14094,17200,    2984,     305,    2460
112751,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-05-26,37046,13789,14740,    6715,    4041,    5926
112752,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-05-19,30331,9748,8814,    2187,    -448,    2266
112753,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-05-12,28144,10196,6548,    4406,      70,    2800
112754,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-05-05,23738,10126,3748,    1515,   -1574,    1054
112755,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-04-28,22223,11700,2694,   -1108,   -1601,     -51
112756,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-04-21,23331,13301,2745,    -562,     780,   -1897
112757,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-04-14,23893,12521,4642,     217,    -879,     606
112758,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-04-07,23676,13400,4036,     471,    2253,    -444
112759,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-31,23205,11147,4480,   -1473,     514,     563
112760,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-24,24678,10633,3917,    1847,   -3683,    1318
112761,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-17,22831,14316,2599,   -6464,   -1861,    1385
112762,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-10,29295,16177,1214,    5109,    2597,    -217
112763,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-03-03,24186,13580,1431,    1608,    -533,     -68
112764,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-02-24,22578,14113,1499,   -2459,   -1113,     295
112765,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-02-17,25037,15226,1204,    6358,    3197,    -229
112766,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-02-10,18679,12029,1433,    -668,    -197,    -266
112767,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-02-03,19347,12226,1699,     547,    1908,    -120
112768,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-01-27,18800,10318,1819,    3369,    2437,     -68
112769,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-01-20,15431,7881,1887,    1547,     542,      46
112770,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-01-13,13884,7339,1841,   -2040,   -1007,    -929
112771,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2009-01-06,15924,8346,2770,     218,      56,     500
112772,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-30,15706,8290,2270,      46,    -257,    -418
112773,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-22,15660,8547,2688,    -906,   -1703,     957
112774,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-16,16566,10250,1731,  -24936,   -7829,     483
112775,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-09,41502,18079,1248,    2120,     242,       6
112776,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-12-02,39382,17837,1242,   -1433,   -2732,    -483
112777,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-11-25,40815,20569,1725,    2501,     979,     640
112778,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-11-18,38314,19590,1085,    -365,   -1092,     -84
112779,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-11-11,38679,20682,1169,     381,    -375,     163
112780,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-11-04,38298,21057,1006,    -981,     684,    -326
112781,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-10-28,39279,20373,1332,   -4761,   -7393,    -320
112782,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-10-21,44040,27766,1652,   -2565,    1092,    -112
112783,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-10-14,46605,26674,1764,    1433,     727,    -584
112784,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-10-07,45172,25947,2348,   -1055,    -969,     413
112785,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-30,46227,26916,1935,   -3475,   -3422,    -693
112786,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-23,49702,30338,2628,   -3170,   -9964,     181
112787,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-16,52872,40302,2447,  -26106,    -422,   -4030
112788,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-09,78978,40724,6477,   29583,    3704,     787
112789,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-09-02,49395,37020,5690,    5672,    4746,    1536
112790,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-08-26,43723,32274,4154,    1977,    2774,     753
112791,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-08-19,41746,29500,3401,    8473,    8982,      31
112792,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-08-12,33273,20518,3370,    1252,    1561,   -5202
112793,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-08-05,32021,18957,8572,   -4607,   -2683,   -2193
112794,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-07-29,36628,21640,10765,   -1469,   -1981,   -6765
112795,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-07-22,38097,23621,17530,   -1008,   -1548,   -3731
112796,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-07-15,39105,25169,21261,    3908,    2512,    6640
112797,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-07-08,35197,22657,14621,     640,     713,     306
112798,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-07-01,34557,21944,14315,    4399,    3841,    5165
112799,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-06-24,30158,18103,9150,    3954,    3127,    1969
112800,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-06-17,26204,14976,7181,  -22758,   -3605,   -5555
112801,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-06-10,48962,18581,12736,   11059,    1711,      46
112802,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-06-03,37903,16870,12690,   -2046,     797,   -4594
112803,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-05-27,39949,16073,17284,    1596,    -835,    1966
112804,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-05-20,38353,16908,15318,    4919,    5868,    3783
112805,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-05-13,33434,11040,11535,   -1233,     561,   -2090
112806,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-05-06,34667,10479,13625,   -1498,     681,      18
112807,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-04-29,36165,9798,13607,   -9658,   -5161,   -9136
112808,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-04-22,45823,14959,22743,    2621,    -374,    2796
112809,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-04-15,43202,15333,19947,    1401,    1507,     192
112810,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-04-08,41801,13826,19755,   -1194,    1079,    -430
112811,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-04-01,42995,12747,20185,     624,     602,     295
112812,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-03-25,42371,12145,19890,   -1540,    1344,      10
112813,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-03-18,43911,10801,19880,  -11480,   -3252,   -4626
112814,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-03-11,55391,14053,24506,    8313,    3235,    5814
112815,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-03-04,47078,10818,18692,     822,    1003,     666
112816,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-02-26,46256,9815,18026,    6682,    3353,    5344
112817,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-02-19,39574,6462,12682,    2594,    1115,    3305
112818,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-02-12,36980,5347,9377,   -6762,   -2017,   -6433
112819,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-02-05,43742,7364,15810,    4400,    -717,    2211
112820,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-01-29,39342,8081,13599,    3349,     507,    3431
112821,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-01-22,35993,7574,10168,   -3463,   -3090,   -3289
112822,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-01-15,39456,10664,13457,    2426,     712,    2226
112823,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2008-01-08,37030,9952,11231,    3014,     968,    3726
112824,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-12-31,34016,8984,7505,     824,     703,    2510
112825,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-12-24,33192,8281,4995,   -1231,     -78,   -2065
112826,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-12-18,34423,8359,7060,  -10146,    2424,   -6208
112827,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-12-11,44569,5935,13268,    7137,     256,   -1382
112828,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-12-04,37432,5679,14650,    -963,    -421,   -4650
112829,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-11-27,38395,6100,19300,     -93,     334,   -1116
112830,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-11-20,38488,5766,20416,     777,     521,     424
112831,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-11-13,37711,5245,19992,   -3606,   -2813,   -6557
112832,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-11-06,41317,8058,26549,     183,     835,    -808
112833,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-30,41134,7223,27357,      20,     659,   -1651
112834,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-23,41114,6564,29008,    1531,    1265,     948
112835,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-16,39583,5299,28060,    -997,   -1014,   -2616
112836,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-09,40580,6313,30676,       6,    -453,    -653
112837,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-10-02,40574,6766,31329,    -207,     929,    -531
112838,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-25,40781,5837,31860,    1440,     566,    1089
112839,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-18,39341,5271,30771,    4867,    -541,    7755
112840,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-11,34474,5812,23016,   10232,    2487,    6011
112841,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2007-09-04,24242,3325,17005,     580,    1125,    1177
112842,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-08-28,23662,2200,15828,   -2131,     -37,    1790
112843,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-08-21,25793,2237,14038,   -8140,   -2938,   -8037
112844,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-08-14,33933,5175,22075,   -8688,   -3796,  -12358
112845,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-08-07,42621,8971,34433,   -1902,    -363,   -1878
112846,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-31,44523,9334,36311,   -3096,   -1037,   -2411
112847,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-24,47619,10371,38722,    2975,     -78,    2852
112848,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-17,44644,10449,35870,    6581,     778,    6240
112849,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-10,38063,9671,29630,    2914,     176,    1129
112850,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-07-03,35149,9495,28501,   10998,    2259,   10377
112851,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-06-26,24151,7236,18124,    5476,     -38,    7713
112852,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-06-19,18675,7274,10411,   -8878,    2489,   -4299
112853,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-06-12,27553,4785,14710,      81,     -84,   -4690
112854,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-06-05,27472,4869,19400,   -3604,   -1394,   -2922
112855,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-29,31076,6263,22322,     215,     409,     245
112856,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-22,30861,5854,22077,   -3972,   -2029,   -3756
112857,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-15,34833,7883,25833,   -1251,    -127,   -1057
112858,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-08,36084,8010,26890,   -4888,   -1323,   -3569
112859,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-05-01,40972,9333,30459,    1764,    -572,     996
112860,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-04-24,39208,9905,29463,    5606,     290,    6308
112861,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-04-17,33602,9615,23155,    2502,     801,    2525
112862,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-04-10,31100,8814,20630,     940,    -725,     449
112863,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-04-03,30160,9539,20181,    1370,    1233,    1285
112864,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-03-27,28790,8306,18896,     118,     588,    -380
112865,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-03-20,28672,7718,19276,   -5541,   -1806,    3740
112866,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-03-13,34213,9524,15536,    4885,   -1271,   -3919
112867,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-03-06,29328,10795,19455,   -3456,    -539,   -1262
112868,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-02-27,32784,11334,20717,    2997,   -3145,    3266
112869,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-02-20,29787,14479,17451,    4580,     239,    7234
112870,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-02-13,25207,14240,10217,     581,    -511,    -839
112871,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-02-06,24626,14751,11056,    2399,     702,    2031
112872,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-30,22227,14049,9025,     258,    2001,   -1641
112873,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-23,21969,12048,10666,     858,     -16,     774
112874,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-16,21111,12064,9892,   -4745,     116,   -5362
112875,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-09,25856,11948,15254,   -2686,    2460,   -3747
112876,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2007-01-03,28542,9488,19001,   -1282,    1558,   -1384
112877,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-12-26,29824,7930,20385,    -854,    -778,    -756
112878,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-12-19,30678,8708,21141,  -16289,   -3820,   -3814
112879,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-12-12,46967,12528,24955,    7285,   -5457,    3613
112880,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-12-05,39682,17985,21342,    2392,    7674,    3710
112881,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-11-28,37290,10311,17632,    3708,   -2268,    5583
112882,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-11-21,33582,12579,12049,    -950,      13,   -1263
112883,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-11-14,34532,12566,13312,      54,    -260,    3077
112884,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-11-07,34478,12826,10235,    1517,     916,    2063
112885,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-31,32961,11910,8172,    -828,   -9831,     659
112886,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-24,33789,21741,7513,   -2956,   -2908,    -488
112887,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-17,36745,24649,8001,    5834,    5596,     178
112888,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-10,30911,19053,7823,    6389,    5571,    -447
112889,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-10-03,24522,13482,8270,    4977,    6000,     122
112890,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-09-26,19545,7482,8148,    2257,     606,     923
112891,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-09-19,17288,6876,7225,   -4879,   -5041,   -1790
112892,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-09-12,22167,11917,9015,    2053,    3710,   -2620
112893,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-09-05,20114,8207,11635,     429,    -326,     574
112894,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-29,19685,8533,11061,     511,    1229,     512
112895,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-22,19174,7304,10549,     703,     -67,     494
112896,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-15,18471,7371,10055,     199,    -502,     206
112897,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-08,18272,7873,9849,    2596,    1065,    2366
112898,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-08-01,15676,6808,7483,   -1202,   -1397,    -582
112899,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-07-25,16878,8205,8065,    -355,    -642,     211
112900,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-07-18,17233,8847,7854,   -3297,     927,   -4670
112901,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-07-11,20530,7920,12524,    1709,     831,    1389
112902,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-07-03,18821,7089,11135,   -1963,   -3087,   -2199
112903,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-06-27,20784,10176,13334,   -3876,    2700,   -2221
112904,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-06-20,24660,7476,15555,  -15509,    -950,   -1678
112905,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-06-13,40169,8426,17233,    1398,   -2160,    -614
112906,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-06-06,38771,10586,17847,   -1110,     198,    -816
112907,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-30,39881,10388,18663,    1686,     131,    1828
112908,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-23,38195,10257,16835,      24,   -1198,    1245
112909,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-16,38171,11455,15590,   -2741,    1379,   -1204
112910,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-09,40912,10076,16794,    2479,    1409,    2704
112911,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-05-02,38433,8667,14090,    6421,   -2115,    5586
112912,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-04-25,32012,10782,8504,    3308,    -441,    3510
112913,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-04-18,28704,11223,4994,    1211,      61,     887
112914,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-04-11,27493,11162,4107,    -179,     -65,    -376
112915,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-04-04,27672,11227,4483,     514,   -2466,    1120
112916,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-03-28,27158,13693,3363,    -534,    2579,   -1128
112917,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-03-21,27692,11114,4491,   -1141,   -7196,    1690
112918,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-03-14,28833,18310,2801,   -3732,    1167,     204
112919,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-03-07,32565,17143,2597,    2176,   -1003,    -196
112920,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-02-28,30389,18146,2793,   -1923,    -881,   -1247
112921,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-02-21,32312,19027,4040,    2961,    3783,     945
112922,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-02-14,29351,15244,3095,    2421,    4240,   -1911
112923,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-02-07,26930,11004,5006,    -453,     328,   -1609
112924,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-31,27383,10676,6615,    -133,     403,     169
112925,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-24,27516,10273,6446,    1548,     291,    1168
112926,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-17,25968,9982,5278,    2123,    -130,     108
112927,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-10,23845,10112,5170,   -2784,   -3808,    1778
112928,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2006-01-03,26629,13920,3392,    2166,     678,    1276
112929,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-12-27,24463,13242,2116,   -1477,    -301,    -682
112930,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-12-20,25940,13543,2798,   -9168,   -7284,    -646
112931,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-12-13,35108,20827,3444,    4432,   -1960,     297
112932,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-12-06,30676,22787,3147,    1562,    2190,    1261
112933,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-29,29114,20597,1886,   -9006,  -10798,     -72
112934,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-22,38120,31395,1958,   -3592,   -1387,   -1596
112935,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-15,41712,32782,3554,    2965,    3026,     703
112936,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-08,38747,29756,2851,    5545,    3214,      -6
112937,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-11-01,33202,26542,2857,    -848,   -1264,    -716
112938,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-10-25,34050,27806,3573,    9811,   10780,     230
112939,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-10-18,24239,17026,3343,    3551,    3320,   -1847
112940,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-10-11,20688,13706,5190,    1127,    -249,    2374
112941,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-10-04,19561,13955,2816,    1988,    1260,    -315
112942,U.S. DOLLAR INDEX - NEW YORK BOARD OF TRADE,2005-09-27,17573,12695,3131,    5284,    5140,     696
