,Unnamed: 0.1,Unnamed: 0,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
44,13053.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-03-26,80677,43006,35811,   -5478,     466,    -449
45,13054.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-03-19,86155,42540,36260,      73,   -2176,   -1037
46,13055.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-03-12,86082,44716,37297,  -10732,   -4675,  -16458
47,13056.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-03-05,96814,49391,53755,    8925,    -507,    7458
48,13057.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-02-27,87889,49898,46297,      28,   -2607,    2287
49,13058.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-02-20,87861,52505,44010,   -5158,    2187,   -4370
50,13059.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-02-13,93019,50318,48380,   15942,    5440,   13036
51,13060.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-02-06,77077,44878,35344,    2756,    1060,    3075
52,13061.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-01-30,74321,43818,32269,   -5073,   -2077,   -5285
53,13062.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-01-23,79394,45895,37554,    4291,    2652,    6868
54,13063.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-01-16,75103,43243,30686,    3163,   -3966,    7018
55,13064.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-01-09,71940,47209,23668,   -1943,   -2751,    2747
56,13065.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2024-01-02,73883,49960,20921,    2930,    5556,     179
57,12008.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-12-26,70953,44404,20742,   -1310,    4019,   -2645
58,12009.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-12-19,72263,40385,23387,   -1741,    3596,   -5693
59,12010.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-12-12,74004,36789,29080,   -1504,    -606,   -3182
60,12011.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-12-05,75508,37395,32262,    5071,   -1043,    3858
61,12012.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-11-28,70437,38438,28404,   -2994,   -1838,   -4736
62,12013.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-11-21,73431,40276,33140,  -12439,   -4693,  -15825
63,12014.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-11-14,85870,44969,48965,   12257,    4217,   15171
64,12015.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-11-07,73613,40752,33794,   -1155,   -3539,     329
65,12016.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-10-31,74768,44291,33465,   -9842,   -1757,  -13063
66,12017.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-10-24,84610,46048,46528,     318,    -698,     131
67,12018.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-10-17,84292,46746,46397,    1541,     777,     392
68,12019.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-10-10,82751,45969,46005,    1222,     473,    3125
69,12020.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-10-03,81529,45496,42880,    8572,    5191,    9901
70,12021.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-09-26,72957,40305,32979,   -9422,   -1853,     815
71,12022.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-09-19,82379,42158,32164,   -4642,   -1461,   -4734
72,12023.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-09-12,87021,43619,36898,   18300,    6628,   14509
73,12024.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-09-05,68721,36991,22389,   -6898,   -6566,   -6130
74,12025.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-08-29,75619,43557,28519,   -6712,   -1027,  -15231
75,12026.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-08-22,82331,44584,43750,   -2226,     351,    -482
76,12027.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-08-15,84557,44233,44232,    4568,    2226,    5217
77,12028.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-08-08,79989,42007,39015,   11114,    3971,   13269
78,12029.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-08-01,68875,38036,25746,    4678,    1547,    4744
79,12030.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-07-25,64197,36489,21002,   -1637,   -1767,   -1518
80,12031.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-07-18,65834,38256,22520,   -5173,    -334,   -8283
81,12032.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-07-11,71007,38590,30803,    1624,    2147,    2427
82,12033.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-07-03,69383,36443,28376,     866,    2395,    6488
83,12034.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-06-27,68517,34048,21888,    -919,     -11,    7301
84,12035.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-06-20,69436,34059,14587,    -415,    -269,    2231
85,12036.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-06-13,69851,34328,12356,    2314,    -873,    1768
86,12037.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-06-06,67537,35201,10588,   -2392,   -2333,   -3540
87,12038.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-05-30,69929,37534,14128,   -3150,   -3712,     361
88,12039.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-05-23,73079,41246,13767,    -331,    1284,    -372
89,12040.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-05-16,73410,39962,14139,    -715,   -1750,     511
90,12041.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-05-09,74125,41712,13628,     534,     603,    -794
91,12042.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-05-02,73591,41109,14422,    1466,    -131,    2799
92,12043.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-04-25,72125,41240,11623,    8331,    6212,     914
93,12044.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-04-18,63794,35028,10709,    3679,    5458,   -5528
94,12045.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-04-11,60115,29570,16237,     959,    -271,    1819
95,12046.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-04-04,59156,29841,14418,    1912,    5594,     545
96,12047.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-03-28,57244,24247,13873,   -4172,    -952,   -1800
97,12048.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-03-21,61416,25199,15673,   -5401,   -2224,   -1177
98,12049.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-03-14,66817,27423,16850,   -2904,   -1565,   -6993
99,12050.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-03-07,69721,28988,23843,    1646,    1275,    1427
100,12051.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-02-28,68075,27713,22416,     576,    -345,   -2737
101,12052.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-02-21,67499,28058,25153,    1302,    -502,    2591
102,12053.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-02-14,66197,28560,22562,     728,   -2302,    2320
103,12054.0,,PLATINUM - NEW YORK MERCANTILE EXCHANGE,2023-02-07,65469,30862,20242,   -3652,   -4236,    1281
