,Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
120588,DJIA Consolidated - CHICAGO BOARD OF TRADE,991019,1999-10-19,124601,CBT,0,124,27163,2932,8905,1130,19893,8695,23955,18730,3208,8433,25446,3977,8698,12,18395,8640,22384,17350,3062,8096,1717,0,1252,73,1498,55,1571,1380,146,337,    3542,     597,     776,     101,    2154,     254,    2852,    1131,     690,    2411,100.0,10.8,32.8,4.2,73.2,32.0,88.2,69.0,11.8,31.0,100.0,15.6,34.2,0.0,72.3,34.0,88.0,68.2,12.0,31.8,100.0,0.0,72.9,4.3,87.2,3.2,91.5,80.4,8.5,19.6,127,24,62,10,22,24,54,89,125,29,56,2,20,23,51,79,14,0,10,1,3,1,4,11,44.8,22.7,60.8,34.3,42.0,18.7,56.3,28.6,46.7,23.5,62.0,35.8,43.7,23.5,59.0,34.8,91.5,62.7,91.5,74.5,87.2,58.4,87.2,70.3,($10 X DJIA INDEX),124601,CBT,124
120587,DJIA Consolidated - CHICAGO BOARD OF TRADE,991026,1999-10-26,124601,CBT,0,124,25347,2678,9654,1273,18489,8413,22440,19340,2907,6007,23447,3784,9428,34,16951,8358,20769,17820,2678,5627,1900,60,1392,73,1538,55,1671,1520,229,380,   -1816,    -254,     749,     143,   -1404,    -282,   -1515,     610,    -301,   -2426,100.0,10.6,38.1,5.0,72.9,33.2,88.5,76.3,11.5,23.7,100.0,16.1,40.2,0.1,72.3,35.6,88.6,76.0,11.4,24.0,100.0,3.2,73.3,3.8,80.9,2.9,87.9,80.0,12.1,20.0,124,26,54,10,22,26,56,84,122,31,49,2,20,25,52,75,14,1,9,1,3,1,5,10,44.4,23.5,61.0,36.5,41.8,18.8,56.8,31.7,46.3,24.8,62.5,38.6,43.5,24.7,59.7,38.5,85.8,66.5,87.9,76.8,84.1,62.6,84.1,73.0,($10 X DJIA INDEX),124601,CBT,124
120586,DJIA Consolidated - CHICAGO BOARD OF TRADE,991102,1999-11-02,124601,CBT,0,124,23674,2484,6738,1345,17096,9646,20925,17729,2749,5945,21695,3690,6556,16,15427,9591,19133,16163,2562,5532,1979,50,1438,73,1669,55,1792,1566,187,413,   -1673,    -194,   -2916,      72,   -1393,    1233,   -1515,   -1611,    -158,     -62,100.0,10.5,28.5,5.7,72.2,40.7,88.4,74.9,11.6,25.1,100.0,17.0,30.2,0.1,71.1,44.2,88.2,74.5,11.8,25.5,100.0,2.5,72.7,3.7,84.3,2.8,90.6,79.1,9.4,20.9,105,23,42,9,20,26,48,73,103,25,39,1,18,25,44,64,14,1,9,1,3,1,5,10,44.6,25.6,63.0,38.1,41.6,20.2,57.2,31.6,46.8,28.0,64.4,40.7,43.6,27.9,60.6,39.7,88.5,65.6,90.6,76.1,86.9,61.9,86.9,72.4,($10 X DJIA INDEX),124601,CBT,124
120585,DJIA Consolidated - CHICAGO BOARD OF TRADE,991109,1999-11-09,124601,CBT,0,124,23530,2829,6144,1408,16287,10454,20524,18006,3006,5524,21486,4053,5947,24,14577,10399,18654,16370,2832,5116,2044,60,1481,100,1710,55,1870,1636,174,408,    -144,     345,    -594,      63,    -809,     808,    -401,     277,     257,    -421,100.0,12.0,26.1,6.0,69.2,44.4,87.2,76.5,12.8,23.5,100.0,18.9,27.7,0.1,67.8,48.4,86.8,76.2,13.2,23.8,100.0,2.9,72.5,4.9,83.7,2.7,91.5,80.0,8.5,20.0,99,28,29,9,21,25,55,60,96,30,27,2,19,24,51,51,14,1,9,2,3,1,6,10,42.7,29.0,61.3,42.4,39.7,23.6,54.7,34.5,45.0,31.7,62.7,46.4,41.7,31.6,58.8,43.3,88.2,64.6,91.5,77.1,86.6,61.1,86.6,72.2,($10 X DJIA INDEX),124601,CBT,124
120584,DJIA Consolidated - CHICAGO BOARD OF TRADE,991116,1999-11-16,124601,CBT,0,124,23246,3428,6018,1447,15394,10793,20269,18258,2977,4988,21225,4702,5821,73,13684,10738,18459,16632,2766,4593,2021,0,1471,100,1710,55,1810,1626,211,395,    -284,     599,    -126,      39,    -893,     339,    -255,     252,     -29,    -536,100.0,14.7,25.9,6.2,66.2,46.4,87.2,78.5,12.8,21.5,100.0,22.2,27.4,0.3,64.5,50.6,87.0,78.4,13.0,21.6,100.0,0.0,72.8,4.9,84.6,2.7,89.6,80.5,10.4,19.5,106,35,29,12,22,24,63,61,104,37,27,5,20,23,60,52,13,0,9,2,3,1,5,10,39.9,31.5,58.8,45.1,36.5,26.0,51.7,36.9,42.7,34.5,59.8,48.7,38.9,34.4,55.5,45.7,88.2,65.1,89.6,77.5,84.6,61.5,84.6,72.5,($10 X DJIA INDEX),124601,CBT,124
120583,DJIA Consolidated - CHICAGO BOARD OF TRADE,991123,1999-11-23,124601,CBT,0,124,20697,2687,5717,1825,13548,8557,18060,16099,2637,4598,17954,4336,5411,34,11200,8427,15570,13872,2384,4082,2743,42,1997,100,2348,130,2490,2227,253,516,   -2549,    -741,    -301,     378,   -1846,   -2236,   -2209,   -2159,    -340,    -390,100.0,13.0,27.6,8.8,65.5,41.3,87.3,77.8,12.7,22.2,100.0,24.2,30.1,0.2,62.4,46.9,86.7,77.3,13.3,22.7,100.0,1.5,72.8,3.6,85.6,4.7,90.8,81.2,9.2,18.8,111,27,37,14,22,28,58,74,108,31,34,4,20,26,54,61,19,1,13,2,4,3,7,16,38.9,27.2,57.8,39.3,37.6,18.4,51.3,28.3,39.7,30.6,57.4,44.2,39.7,29.3,57.4,40.5,86.8,54.2,90.8,69.4,82.9,51.6,84.4,66.6,($10 X DJIA INDEX),124601,CBT,124
120582,DJIA Consolidated - CHICAGO BOARD OF TRADE,991130,1999-11-30,124601,CBT,0,124,21089,2741,5571,2013,13900,8954,18654,16538,2435,4551,17911,4398,5179,44,11225,8679,15667,13902,2244,4009,3178,112,2161,200,2675,275,2987,2636,191,542,     392,      54,    -146,     188,     352,     397,     594,     439,    -202,     -47,100.0,13.0,26.4,9.5,65.9,42.5,88.5,78.4,11.5,21.6,100.0,24.6,28.9,0.2,62.7,48.5,87.5,77.6,12.5,22.4,100.0,3.5,68.0,6.3,84.2,8.7,94.0,82.9,6.0,17.1,113,32,35,14,22,27,62,73,108,36,31,3,20,25,58,57,22,1,16,3,4,3,8,19,39.3,27.4,57.6,39.6,36.9,18.9,49.8,29.3,39.2,31.6,56.4,45.6,39.2,30.9,56.3,42.6,86.7,50.5,94.0,67.3,79.5,45.1,80.8,58.8,($10 X DJIA INDEX),124601,CBT,124
120581,DJIA Consolidated - CHICAGO BOARD OF TRADE,991207,1999-12-07,124601,CBT,0,124,21193,2989,4890,1518,13723,11005,18230,17413,2963,3780,21193,2989,4890,1518,13723,11005,18230,17413,2963,3780,0,0,0,0,0,0,0,0,0,0,     104,     248,    -681,    -495,    -177,    2051,    -424,     875,     528,    -771,100.0,14.1,23.1,7.2,64.8,51.9,86.0,82.2,14.0,17.8,100.0,14.1,23.1,7.2,64.8,51.9,86.0,82.2,14.0,17.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,33,34,11,25,29,64,69,113,33,34,11,25,29,64,69,0,0,0,0,0,0,0,0,36.8,29.0,55.0,42.6,36.7,20.8,48.4,32.7,36.8,29.0,55.0,42.6,36.7,20.8,48.4,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120580,DJIA Consolidated - CHICAGO BOARD OF TRADE,991214,1999-12-14,124601,CBT,0,124,23720,3272,4702,1174,16034,13951,20480,19827,3240,3893,23720,3272,4702,1174,16034,13951,20480,19827,3240,3893,0,0,0,0,0,0,0,0,0,0,    2527,     283,    -188,    -344,    2311,    2946,    2250,    2414,     277,     113,100.0,13.8,19.8,4.9,67.6,58.8,86.3,83.6,13.7,16.4,100.0,13.8,19.8,4.9,67.6,58.8,86.3,83.6,13.7,16.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,35,35,11,23,30,67,69,115,35,35,11,23,30,67,69,0,0,0,0,0,0,0,0,39.4,30.8,56.6,49.6,34.4,28.3,46.9,38.1,39.4,30.8,56.6,49.6,34.4,28.3,46.9,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120579,DJIA Consolidated - CHICAGO BOARD OF TRADE,991221,1999-12-21,124601,CBT,0,124,10344,1545,2912,359,7912,4701,9816,7972,528,2372,10344,1545,2912,359,7912,4701,9816,7972,528,2372,0,0,0,0,0,0,0,0,0,0,  -13376,   -1727,   -1790,    -815,   -8122,   -9250,  -10664,  -11855,   -2712,   -1521,100.0,14.9,28.2,3.5,76.5,45.4,94.9,77.1,5.1,22.9,100.0,14.9,28.2,3.5,76.5,45.4,94.9,77.1,5.1,22.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,24,25,7,21,19,48,48,99,24,25,7,21,19,48,48,0,0,0,0,0,0,0,0,44.5,34.9,65.3,47.0,43.5,34.7,61.3,45.9,44.5,34.9,65.3,47.0,43.5,34.7,61.3,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120578,DJIA Consolidated - CHICAGO BOARD OF TRADE,991228,1999-12-28,124601,CBT,0,124,11933,1269,2923,357,8161,5578,9787,8858,2146,3075,11933,1269,2923,357,8161,5578,9787,8858,2146,3075,0,0,0,0,0,0,0,0,0,0,    1589,    -276,      11,      -2,     249,     877,     -29,     886,    1618,     703,100.0,10.6,24.5,3.0,68.4,46.7,82.0,74.2,18.0,25.8,100.0,10.6,24.5,3.0,68.4,46.7,82.0,74.2,18.0,25.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,20,27,5,20,20,44,48,100,20,27,5,20,20,44,48,0,0,0,0,0,0,0,0,41.6,38.9,58.1,49.0,41.0,38.6,55.4,47.7,41.6,38.9,58.1,49.0,41.0,38.6,55.4,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120577,DJIA Consolidated - CHICAGO BOARD OF TRADE,104,2000-01-04,124601,CBT,0,124,11853,1453,2767,386,7534,4389,9373,7542,2480,4311,11853,1453,2767,386,7534,4389,9373,7542,2480,4311,0,0,0,0,0,0,0,0,0,0,     -80,     184,    -156,      29,    -627,   -1189,    -414,   -1316,     334,    1236,100.0,12.3,23.3,3.3,63.6,37.0,79.1,63.6,20.9,36.4,100.0,12.3,23.3,3.3,63.6,37.0,79.1,63.6,20.9,36.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,22,23,4,21,22,46,47,103,22,23,4,21,22,46,47,0,0,0,0,0,0,0,0,39.6,32.3,54.1,41.1,39.4,27.7,51.9,36.2,39.6,32.3,54.1,41.1,39.4,27.7,51.9,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120576,DJIA Consolidated - CHICAGO BOARD OF TRADE,111,2000-01-11,124601,CBT,0,124,14388,3265,3555,383,8349,6463,11997,10401,2391,3987,14388,3265,3555,383,8349,6463,11997,10401,2391,3987,0,0,0,0,0,0,0,0,0,0,    2535,    1812,     788,      -3,     815,    2074,    2624,    2859,     -89,    -324,100.0,22.7,24.7,2.7,58.0,44.9,83.4,72.3,16.6,27.7,100.0,22.7,24.7,2.7,58.0,44.9,83.4,72.3,16.6,27.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,27,41,7,22,20,54,63,138,27,41,7,22,20,54,63,0,0,0,0,0,0,0,0,32.0,33.8,50.4,43.0,31.3,32.0,46.4,40.5,32.0,33.8,50.4,43.0,31.3,32.0,46.4,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120575,DJIA Consolidated - CHICAGO BOARD OF TRADE,118,2000-01-18,124601,CBT,0,124,14336,3463,3656,389,8543,6911,12395,10956,1941,3380,14336,3463,3656,389,8543,6911,12395,10956,1941,3380,0,0,0,0,0,0,0,0,0,0,     -52,     198,     101,       6,     194,     448,     398,     555,    -450,    -607,100.0,24.2,25.5,2.7,59.6,48.2,86.5,76.4,13.5,23.6,100.0,24.2,25.5,2.7,59.6,48.2,86.5,76.4,13.5,23.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,31,37,7,21,24,57,63,139,31,37,7,21,24,57,63,0,0,0,0,0,0,0,0,34.1,33.2,53.4,43.2,34.1,32.0,49.8,40.4,34.1,33.2,53.4,43.2,34.1,32.0,49.8,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120574,DJIA Consolidated - CHICAGO BOARD OF TRADE,125,2000-01-25,124601,CBT,0,124,13404,1307,2912,336,8561,7038,10204,10286,3200,3118,13404,1307,2912,336,8561,7038,10204,10286,3200,3118,0,0,0,0,0,0,0,0,0,0,    -932,   -2156,    -744,     -53,      18,     127,   -2191,    -670,    1259,    -262,100.0,9.8,21.7,2.5,63.9,52.5,76.1,76.7,23.9,23.3,100.0,9.8,21.7,2.5,63.9,52.5,76.1,76.7,23.9,23.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,26,25,9,27,21,58,51,94,26,25,9,27,21,58,51,0,0,0,0,0,0,0,0,34.2,37.3,49.3,53.2,33.2,34.6,43.3,42.9,34.2,37.3,49.3,53.2,33.2,34.6,43.3,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120573,DJIA Consolidated - CHICAGO BOARD OF TRADE,201,2000-02-01,124601,CBT,0,124,13542,2066,2950,390,8416,7336,10872,10676,2670,2866,13542,2066,2950,390,8416,7336,10872,10676,2670,2866,0,0,0,0,0,0,0,0,0,0,     138,     759,      38,      54,    -145,     298,     668,     390,    -530,    -252,100.0,15.3,21.8,2.9,62.1,54.2,80.3,78.8,19.7,21.2,100.0,15.3,21.8,2.9,62.1,54.2,80.3,78.8,19.7,21.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,32,28,6,25,24,60,55,104,32,28,6,25,24,60,55,0,0,0,0,0,0,0,0,32.0,36.8,47.1,54.6,30.8,36.4,41.6,44.2,32.0,36.8,47.1,54.6,30.8,36.4,41.6,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120572,DJIA Consolidated - CHICAGO BOARD OF TRADE,208,2000-02-08,124601,CBT,0,124,13904,2373,5183,396,9125,5812,11894,11391,2010,2513,13904,2373,5183,396,9125,5812,11894,11391,2010,2513,0,0,0,0,0,0,0,0,0,0,     362,     307,    2233,       6,     709,   -1524,    1022,     715,    -660,    -353,100.0,17.1,37.3,2.8,65.6,41.8,85.5,81.9,14.5,18.1,100.0,17.1,37.3,2.8,65.6,41.8,85.5,81.9,14.5,18.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,34,26,7,29,21,67,50,103,34,26,7,29,21,67,50,0,0,0,0,0,0,0,0,35.5,39.1,51.0,54.1,30.9,38.8,44.5,51.4,35.5,39.1,51.0,54.1,30.9,38.8,44.5,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120571,DJIA Consolidated - CHICAGO BOARD OF TRADE,215,2000-02-15,124601,CBT,0,124,14973,2258,4845,504,8092,6026,10854,11375,4119,3598,14973,2258,4845,504,8092,6026,10854,11375,4119,3598,0,0,0,0,0,0,0,0,0,0,    1069,    -115,    -338,     108,   -1033,     214,   -1040,     -16,    2109,    1085,100.0,15.1,32.4,3.4,54.0,40.2,72.5,76.0,27.5,24.0,100.0,15.1,32.4,3.4,54.0,40.2,72.5,76.0,27.5,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,34,34,11,33,20,74,59,111,34,34,11,33,20,74,59,0,0,0,0,0,0,0,0,28.1,33.5,39.6,48.3,25.9,32.5,35.3,44.0,28.1,33.5,39.6,48.3,25.9,32.5,35.3,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120570,DJIA Consolidated - CHICAGO BOARD OF TRADE,222,2000-02-22,124601,CBT,0,124,17025,4130,4917,462,7990,7989,12582,13368,4443,3657,17025,4130,4917,462,7990,7989,12582,13368,4443,3657,0,0,0,0,0,0,0,0,0,0,    2052,    1872,      72,     -42,    -102,    1963,    1728,    1993,     324,      59,100.0,24.3,28.9,2.7,46.9,46.9,73.9,78.5,26.1,21.5,100.0,24.3,28.9,2.7,46.9,46.9,73.9,78.5,26.1,21.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,40,35,13,29,23,78,65,119,40,35,13,29,23,78,65,0,0,0,0,0,0,0,0,24.0,33.2,35.2,51.9,22.0,32.7,32.0,49.6,24.0,33.2,35.2,51.9,22.0,32.7,32.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120569,DJIA Consolidated - CHICAGO BOARD OF TRADE,229,2000-02-29,124601,CBT,0,124,21571,6481,4604,400,10909,13564,17790,18568,3781,3003,21571,6481,4604,400,10909,13564,17790,18568,3781,3003,0,0,0,0,0,0,0,0,0,0,    4546,    2351,    -313,     -62,    2919,    5575,    5208,    5200,    -662,    -654,100.0,30.0,21.3,1.9,50.6,62.9,82.5,86.1,17.5,13.9,100.0,30.0,21.3,1.9,50.6,62.9,82.5,86.1,17.5,13.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,46,33,11,30,22,82,63,125,46,33,11,30,22,82,63,0,0,0,0,0,0,0,0,20.3,37.9,36.3,61.5,19.5,36.2,34.6,59.7,20.3,37.9,36.3,61.5,19.5,36.2,34.6,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120568,DJIA Consolidated - CHICAGO BOARD OF TRADE,307,2000-03-07,124601,CBT,0,124,21939,5140,5238,323,11765,12282,17228,17843,4711,4096,21939,5140,5238,323,11765,12282,17228,17843,4711,4096,0,0,0,0,0,0,0,0,0,0,     368,   -1341,     634,     -77,     856,   -1282,    -562,    -725,     930,    1093,100.0,23.4,23.9,1.5,53.6,56.0,78.5,81.3,21.5,18.7,100.0,23.4,23.9,1.5,53.6,56.0,78.5,81.3,21.5,18.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,45,39,12,33,19,85,66,134,45,39,12,33,19,85,66,0,0,0,0,0,0,0,0,20.7,33.7,35.0,54.3,19.4,32.5,32.3,50.9,20.7,33.7,35.0,54.3,19.4,32.5,32.3,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120567,DJIA Consolidated - CHICAGO BOARD OF TRADE,314,2000-03-14,124601,CBT,0,124,24889,5395,4810,621,14391,15130,20407,20561,4482,4328,24889,5395,4810,621,14391,15130,20407,20561,4482,4328,0,0,0,0,0,0,0,0,0,0,    2950,     255,    -428,     298,    2626,    2848,    3179,    2718,    -229,     232,100.0,21.7,19.3,2.5,57.8,60.8,82.0,82.6,18.0,17.4,100.0,21.7,19.3,2.5,57.8,60.8,82.0,82.6,18.0,17.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,44,38,19,36,23,88,74,128,44,38,19,36,23,88,74,0,0,0,0,0,0,0,0,19.7,37.4,35.1,54.9,17.2,35.1,28.2,50.4,19.7,37.4,35.1,54.9,17.2,35.1,28.2,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120566,DJIA Consolidated - CHICAGO BOARD OF TRADE,321,2000-03-21,124601,CBT,0,124,17413,3284,4903,136,11233,7803,14653,12842,2760,4571,17413,3284,4903,136,11233,7803,14653,12842,2760,4571,0,0,0,0,0,0,0,0,0,0,   -7476,   -2111,      93,    -485,   -3158,   -7327,   -5754,   -7719,   -1722,     243,100.0,18.9,28.2,0.8,64.5,44.8,84.1,73.7,15.9,26.3,100.0,18.9,28.2,0.8,64.5,44.8,84.1,73.7,15.9,26.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,28,38,5,26,22,59,60,107,28,38,5,26,22,59,60,0,0,0,0,0,0,0,0,33.2,30.9,53.5,47.6,32.1,29.7,50.0,44.4,33.2,30.9,53.5,47.6,32.1,29.7,50.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120565,DJIA Consolidated - CHICAGO BOARD OF TRADE,328,2000-03-28,124601,CBT,0,124,16561,2480,5047,108,11583,8419,14171,13574,2390,2987,16561,2480,5047,108,11583,8419,14171,13574,2390,2987,0,0,0,0,0,0,0,0,0,0,    -852,    -804,     144,     -28,     350,     616,    -482,     732,    -370,   -1584,100.0,15.0,30.5,0.7,69.9,50.8,85.6,82.0,14.4,18.0,100.0,15.0,30.5,0.7,69.9,50.8,85.6,82.0,14.4,18.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,25,43,8,25,24,57,68,110,25,43,8,25,24,57,68,0,0,0,0,0,0,0,0,35.0,33.7,54.2,52.9,33.7,29.8,51.2,47.2,35.0,33.7,54.2,52.9,33.7,29.8,51.2,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120564,DJIA Consolidated - CHICAGO BOARD OF TRADE,404,2000-04-04,124601,CBT,0,124,18219,3251,5746,76,12055,8713,15382,14535,2837,3684,18219,3251,5746,76,12055,8713,15382,14535,2837,3684,0,0,0,0,0,0,0,0,0,0,    1658,     771,     699,     -32,     472,     294,    1211,     961,     447,     697,100.0,17.8,31.5,0.4,66.2,47.8,84.4,79.8,15.6,20.2,100.0,17.8,31.5,0.4,66.2,47.8,84.4,79.8,15.6,20.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,26,40,6,23,23,55,63,106,26,40,6,23,23,55,63,0,0,0,0,0,0,0,0,33.0,32.1,54.0,49.9,31.9,27.2,50.6,42.0,33.0,32.1,54.0,49.9,31.9,27.2,50.6,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120563,DJIA Consolidated - CHICAGO BOARD OF TRADE,411,2000-04-11,124601,CBT,0,124,17588,3739,6374,82,11539,7559,15360,14015,2228,3573,17588,3739,6374,82,11539,7559,15360,14015,2228,3573,0,0,0,0,0,0,0,0,0,0,    -631,     488,     628,       6,    -516,   -1154,     -22,    -520,    -609,    -111,100.0,21.3,36.2,0.5,65.6,43.0,87.3,79.7,12.7,20.3,100.0,21.3,36.2,0.5,65.6,43.0,87.3,79.7,12.7,20.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,31,44,6,23,20,60,64,112,31,44,6,23,20,60,64,0,0,0,0,0,0,0,0,34.8,33.3,55.0,48.4,34.3,32.6,53.4,45.8,34.8,33.3,55.0,48.4,34.3,32.6,53.4,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
