,Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
120161,DJIA Consolidated - CHICAGO BOARD OF TRADE,71224,2007-12-24,124601,CBT,0,124,24330,6960,12975,33,12594,6752,19587,19760,4743,4570,24330,6960,12975,33,12594,6752,19587,19760,4743,4570,0,0,0,0,0,0,0,0,0,0,  -19441,   -7733,   -1109,   -1201,   -9278,  -12028,  -18212,  -14338,   -1229,   -5103,100.0,28.6,53.3,0.1,51.8,27.8,80.5,81.2,19.5,18.8,100.0,28.6,53.3,0.1,51.8,27.8,80.5,81.2,19.5,18.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,7,12,4,11,6,22,18,35,7,12,4,11,6,22,18,0,0,0,0,0,0,0,0,46.5,48.3,65.2,68.0,46.4,48.3,65.1,68.0,46.5,48.3,65.2,68.0,46.4,48.3,65.1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120160,DJIA Consolidated - CHICAGO BOARD OF TRADE,71231,2007-12-31,124601,CBT,0,124,24673,7041,13432,32,12808,6766,19881,20230,4792,4443,24673,7041,13432,32,12808,6766,19881,20230,4792,4443,0,0,0,0,0,0,0,0,0,0,     343,      81,     457,      -1,     214,      14,     294,     470,      49,    -127,100.0,28.5,54.4,0.1,51.9,27.4,80.6,82.0,19.4,18.0,100.0,28.5,54.4,0.1,51.9,27.4,80.6,82.0,19.4,18.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,8,13,4,11,6,23,19,37,8,13,4,11,6,23,19,0,0,0,0,0,0,0,0,46.5,47.9,64.2,67.1,46.4,47.9,64.2,67.1,46.5,47.9,64.2,67.1,46.4,47.9,64.2,67.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120159,DJIA Consolidated - CHICAGO BOARD OF TRADE,80108,2008-01-08,124601,CBT,0,124,26622,9567,14281,47,12402,8160,22016,22488,4606,4134,26622,9567,14281,47,12402,8160,22016,22488,4606,4134,0,0,0,0,0,0,0,0,0,0,    1949,    2526,     849,      15,    -406,    1394,    2135,    2258,    -186,    -309,100.0,35.9,53.6,0.2,46.6,30.7,82.7,84.5,17.3,15.5,100.0,35.9,53.6,0.2,46.6,30.7,82.7,84.5,17.3,15.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,10,19,6,11,7,26,27,46,10,19,6,11,7,26,27,0,0,0,0,0,0,0,0,42.5,49.3,61.2,67.5,42.4,49.3,61.1,67.5,42.5,49.3,61.2,67.5,42.4,49.3,61.1,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120158,DJIA Consolidated - CHICAGO BOARD OF TRADE,80115,2008-01-15,124601,CBT,0,124,27945,9998,14262,109,12820,8260,22927,22631,5018,5314,27945,9998,14262,109,12820,8260,22927,22631,5018,5314,0,0,0,0,0,0,0,0,0,0,    1323,     431,     -19,      62,     418,     100,     911,     143,     412,    1180,100.0,35.8,51.0,0.4,45.9,29.6,82.0,81.0,18.0,19.0,100.0,35.8,51.0,0.4,45.9,29.6,82.0,81.0,18.0,19.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,10,19,6,12,7,27,27,47,10,19,6,12,7,27,27,0,0,0,0,0,0,0,0,41.2,47.7,59.2,65.2,41.1,47.7,59.1,65.1,41.2,47.7,59.2,65.2,41.1,47.7,59.1,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120157,DJIA Consolidated - CHICAGO BOARD OF TRADE,80122,2008-01-22,124601,CBT,0,124,28226,10069,14321,145,12451,7941,22665,22407,5561,5819,28226,10069,14321,145,12451,7941,22665,22407,5561,5819,0,0,0,0,0,0,0,0,0,0,     281,      71,      59,      36,    -369,    -319,    -262,    -224,     543,     505,100.0,35.7,50.7,0.5,44.1,28.1,80.3,79.4,19.7,20.6,100.0,35.7,50.7,0.5,44.1,28.1,80.3,79.4,19.7,20.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,14,21,6,11,6,30,28,51,14,21,6,11,6,30,28,0,0,0,0,0,0,0,0,39.1,43.5,55.4,61.8,39.0,43.5,55.4,61.7,39.1,43.5,55.4,61.8,39.0,43.5,55.4,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120156,DJIA Consolidated - CHICAGO BOARD OF TRADE,80129,2008-01-29,124601,CBT,0,124,28974,12090,12946,179,12636,10412,24905,23537,4069,5437,28974,12090,12946,179,12636,10412,24905,23537,4069,5437,0,0,0,0,0,0,0,0,0,0,     748,    2021,   -1375,      34,     185,    2471,    2240,    1130,   -1492,    -382,100.0,41.7,44.7,0.6,43.6,35.9,86.0,81.2,14.0,18.8,100.0,41.7,44.7,0.6,43.6,35.9,86.0,81.2,14.0,18.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,14,21,5,12,7,30,29,52,14,21,5,12,7,30,29,0,0,0,0,0,0,0,0,39.5,46.7,56.1,62.7,39.5,46.7,56.1,62.7,39.5,46.7,56.1,62.7,39.5,46.7,56.1,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120155,DJIA Consolidated - CHICAGO BOARD OF TRADE,80205,2008-02-05,124601,CBT,0,124,29637,13650,12754,143,12228,9836,26021,22733,3616,6904,29637,13650,12754,143,12228,9836,26021,22733,3616,6904,0,0,0,0,0,0,0,0,0,0,     663,    1560,    -192,     -36,    -408,    -576,    1116,    -804,    -453,    1467,100.0,46.1,43.0,0.5,41.3,33.2,87.8,76.7,12.2,23.3,100.0,46.1,43.0,0.5,41.3,33.2,87.8,76.7,12.2,23.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,16,20,7,13,8,34,30,55,16,20,7,13,8,34,30,0,0,0,0,0,0,0,0,34.9,39.1,52.2,55.5,34.9,39.1,52.2,55.4,34.9,39.1,52.2,55.5,34.9,39.1,52.2,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120154,DJIA Consolidated - CHICAGO BOARD OF TRADE,80212,2008-02-12,124601,CBT,0,124,32660,15688,12821,692,12485,11714,28865,25227,3795,7433,32660,15688,12821,692,12485,11714,28865,25227,3795,7433,0,0,0,0,0,0,0,0,0,0,    3023,    2038,      67,     549,     257,    1878,    2844,    2494,     179,     529,100.0,48.0,39.3,2.1,38.2,35.9,88.4,77.2,11.6,22.8,100.0,48.0,39.3,2.1,38.2,35.9,88.4,77.2,11.6,22.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,18,20,8,13,8,37,30,57,18,20,8,13,8,37,30,0,0,0,0,0,0,0,0,32.5,36.4,49.2,56.2,32.5,36.4,49.2,56.1,32.5,36.4,49.2,56.2,32.5,36.4,49.2,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120153,DJIA Consolidated - CHICAGO BOARD OF TRADE,80219,2008-02-19,124601,CBT,0,124,31969,15472,12844,607,12374,11201,28453,24652,3516,7317,31969,15472,12844,607,12374,11201,28453,24652,3516,7317,0,0,0,0,0,0,0,0,0,0,    -691,    -216,      23,     -85,    -111,    -513,    -412,    -575,    -279,    -116,100.0,48.4,40.2,1.9,38.7,35.0,89.0,77.1,11.0,22.9,100.0,48.4,40.2,1.9,38.7,35.0,89.0,77.1,11.0,22.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,18,19,8,13,8,37,29,56,18,19,8,13,8,37,29,0,0,0,0,0,0,0,0,33.6,35.3,49.6,56.0,33.6,35.2,49.5,55.9,33.6,35.3,49.6,56.0,33.6,35.2,49.5,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120152,DJIA Consolidated - CHICAGO BOARD OF TRADE,80226,2008-02-26,124601,CBT,0,124,33518,17169,14150,497,11918,11253,29584,25900,3934,7618,33518,17169,14150,497,11918,11253,29584,25900,3934,7618,0,0,0,0,0,0,0,0,0,0,    1549,    1697,    1306,    -110,    -456,      52,    1131,    1248,     418,     301,100.0,51.2,42.2,1.5,35.6,33.6,88.3,77.3,11.7,22.7,100.0,51.2,42.2,1.5,35.6,33.6,88.3,77.3,11.7,22.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,19,19,7,13,8,37,29,57,19,19,7,13,8,37,29,0,0,0,0,0,0,0,0,33.9,33.8,48.7,53.8,33.9,33.6,48.6,53.6,33.9,33.8,48.7,53.8,33.9,33.6,48.6,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120151,DJIA Consolidated - CHICAGO BOARD OF TRADE,80304,2008-03-04,124601,CBT,0,124,35075,17615,14767,926,12539,11848,31080,27541,3995,7534,35075,17615,14767,926,12539,11848,31080,27541,3995,7534,0,0,0,0,0,0,0,0,0,0,    1557,     446,     617,     429,     621,     595,    1496,    1641,      61,     -84,100.0,50.2,42.1,2.6,35.7,33.8,88.6,78.5,11.4,21.5,100.0,50.2,42.1,2.6,35.7,33.8,88.6,78.5,11.4,21.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,19,20,11,13,8,39,32,58,19,20,11,13,8,39,32,0,0,0,0,0,0,0,0,35.0,32.5,49.0,53.1,35.0,32.5,48.9,53.0,35.0,32.5,49.0,53.1,35.0,32.5,48.9,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120150,DJIA Consolidated - CHICAGO BOARD OF TRADE,80311,2008-03-11,124601,CBT,0,124,36047,18185,15071,1334,12917,12541,32436,28946,3611,7101,36047,18185,15071,1334,12917,12541,32436,28946,3611,7101,0,0,0,0,0,0,0,0,0,0,     972,     570,     304,     408,     378,     693,    1356,    1405,    -384,    -433,100.0,50.4,41.8,3.7,35.8,34.8,90.0,80.3,10.0,19.7,100.0,50.4,41.8,3.7,35.8,34.8,90.0,80.3,10.0,19.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,19,20,14,14,9,43,33,58,19,20,14,14,9,43,33,0,0,0,0,0,0,0,0,34.1,31.2,48.5,52.1,34.1,31.1,47.8,52.0,34.1,31.2,48.5,52.1,34.1,31.1,47.8,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120149,DJIA Consolidated - CHICAGO BOARD OF TRADE,80318,2008-03-18,124601,CBT,0,124,45067,19189,14806,4347,14162,14623,37698,33776,7369,11291,45067,19189,14806,4347,14162,14623,37698,33776,7369,11291,0,0,0,0,0,0,0,0,0,0,    9020,    1004,    -265,    3013,    1245,    2082,    5262,    4830,    3758,    4190,100.0,42.6,32.9,9.6,31.4,32.4,83.6,74.9,16.4,25.1,100.0,42.6,32.9,9.6,31.4,32.4,83.6,74.9,16.4,25.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,20,24,16,15,14,47,42,65,20,24,16,15,14,47,42,0,0,0,0,0,0,0,0,29.5,25.9,44.8,43.9,27.5,25.9,38.9,42.9,29.5,25.9,44.8,43.9,27.5,25.9,38.9,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120148,DJIA Consolidated - CHICAGO BOARD OF TRADE,80325,2008-03-25,124601,CBT,0,124,24094,14058,8189,16,6427,11610,20501,19815,3593,4279,24094,14058,8189,16,6427,11610,20501,19815,3593,4279,0,0,0,0,0,0,0,0,0,0,  -20973,   -5131,   -6617,   -4331,   -7735,   -3013,  -17197,  -13961,   -3776,   -7012,100.0,58.3,34.0,0.1,26.7,48.2,85.1,82.2,14.9,17.8,100.0,58.3,34.0,0.1,26.7,48.2,85.1,82.2,14.9,17.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,9,10,2,9,8,20,18,36,9,10,2,9,8,20,18,0,0,0,0,0,0,0,0,54.1,47.4,70.5,67.4,54.1,47.4,70.5,67.3,54.1,47.4,70.5,67.4,54.1,47.4,70.5,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120147,DJIA Consolidated - CHICAGO BOARD OF TRADE,80401,2008-04-01,124601,CBT,0,124,27763,15860,9733,20,7523,12621,23403,22374,4360,5389,27763,15860,9733,20,7523,12621,23403,22374,4360,5389,0,0,0,0,0,0,0,0,0,0,    3669,    1802,    1544,       4,    1096,    1011,    2902,    2559,     767,    1110,100.0,57.1,35.1,0.1,27.1,45.5,84.3,80.6,15.7,19.4,100.0,57.1,35.1,0.1,27.1,45.5,84.3,80.6,15.7,19.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,13,14,3,9,9,25,23,44,13,14,3,9,9,25,23,0,0,0,0,0,0,0,0,49.9,41.1,66.9,59.6,49.9,41.1,66.9,59.6,49.9,41.1,66.9,59.6,49.9,41.1,66.9,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120146,DJIA Consolidated - CHICAGO BOARD OF TRADE,80408,2008-04-08,124601,CBT,0,124,31698,15462,10040,130,8411,13993,24003,24163,7695,7535,31698,15462,10040,130,8411,13993,24003,24163,7695,7535,0,0,0,0,0,0,0,0,0,0,    3935,    -398,     307,     110,     888,    1372,     600,    1789,    3335,    2146,100.0,48.8,31.7,0.4,26.5,44.1,75.7,76.2,24.3,23.8,100.0,48.8,31.7,0.4,26.5,44.1,75.7,76.2,24.3,23.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,14,16,3,10,9,27,25,48,14,16,3,10,9,27,25,0,0,0,0,0,0,0,0,41.8,38.7,57.0,56.1,41.8,38.7,57.0,55.8,41.8,38.7,57.0,56.1,41.8,38.7,57.0,55.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120145,DJIA Consolidated - CHICAGO BOARD OF TRADE,80415,2008-04-15,124601,CBT,0,124,29177,15191,10366,128,9088,14312,24407,24806,4770,4371,29177,15191,10366,128,9088,14312,24407,24806,4770,4371,0,0,0,0,0,0,0,0,0,0,   -2521,    -271,     326,      -2,     677,     319,     404,     643,   -2925,   -3164,100.0,52.1,35.5,0.4,31.1,49.1,83.7,85.0,16.3,15.0,100.0,52.1,35.5,0.4,31.1,49.1,83.7,85.0,16.3,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,14,18,3,10,9,27,27,50,14,18,3,10,9,27,27,0,0,0,0,0,0,0,0,44.2,42.2,62.5,62.2,44.2,42.2,62.5,61.8,44.2,42.2,62.5,62.2,44.2,42.2,62.5,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120144,DJIA Consolidated - CHICAGO BOARD OF TRADE,80422,2008-04-22,124601,CBT,0,124,29364,15458,10913,291,8723,13196,24472,24400,4892,4964,29364,15458,10913,291,8723,13196,24472,24400,4892,4964,0,0,0,0,0,0,0,0,0,0,     187,     267,     547,     163,    -365,   -1116,      65,    -406,     122,     593,100.0,52.6,37.2,1.0,29.7,44.9,83.3,83.1,16.7,16.9,100.0,52.6,37.2,1.0,29.7,44.9,83.3,83.1,16.7,16.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,15,17,4,11,7,30,24,49,15,17,4,11,7,30,24,0,0,0,0,0,0,0,0,41.6,44.3,57.3,62.9,41.6,43.5,57.3,61.9,41.6,44.3,57.3,62.9,41.6,43.5,57.3,61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120143,DJIA Consolidated - CHICAGO BOARD OF TRADE,80429,2008-04-29,124601,CBT,0,124,29990,15908,11910,337,9368,13094,25613,25341,4377,4649,29990,15908,11910,337,9368,13094,25613,25341,4377,4649,0,0,0,0,0,0,0,0,0,0,     626,     450,     997,      46,     645,    -102,    1141,     941,    -515,    -315,100.0,53.0,39.7,1.1,31.2,43.7,85.4,84.5,14.6,15.5,100.0,53.0,39.7,1.1,31.2,43.7,85.4,84.5,14.6,15.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,16,19,5,11,7,32,26,52,16,19,5,11,7,32,26,0,0,0,0,0,0,0,0,42.0,43.4,57.6,63.0,42.0,42.6,57.6,61.9,42.0,43.4,57.6,63.0,42.0,42.6,57.6,61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120142,DJIA Consolidated - CHICAGO BOARD OF TRADE,80506,2008-05-06,124601,CBT,0,124,30645,16710,12481,381,9302,12878,26393,25740,4252,4905,30645,16710,12481,381,9302,12878,26393,25740,4252,4905,0,0,0,0,0,0,0,0,0,0,     655,     802,     571,      44,     -66,    -216,     780,     399,    -125,     256,100.0,54.5,40.7,1.2,30.4,42.0,86.1,84.0,13.9,16.0,100.0,54.5,40.7,1.2,30.4,42.0,86.1,84.0,13.9,16.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,16,19,7,11,6,34,25,51,16,19,7,11,6,34,25,0,0,0,0,0,0,0,0,41.7,42.5,57.6,63.5,41.7,41.8,57.6,62.5,41.7,42.5,57.6,63.5,41.7,41.8,57.6,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120141,DJIA Consolidated - CHICAGO BOARD OF TRADE,80513,2008-05-13,124601,CBT,0,124,32249,17104,13039,374,9381,13163,26859,26576,5390,5673,32249,17104,13039,374,9381,13163,26859,26576,5390,5673,0,0,0,0,0,0,0,0,0,0,    1604,     394,     558,      -7,      79,     285,     466,     836,    1138,     768,100.0,53.0,40.4,1.2,29.1,40.8,83.3,82.4,16.7,17.6,100.0,53.0,40.4,1.2,29.1,40.8,83.3,82.4,16.7,17.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,16,20,7,11,7,34,27,53,16,20,7,11,7,34,27,0,0,0,0,0,0,0,0,36.9,40.4,54.3,61.2,36.9,39.7,54.3,60.2,36.9,40.4,54.3,61.2,36.9,39.7,54.3,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120140,DJIA Consolidated - CHICAGO BOARD OF TRADE,80520,2008-05-20,124601,CBT,0,124,32072,16812,13205,372,9905,12984,27089,26561,4983,5511,32072,16812,13205,372,9905,12984,27089,26561,4983,5511,0,0,0,0,0,0,0,0,0,0,    -177,    -292,     166,      -2,     524,    -179,     230,     -15,    -407,    -162,100.0,52.4,41.2,1.2,30.9,40.5,84.5,82.8,15.5,17.2,100.0,52.4,41.2,1.2,30.9,40.5,84.5,82.8,15.5,17.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,17,21,7,11,7,35,28,55,17,21,7,11,7,35,28,0,0,0,0,0,0,0,0,37.8,38.3,55.9,59.1,37.8,37.6,55.9,58.1,37.8,38.3,55.9,59.1,37.8,37.6,55.9,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120139,DJIA Consolidated - CHICAGO BOARD OF TRADE,80527,2008-05-27,124601,CBT,0,124,31417,16841,13116,369,9760,12850,26970,26335,4447,5082,31417,16841,13116,369,9760,12850,26970,26335,4447,5082,0,0,0,0,0,0,0,0,0,0,    -655,      29,     -89,      -3,    -145,    -134,    -119,    -226,    -536,    -429,100.0,53.6,41.7,1.2,31.1,40.9,85.8,83.8,14.2,16.2,100.0,53.6,41.7,1.2,31.1,40.9,85.8,83.8,14.2,16.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,16,20,8,11,7,34,28,53,16,20,8,11,7,34,28,0,0,0,0,0,0,0,0,36.9,38.8,55.6,59.8,36.9,38.1,55.6,58.7,36.9,38.8,55.6,59.8,36.9,38.1,55.6,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120138,DJIA Consolidated - CHICAGO BOARD OF TRADE,80603,2008-06-03,124601,CBT,0,124,31714,16305,12936,452,10697,12833,27454,26221,4260,5493,31714,16305,12936,452,10697,12833,27454,26221,4260,5493,0,0,0,0,0,0,0,0,0,0,     297,    -536,    -180,      83,     937,     -17,     484,    -114,    -187,     411,100.0,51.4,40.8,1.4,33.7,40.5,86.6,82.7,13.4,17.3,100.0,51.4,40.8,1.4,33.7,40.5,86.6,82.7,13.4,17.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,15,20,9,13,9,36,30,53,15,20,9,13,9,36,30,0,0,0,0,0,0,0,0,39.1,34.5,58.2,56.1,39.1,33.3,57.0,50.7,39.1,34.5,58.2,56.1,39.1,33.3,57.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120137,DJIA Consolidated - CHICAGO BOARD OF TRADE,80610,2008-06-10,124601,CBT,0,124,33237,16263,13501,494,11159,13822,27916,27817,5321,5420,33237,16263,13501,494,11159,13822,27916,27817,5321,5420,0,0,0,0,0,0,0,0,0,0,    1523,     -42,     565,      42,     462,     989,     462,    1596,    1061,     -73,100.0,48.9,40.6,1.5,33.6,41.6,84.0,83.7,16.0,16.3,100.0,48.9,40.6,1.5,33.6,41.6,84.0,83.7,16.0,16.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,14,20,9,12,10,34,31,52,14,20,9,12,10,34,31,0,0,0,0,0,0,0,0,37.5,33.7,57.7,56.0,37.5,32.2,54.8,50.8,37.5,33.7,57.7,56.0,37.5,32.2,54.8,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
120136,DJIA Consolidated - CHICAGO BOARD OF TRADE,80617,2008-06-17,124601,CBT,0,124,50440,17464,14559,4602,17818,20195,39884,39356,10556,11084,50440,17464,14559,4602,17818,20195,39884,39356,10556,11084,0,0,0,0,0,0,0,0,0,0,   17203,    1201,    1058,    4108,    6659,    6373,   11968,   11539,    5235,    5664,100.0,34.6,28.9,9.1,35.3,40.0,79.1,78.0,20.9,22.0,100.0,34.6,28.9,9.1,35.3,40.0,79.1,78.0,20.9,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,16,23,16,14,14,43,40,59,16,23,16,14,14,43,40,0,0,0,0,0,0,0,0,25.8,27.0,44.8,45.4,25.3,21.9,37.2,33.5,25.8,27.0,44.8,45.4,25.3,21.9,37.2,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($10 X DJIA INDEX),124601,CBT,124
