,Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
102714,GOLD - COMMODITY EXCHANGE INC.,140826,2014-08-26,088691,CMX,1,88,363608,172022,58853,23465,127433,250981,322920,333299,40688,30309,363608,172022,58853,23465,127433,250981,322920,333299,40688,30309,0,0,0,0,0,0,0,0,0,0,   -2793,  -11824,   12983,    3065,    5056,  -19058,   -3703,   -3010,     910,     217,100.0,47.3,16.2,6.5,35.0,69.0,88.8,91.7,11.2,8.3,100.0,47.3,16.2,6.5,35.0,69.0,88.8,91.7,11.2,8.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263,124,70,68,54,48,205,162,263,124,70,68,54,48,205,162,0,0,0,0,0,0,0,0,26.1,30.6,35.9,44.2,23.0,27.1,31.3,39.2,26.1,30.6,35.9,44.2,23.0,27.1,31.3,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102713,GOLD - COMMODITY EXCHANGE INC.,140902,2014-09-02,088691,CMX,1,88,371515,172522,75643,24631,134701,238408,331854,338682,39661,32833,371515,172522,75643,24631,134701,238408,331854,338682,39661,32833,0,0,0,0,0,0,0,0,0,0,    7907,     500,   16790,    1166,    7268,  -12573,    8934,    5383,   -1027,    2524,100.0,46.4,20.4,6.6,36.3,64.2,89.3,91.2,10.7,8.8,100.0,46.4,20.4,6.6,36.3,64.2,89.3,91.2,10.7,8.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263,124,73,72,51,44,197,168,263,124,73,72,51,44,197,168,0,0,0,0,0,0,0,0,26.8,28.3,36.4,41.0,23.4,25.0,31.8,36.0,26.8,28.3,36.4,41.0,23.4,25.0,31.8,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102712,GOLD - COMMODITY EXCHANGE INC.,140909,2014-09-09,088691,CMX,1,88,384341,177555,82414,26286,141921,239876,345762,348576,38579,35765,384341,177555,82414,26286,141921,239876,345762,348576,38579,35765,0,0,0,0,0,0,0,0,0,0,   12826,    5033,    6771,    1655,    7220,    1468,   13908,    9894,   -1082,    2932,100.0,46.2,21.4,6.8,36.9,62.4,90.0,90.7,10.0,9.3,100.0,46.2,21.4,6.8,36.9,62.4,90.0,90.7,10.0,9.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,126,83,72,55,48,211,174,281,126,83,72,55,48,211,174,0,0,0,0,0,0,0,0,27.6,26.9,37.0,39.9,23.2,23.5,31.0,34.1,27.6,26.9,37.0,39.9,23.2,23.5,31.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102711,GOLD - COMMODITY EXCHANGE INC.,140916,2014-09-16,088691,CMX,1,88,386080,170749,98562,29320,145480,221723,345549,349605,40531,36475,386080,170749,98562,29320,145480,221723,345549,349605,40531,36475,0,0,0,0,0,0,0,0,0,0,    1739,   -6806,   16148,    3034,    3559,  -18153,    -213,    1029,    1952,     710,100.0,44.2,25.5,7.6,37.7,57.4,89.5,90.6,10.5,9.4,100.0,44.2,25.5,7.6,37.7,57.4,89.5,90.6,10.5,9.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,119,87,74,51,45,204,175,274,119,87,74,51,45,204,175,0,0,0,0,0,0,0,0,27.7,25.7,37.0,37.5,23.2,22.3,31.7,32.4,27.7,25.7,37.0,37.5,23.2,22.3,31.7,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102710,GOLD - COMMODITY EXCHANGE INC.,140923,2014-09-23,088691,CMX,1,88,385788,170382,106498,30538,148615,212934,349535,349970,36253,35818,385788,170382,106498,30538,148615,212934,349535,349970,36253,35818,0,0,0,0,0,0,0,0,0,0,    -292,    -367,    7936,    1218,    3135,   -8789,    3986,     365,   -4278,    -657,100.0,44.2,27.6,7.9,38.5,55.2,90.6,90.7,9.4,9.3,100.0,44.2,27.6,7.9,38.5,55.2,90.6,90.7,9.4,9.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,115,105,78,52,49,208,197,295,115,105,78,52,49,208,197,0,0,0,0,0,0,0,0,27.2,25.4,36.7,37.9,23.1,22.4,31.7,33.2,27.2,25.4,36.7,37.9,23.1,22.4,31.7,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102709,GOLD - COMMODITY EXCHANGE INC.,140930,2014-09-30,088691,CMX,1,88,379874,171075,106205,27803,145396,206125,344274,340133,35600,39741,379874,171075,106205,27803,145396,206125,344274,340133,35600,39741,0,0,0,0,0,0,0,0,0,0,   -5914,     693,    -293,   -2735,   -3219,   -6809,   -5261,   -9837,    -653,    3923,100.0,45.0,28.0,7.3,38.3,54.3,90.6,89.5,9.4,10.5,100.0,45.0,28.0,7.3,38.3,54.3,90.6,89.5,9.4,10.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,115,89,61,52,48,193,175,276,115,89,61,52,48,193,175,0,0,0,0,0,0,0,0,26.5,25.1,36.2,38.9,22.9,23.0,31.1,34.0,26.5,25.1,36.2,38.9,22.9,23.0,31.1,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102708,GOLD - COMMODITY EXCHANGE INC.,141007,2014-10-07,088691,CMX,1,88,380087,174075,107628,27007,143466,206873,344548,341508,35539,38579,380087,174075,107628,27007,143466,206873,344548,341508,35539,38579,0,0,0,0,0,0,0,0,0,0,     213,    3000,    1423,    -796,   -1930,     748,     274,    1375,     -61,   -1162,100.0,45.8,28.3,7.1,37.7,54.4,90.6,89.8,9.4,10.2,100.0,45.8,28.3,7.1,37.7,54.4,90.6,89.8,9.4,10.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,122,101,67,52,47,201,190,292,122,101,67,52,47,201,190,0,0,0,0,0,0,0,0,26.2,26.2,36.0,39.1,22.4,23.0,30.8,33.8,26.2,26.2,36.0,39.1,22.4,23.0,30.8,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102707,GOLD - COMMODITY EXCHANGE INC.,141014,2014-10-14,088691,CMX,1,88,397855,193580,108165,30035,140637,219460,364252,357660,33603,40195,397855,193580,108165,30035,140637,219460,364252,357660,33603,40195,0,0,0,0,0,0,0,0,0,0,   17768,   19505,     537,    3028,   -2829,   12587,   19704,   16152,   -1936,    1616,100.0,48.7,27.2,7.5,35.3,55.2,91.6,89.9,8.4,10.1,100.0,48.7,27.2,7.5,35.3,55.2,91.6,89.9,8.4,10.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,133,94,70,52,52,211,195,300,133,94,70,52,52,211,195,0,0,0,0,0,0,0,0,24.9,26.9,34.2,38.3,20.7,22.9,28.3,32.9,24.9,26.9,34.2,38.3,20.7,22.9,28.3,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102706,GOLD - COMMODITY EXCHANGE INC.,141021,2014-10-21,088691,CMX,1,88,411057,207129,99145,30768,139429,244327,377326,374240,33731,36817,411057,207129,99145,30768,139429,244327,377326,374240,33731,36817,0,0,0,0,0,0,0,0,0,0,   13202,   13549,   -9020,     733,   -1208,   24867,   13074,   16580,     128,   -3378,100.0,50.4,24.1,7.5,33.9,59.4,91.8,91.0,8.2,9.0,100.0,50.4,24.1,7.5,33.9,59.4,91.8,91.0,8.2,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,141,99,75,51,54,221,203,315,141,99,75,51,54,221,203,0,0,0,0,0,0,0,0,23.9,28.0,33.0,40.2,19.6,24.0,26.7,33.7,23.9,28.0,33.0,40.2,19.6,24.0,26.7,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102705,GOLD - COMMODITY EXCHANGE INC.,141028,2014-10-28,088691,CMX,1,88,414410,195885,95146,39781,146345,245209,382011,380136,32399,34274,414410,195885,95146,39781,146345,245209,382011,380136,32399,34274,0,0,0,0,0,0,0,0,0,0,    3353,  -11244,   -3999,    9013,    6916,     882,    4685,    5896,   -1332,   -2543,100.0,47.3,23.0,9.6,35.3,59.2,92.2,91.7,7.8,8.3,100.0,47.3,23.0,9.6,35.3,59.2,92.2,91.7,7.8,8.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,130,93,73,53,54,214,198,305,130,93,73,53,54,214,198,0,0,0,0,0,0,0,0,24.2,28.7,34.4,41.1,20.0,24.5,27.0,33.6,24.2,28.7,34.4,41.1,20.0,24.5,27.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102704,GOLD - COMMODITY EXCHANGE INC.,141104,2014-11-04,088691,CMX,1,88,417377,176899,113674,44595,161667,216974,383161,375243,34216,42134,417377,176899,113674,44595,161667,216974,383161,375243,34216,42134,0,0,0,0,0,0,0,0,0,0,    2967,  -18986,   18528,    4814,   15322,  -28235,    1150,   -4893,    1817,    7860,100.0,42.4,27.2,10.7,38.7,52.0,91.8,89.9,8.2,10.1,100.0,42.4,27.2,10.7,38.7,52.0,91.8,89.9,8.2,10.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,123,123,80,52,56,211,232,325,123,123,80,52,56,211,232,0,0,0,0,0,0,0,0,26.0,26.5,35.7,36.9,22.0,23.2,29.8,30.7,26.0,26.5,35.7,36.9,22.0,23.2,29.8,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102703,GOLD - COMMODITY EXCHANGE INC.,141111,2014-11-11,088691,CMX,1,88,443422,177268,121225,46591,184326,234350,408185,402166,35237,41256,443422,177268,121225,46591,184326,234350,408185,402166,35237,41256,0,0,0,0,0,0,0,0,0,0,   26045,     369,    7551,    1996,   22659,   17376,   25024,   26923,    1021,    -878,100.0,40.0,27.3,10.5,41.6,52.9,92.1,90.7,7.9,9.3,100.0,40.0,27.3,10.5,41.6,52.9,92.1,90.7,7.9,9.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,120,116,92,50,59,215,237,324,120,116,92,50,59,215,237,0,0,0,0,0,0,0,0,25.5,24.4,34.7,35.6,20.9,21.7,28.6,29.2,25.5,24.4,34.7,35.6,20.9,21.7,28.6,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102702,GOLD - COMMODITY EXCHANGE INC.,141118,2014-11-18,088691,CMX,1,88,459657,187955,106533,44726,193668,264665,426349,415924,33308,43733,459657,187955,106533,44726,193668,264665,426349,415924,33308,43733,0,0,0,0,0,0,0,0,0,0,   16235,   10687,  -14692,   -1865,    9342,   30315,   18164,   13758,   -1929,    2477,100.0,40.9,23.2,9.7,42.1,57.6,92.8,90.5,7.2,9.5,100.0,40.9,23.2,9.7,42.1,57.6,92.8,90.5,7.2,9.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,133,102,101,52,57,236,225,320,133,102,101,52,57,236,225,0,0,0,0,0,0,0,0,23.9,25.3,33.9,37.2,19.4,21.9,26.9,29.9,23.9,25.3,33.9,37.2,19.4,21.9,26.9,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102701,GOLD - COMMODITY EXCHANGE INC.,141125,2014-11-25,088691,CMX,1,88,388145,167394,91187,31561,156334,224819,355289,347567,32856,40578,388145,167394,91187,31561,156334,224819,355289,347567,32856,40578,0,0,0,0,0,0,0,0,0,0,  -71512,  -20561,  -15346,  -13165,  -37334,  -39846,  -71060,  -68357,    -452,   -3155,100.0,43.1,23.5,8.1,40.3,57.9,91.5,89.5,8.5,10.5,100.0,43.1,23.5,8.1,40.3,57.9,91.5,89.5,8.5,10.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,110,90,78,51,58,204,193,280,110,90,78,51,58,204,193,0,0,0,0,0,0,0,0,24.6,27.1,34.8,40.7,21.9,24.9,31.0,34.7,24.6,27.1,34.8,40.7,21.9,24.9,31.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102700,GOLD - COMMODITY EXCHANGE INC.,141202,2014-12-02,088691,CMX,1,88,368121,170635,81305,27571,135777,225185,333983,334061,34138,34060,368121,170635,81305,27571,135777,225185,333983,334061,34138,34060,0,0,0,0,0,0,0,0,0,0,  -20024,    3241,   -9882,   -3990,  -20557,     366,  -21306,  -13506,    1282,   -6518,100.0,46.4,22.1,7.5,36.9,61.2,90.7,90.7,9.3,9.3,100.0,46.4,22.1,7.5,36.9,61.2,90.7,90.7,9.3,9.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,113,90,74,47,54,197,190,283,113,90,74,47,54,197,190,0,0,0,0,0,0,0,0,26.3,26.6,36.2,40.0,22.5,24.6,30.3,33.4,26.3,26.6,36.2,40.0,22.5,24.6,30.3,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102699,GOLD - COMMODITY EXCHANGE INC.,141209,2014-12-09,088691,CMX,1,88,375323,186861,71999,25322,125091,241692,337274,339013,38049,36310,375323,186861,71999,25322,125091,241692,337274,339013,38049,36310,0,0,0,0,0,0,0,0,0,0,    7202,   16226,   -9306,   -2249,  -10686,   16507,    3291,    4952,    3911,    2250,100.0,49.8,19.2,6.7,33.3,64.4,89.9,90.3,10.1,9.7,100.0,49.8,19.2,6.7,33.3,64.4,89.9,90.3,10.1,9.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,117,94,69,49,57,202,191,292,117,94,69,49,57,202,191,0,0,0,0,0,0,0,0,23.4,25.4,33.8,40.0,21.5,21.9,28.9,32.4,23.4,25.4,33.8,40.0,21.5,21.9,28.9,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102698,GOLD - COMMODITY EXCHANGE INC.,141216,2014-12-16,088691,CMX,1,88,371743,182147,63739,23796,132868,247959,338811,335494,32932,36249,371743,182147,63739,23796,132868,247959,338811,335494,32932,36249,0,0,0,0,0,0,0,0,0,0,   -3580,   -4714,   -8260,   -1526,    7777,    6267,    1537,   -3519,   -5117,     -61,100.0,49.0,17.1,6.4,35.7,66.7,91.1,90.2,8.9,9.8,100.0,49.0,17.1,6.4,35.7,66.7,91.1,90.2,8.9,9.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,113,85,70,50,59,196,190,282,113,85,70,50,59,196,190,0,0,0,0,0,0,0,0,24.3,27.3,35.7,41.5,21.9,22.4,29.3,32.5,24.3,27.3,35.7,41.5,21.9,22.4,29.3,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102697,GOLD - COMMODITY EXCHANGE INC.,141223,2014-12-23,088691,CMX,1,88,375212,180980,70070,28208,134796,240021,343984,338299,31228,36913,375212,180980,70070,28208,134796,240021,343984,338299,31228,36913,0,0,0,0,0,0,0,0,0,0,    3469,   -1167,    6331,    4412,    1928,   -7938,    5173,    2805,   -1704,     664,100.0,48.2,18.7,7.5,35.9,64.0,91.7,90.2,8.3,9.8,100.0,48.2,18.7,7.5,35.9,64.0,91.7,90.2,8.3,9.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,113,89,71,52,57,202,189,288,113,89,71,52,57,202,189,0,0,0,0,0,0,0,0,24.1,26.8,35.1,41.5,23.6,22.9,31.3,33.7,24.1,26.8,35.1,41.5,23.6,22.9,31.3,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102696,GOLD - COMMODITY EXCHANGE INC.,141230,2014-12-30,088691,CMX,1,88,373982,182897,67060,30659,125818,238952,339374,336671,34608,37311,373982,182897,67060,30659,125818,238952,339374,336671,34608,37311,0,0,0,0,0,0,0,0,0,0,   -1230,    1917,   -3010,    2451,   -8978,   -1069,   -4610,   -1628,    3380,     398,100.0,48.9,17.9,8.2,33.6,63.9,90.7,90.0,9.3,10.0,100.0,48.9,17.9,8.2,33.6,63.9,90.7,90.0,9.3,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,117,79,66,46,58,192,183,278,117,79,66,46,58,192,183,0,0,0,0,0,0,0,0,23.7,26.1,34.1,40.6,23.2,21.9,30.9,33.5,23.7,26.1,34.1,40.6,23.2,21.9,30.9,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102695,GOLD - COMMODITY EXCHANGE INC.,150106,2015-01-06,088691,CMX,1,88,394021,187705,65527,40899,130427,253099,359031,359525,34990,34496,394021,187705,65527,40899,130427,253099,359031,359525,34990,34496,0,0,0,0,0,0,0,0,0,0,   20039,    4808,   -1533,   10240,    4609,   14147,   19657,   22854,     382,   -2815,100.0,47.6,16.6,10.4,33.1,64.2,91.1,91.2,8.9,8.8,100.0,47.6,16.6,10.4,33.1,64.2,91.1,91.2,8.9,8.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,126,82,71,47,59,204,190,291,126,82,71,47,59,204,190,0,0,0,0,0,0,0,0,22.6,25.8,33.2,39.2,22.1,20.8,29.1,32.5,22.6,25.8,33.2,39.2,22.1,20.8,29.1,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102694,GOLD - COMMODITY EXCHANGE INC.,150113,2015-01-13,088691,CMX,1,88,402108,192959,62733,40729,129436,267112,363124,370574,38984,31534,402108,192959,62733,40729,129436,267112,363124,370574,38984,31534,0,0,0,0,0,0,0,0,0,0,    8087,    5254,   -2794,    -170,    -991,   14013,    4093,   11049,    3994,   -2962,100.0,48.0,15.6,10.1,32.2,66.4,90.3,92.2,9.7,7.8,100.0,48.0,15.6,10.1,32.2,66.4,90.3,92.2,9.7,7.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,130,76,73,51,61,214,185,291,130,76,73,51,61,214,185,0,0,0,0,0,0,0,0,21.3,26.4,30.9,39.8,21.0,21.5,27.8,33.3,21.3,26.4,30.9,39.8,21.0,21.5,27.8,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102693,GOLD - COMMODITY EXCHANGE INC.,150120,2015-01-20,088691,CMX,1,88,430128,223257,60802,42480,120946,298756,386683,402038,43445,28090,430128,223257,60802,42480,120946,298756,386683,402038,43445,28090,0,0,0,0,0,0,0,0,0,0,   28020,   30298,   -1931,    1751,   -8490,   31644,   23559,   31464,    4461,   -3444,100.0,51.9,14.1,9.9,28.1,69.5,89.9,93.5,10.1,6.5,100.0,51.9,14.1,9.9,28.1,69.5,89.9,93.5,10.1,6.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,161,83,82,53,63,254,194,331,161,83,82,53,63,254,194,0,0,0,0,0,0,0,0,20.0,26.9,28.9,41.2,19.3,23.9,26.7,36.1,20.0,26.9,28.9,41.2,19.3,23.9,26.7,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102692,GOLD - COMMODITY EXCHANGE INC.,150127,2015-01-27,088691,CMX,1,88,438279,238407,49482,38815,117326,323486,394548,411783,43731,26496,438279,238407,49482,38815,117326,323486,394548,411783,43731,26496,0,0,0,0,0,0,0,0,0,0,    8151,   15150,  -11320,   -3665,   -3620,   24730,    7865,    9745,     286,   -1594,100.0,54.4,11.3,8.9,26.8,73.8,90.0,94.0,10.0,6.0,100.0,54.4,11.3,8.9,26.8,73.8,90.0,94.0,10.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,170,68,75,49,66,247,184,320,170,68,75,49,66,247,184,0,0,0,0,0,0,0,0,19.2,28.6,28.1,44.9,18.0,26.5,25.2,40.1,19.2,28.6,28.1,44.9,18.0,26.5,25.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102691,GOLD - COMMODITY EXCHANGE INC.,150203,2015-02-03,088691,CMX,1,88,419524,229006,43991,28674,117174,320447,374854,393112,44670,26412,419524,229006,43991,28674,117174,320447,374854,393112,44670,26412,0,0,0,0,0,0,0,0,0,0,  -18755,   -9401,   -5491,  -10141,    -152,   -3039,  -19694,  -18671,     939,     -84,100.0,54.6,10.5,6.8,27.9,76.4,89.4,93.7,10.6,6.3,100.0,54.6,10.5,6.8,27.9,76.4,89.4,93.7,10.6,6.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,166,61,70,49,55,244,162,308,166,61,70,49,55,244,162,0,0,0,0,0,0,0,0,21.2,32.8,30.0,48.6,19.7,30.4,26.4,44.0,21.2,32.8,30.0,48.6,19.7,30.4,26.4,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
102690,GOLD - COMMODITY EXCHANGE INC.,150210,2015-02-10,088691,CMX,1,88,393232,199036,43762,31396,120702,291293,351134,366451,42098,26781,393232,199036,43762,31396,120702,291293,351134,366451,42098,26781,0,0,0,0,0,0,0,0,0,0,  -26292,  -29970,    -229,    2722,    3528,  -29154,  -23720,  -26661,   -2572,     369,100.0,50.6,11.1,8.0,30.7,74.1,89.3,93.2,10.7,6.8,100.0,50.6,11.1,8.0,30.7,74.1,89.3,93.2,10.7,6.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,150,70,75,47,53,229,168,294,150,70,75,47,53,229,168,0,0,0,0,0,0,0,0,22.0,33.4,31.6,49.5,20.1,31.1,26.8,44.3,22.0,33.4,31.6,49.5,20.1,31.1,26.8,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX,88
