,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
106581,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-10-30,72401,32274,21484,    2772,    5663,   -2617
106582,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-10-23,69629,26611,24101,   -6891,      61,  -10638
106583,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-10-16,76520,26550,34739,    6323,   -1635,    2463
106584,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-10-09,70197,28185,32276,   -5420,   -3411,   -2398
106585,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-10-02,75617,31596,34674,    5035,   -1362,    8008
106586,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-09-25,70582,32958,26666,    4460,    4311,    3508
106587,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-09-18,66122,28647,23158,  -69923,    2120,    -708
106588,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-09-11,136045,26527,23866,    4889,   14449,  -22687
106589,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-09-04,131156,12078,46553,   12286,   -5845,   10507
106590,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-08-28,118870,17923,36046,    7135,    3281,    4125
106591,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-08-21,111735,14642,31921,   -5529,  -11613,   -8324
106592,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-08-14,117264,26255,40245,   -4559,   -8146,    3540
106593,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-08-07,121823,34401,36705,    4985,    6092,   -6237
106594,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-31,116838,28309,42942,    1455,    6400,  -21844
106595,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-24,115383,21909,64786,    4805,   -2280,    5043
106596,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-17,110578,24189,59743,    7586,    3850,    1332
106597,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-10,102992,20339,58411,    7962,    5463,    9960
106598,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-07-03,95030,14876,48451,   -6915,    6573,  -18683
106599,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-06-26,101945,8303,67134,   -8611,    1621,  -18879
106600,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-06-19,110556,6682,86013,  -44584,   -3659,   -3509
106601,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-06-12,155140,10341,89522,   55593,   -1195,   19734
106602,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-06-05,99547,11536,69788,    2030,    1892,     936
106603,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-29,97517,9644,68852,   -2786,     272,   -6389
106604,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-22,100303,9372,75241,   18975,   -7721,   23403
106605,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-15,81328,17093,51838,    -408,    2233,    2626
106606,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-08,81736,14860,49212,    1747,   -1809,    1373
106607,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-05-01,79989,16669,47839,    2033,   -6560,    7759
106608,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-04-24,77956,23229,40080,   10391,    5322,    -199
106609,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-04-17,67565,17907,40279,    8847,    4454,    3620
106610,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-04-10,58718,13453,36659,    1052,    3159,    -900
106611,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-04-03,57666,10294,37559,    4946,   -8303,    7403
106612,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-03-27,52720,18597,30156,    -582,    2577,    -866
106613,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-03-20,53302,16020,31022,  -34888,    1008,   -8881
106614,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-03-13,88190,15012,39903,    4870,   -1847,    1177
106615,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-03-06,83320,16859,38726,  -20058,    1036,  -21782
106616,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-02-27,103378,15823,60508,    3104,   10298,    -570
106617,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-02-20,100274,5525,61078,   -7714,   -1168,   -9021
106618,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-02-13,107988,6693,70099,   14452,   -2700,   17781
106619,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-02-06,93536,9393,52318,   -6106,    3574,  -13081
106620,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-30,99642,5819,65399,   16577,     529,   16028
106621,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-23,83065,5290,49371,    -738,   -1186,     647
106622,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-16,83803,6476,48724,    2878,   -1222,     655
106623,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-09,80925,7698,48069,   16193,   -3582,   13991
106624,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2007-01-03,64732,11280,34078,    7682,   -6334,    4179
106625,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-12-26,57050,17614,29899,    2398,    -701,     746
106626,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-12-19,54652,18315,29153,  -38188,   -6666,   -5600
106627,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-12-12,92840,24981,34753,   11932,    -854,    2450
106628,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-12-05,80908,25835,32303,    2202,    3874,   -3561
106629,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-11-28,78706,21961,35864,   -5614,   11328,  -13566
106630,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-11-21,84320,10633,49430,   -3615,     750,   -2998
106631,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-11-14,87935,9883,52428,  -15249,   -4443,  -17599
106632,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-11-07,103184,14326,70027,   13216,    3096,   11728
106633,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-31,89968,11230,58299,  -17848,    1899,  -21255
106634,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-24,107816,9331,79554,    2770,   -1173,    1842
106635,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-17,105046,10504,77712,    9067,    1634,    8422
106636,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-10,95979,8870,69290,   23292,   -1889,   28404
106637,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-03,72687,10759,40886,    2710,     262,    1369
106638,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-26,69977,10497,39517,   -7017,     386,  -14628
106639,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-19,76994,10111,54145,  -21018,   -1902,    8891
106640,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-12,98012,12013,45254,   27959,     792,   14887
106641,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-05,70053,11221,30367,    1266,   -1397,    5114
106642,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-29,68787,12618,25253,     303,   -4229,   -2059
106643,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-22,68484,16847,27312,    2463,    3765,   -1017
106644,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-15,66021,13082,28329,   -6622,   -8402,   -8008
106645,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-08,72643,21484,36337,    7538,    3997,    9456
106646,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-01,65105,17487,26881,   -8455,     876,  -10690
106647,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-07-25,73560,16611,37571,    3948,   -1505,    4038
106648,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-07-18,69612,18116,33533,    6841,   -2004,    6154
106649,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-07-11,62771,20120,27379,    3962,   -1207,    1738
106650,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-07-03,58809,21327,25641,   -4747,    6818,   -4757
106651,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-06-27,63556,14509,30398,    5939,   -5788,    4629
106652,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-06-20,57617,20297,25769,  -65309,    -879,    1711
106653,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-06-13,122926,21176,24058,   15300,   -5463,    6739
106654,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-06-06,107626,26639,17319,    6774,   -3625,   -2414
106655,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-30,100852,30264,19733,    -882,     126,   -2023
106656,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-23,101734,30138,21756,     998,    6203,   -3760
106657,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-16,100736,23935,25516,    5880,    5629,   -3803
106658,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-09,94856,18306,29319,    4900,     788,    -828
106659,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-05-02,89956,17518,30147,    5881,    5405,   -6395
106660,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-25,84075,12113,36542,    3150,    1369,    3630
106661,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-18,80925,10744,32912,    2320,    4274,   -2209
106662,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-11,78605,6470,35121,    -415,    -942,  -10419
106663,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-04-04,79020,7412,45540,   -5675,    1592,   -5615
106664,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-28,84695,5820,51155,    1388,    2358,     828
106665,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-21,83307,3462,50327,  -10406,   -3967,   -5480
106666,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-14,93713,7429,55807,  -34066,   -8546,   -6391
106667,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-03-07,127779,15975,62198,   -6639,    -334,  -22373
106668,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-02-28,134418,16309,84571,   22010,   -7480,   23807
106669,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-02-21,112408,23789,60764,    4065,    2177,    7964
106670,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-02-14,108343,21612,52800,   16211,   -2012,   14486
106671,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-02-07,92132,23624,38314,    8010,   -2598,   13075
106672,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-31,84122,26222,25239,   -1754,    1894,    5274
106673,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-24,85876,24328,19965,    5396,    2972,      69
106674,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-17,80480,21356,19896,    1451,   -2782,   -4482
106675,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-10,79029,24138,24378,    1661,    9136,   -7135
106676,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-01-03,77368,15002,31513,   -9183,    5970,  -15845
106677,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-12-27,86551,9032,47358,   10647,    3785,    8044
106678,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-12-20,75904,5247,39314,  -38005,   -8690,  -14484
106679,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-12-13,113909,13937,53798,    8496,   -2613,  -12111
106680,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-12-06,105413,16550,65909,    6050,    2355,    3298
106681,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-29,99363,14195,62611,   -1518,    -996,    -787
106682,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-22,100881,15191,63398,    2435,      59,    3232
106683,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-15,98446,15132,60166,   13693,    1302,   11666
106684,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-08,84753,13830,48500,   15179,     193,   13084
106685,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-11-01,69574,13637,35416,    2810,     823,    1759
106686,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-10-25,66764,12814,33657,  -13558,   -1144,  -11283
106687,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-10-18,80322,13958,44940,    7945,     386,    6081
106688,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-10-11,72377,13572,38859,  -15402,    3599,  -18240
106689,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-10-04,87779,9973,57099,   11022,    3835,    7230
106690,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-09-27,76757,6138,49869,   19559,    3650,   16471
106691,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-09-20,57198,2488,33398,   -3647,   -1687,   14257
106692,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-09-13,60845,4175,19141,    -627,  -10769,    3412
106693,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-09-06,61472,14944,15729,   -6249,   10936,  -20155
106694,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-30,67721,4008,35884,    -274,     843,   -4825
106695,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-23,67995,3165,40709,    1105,   -3320,    6602
106696,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-16,66890,6485,34107,   -4387,     440,   -4149
106697,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-09,71277,6045,38256,     -50,    1412,    2297
106698,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-08-02,71327,4633,35959,   -2441,      29,   -5074
106699,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-07-26,73768,4604,41033,    1352,   -1415,   -1478
106700,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-07-19,72416,6019,42511,    2891,    3028,    1572
106701,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-07-12,69525,2991,40939,   -4265,    1297,   -6295
106702,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-07-05,73790,1694,47234,     671,     -70,    1049
106703,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-06-28,73119,1764,46185,    1590,     185,    2219
106704,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-06-21,71529,1579,43966,   -2005,   -1326,   -2520
106705,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-06-14,73534,2905,46486,  -16486,     962,    -769
106706,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-06-07,90020,1943,47255,   20983,    1093,    7006
106707,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-31,69037,850,40249,    -836,    -912,     816
106708,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-24,69873,1762,39433,    8915,    -180,    9113
106709,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-17,60958,1942,30320,   16981,    -272,   10682
106710,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-10,43977,2214,19638,    5393,   -2675,    3419
106711,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-05-03,38584,4889,16219,    4188,    1385,    4090
106712,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-04-26,34396,3504,12129,   -1426,     -81,   -3177
106713,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-04-19,35822,3585,15306,   -9870,    1908,   -9135
106714,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-04-12,45692,1677,24441,   -1772,       0,    3985
106715,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-04-05,47464,1677,20456,    5208,    -491,    4246
106716,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-29,42256,2168,16210,    3978,   -3074,    -388
106717,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-22,38278,5242,16598,   -3526,   -5413,    6103
106718,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-15,41804,10655,10495,  -25708,    3181,      -6
106719,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-08,67512,7474,10501,    5556,     161,    1285
106720,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-03-01,61956,7313,9216,    7519,    2523,     976
106721,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-02-22,54437,4790,8240,    1585,     953,   -6866
106722,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-02-15,52852,3837,15106,   -4009,     466,   -5439
106723,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-02-08,56861,3371,20545,    5002,   -2951,    6823
106724,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-02-01,51859,6322,13722,     790,   -1721,     498
106725,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-01-25,51069,8043,13224,   -1082,   -3174,     907
106726,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-01-18,52151,11217,12317,   -1483,    -666,     494
106727,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-01-11,53634,11883,11823,    2646,   -7505,    3930
106728,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2005-01-04,50988,19388,7893,   -9294,  -14340,    -846
106729,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-12-28,60282,33728,8739,    3448,    3623,   -9814
106730,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-12-21,56834,30105,18553,     163,   -4214,    1794
106731,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-12-14,56671,34319,16759,  -43598,   -6074,   12414
106732,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-12-07,100269,40393,4345,   25234,   -2368,     522
106733,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-30,75035,42761,3823,   -2348,   -1630,   -1782
106734,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-23,77383,44391,5605,    1620,   -2268,     -49
106735,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-16,75763,46659,5654,   -1405,     401,    -237
106736,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-09,77168,46258,5891,    9070,    6334,   -2241
106737,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-11-02,68098,39924,8132,    4503,    4521,      60
106738,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-10-26,63595,35403,8072,   13901,   13115,   -2418
106739,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-10-19,49694,22288,10490,   14262,   14121,   -2315
106740,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-10-12,35432,8167,12805,    4340,    3075,    2953
106741,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-10-05,31092,5092,9852,    1318,       0,    -786
106742,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-09-28,29774,5092,10638,.,.,.
106743,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-09-07,41687,3488,11148,      30,    -219,    -742
106744,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-31,41657,3707,11890,    1220,    -445,    1202
106745,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-24,40437,4152,10688,    -430,   -2700,    1334
106746,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-17,40867,6852,9354,    4518,    2432,   -1495
106747,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-10,36349,4420,10849,   -5983,    1280,   -5118
106748,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-08-03,42332,3140,15967,    2221,   -5187,    6814
106749,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-07-27,40111,8327,9153,  -15667,  -15654,    6335
106750,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-07-20,55778,23981,2818,   -4313,   -5212,     466
106751,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-07-13,60091,29193,2352,    6530,    4047,    -618
106752,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-07-06,53561,25146,2970,   14445,    8914,    -913
106753,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-29,39116,16232,3883,   -3662,   -2267,    2822
106754,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-22,42778,18499,1061,    -610,   -2600,   -3293
106755,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-15,43388,21099,4354,  -26590,   -1571,   -2054
106756,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-08,69978,22670,6408,   24008,   10562,    -378
106757,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-06-01,45970,12108,6786,    9441,    7741,   -1121
106758,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-05-25,36529,4367,7907,    1661,    -266,     676
106759,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-05-18,34868,4633,7231,   -3599,    3389,    -908
106760,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-05-11,38467,1244,8139,    1566,    -473,    -667
106761,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-05-04,36901,1717,8806,    -988,     343,   -3660
106762,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-04-27,37889,1374,12466,   -1047,   -2383,     406
106763,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-04-20,38936,3757,12060,    2798,    -108,    2254
106764,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-04-12,36138,3865,9806,   -8193,    -504,   -7391
106765,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-04-06,44331,4369,17197,    9630,     475,    8683
106766,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-30,34701,3894,8514,    2084,    -236,    1522
106767,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-23,32617,4130,6992,   -4364,     779,   -5682
106768,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-16,36981,3351,12674,  -15197,    -273,   -5723
106769,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-09,52178,3624,18397,    4383,   -1894,    2099
106770,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-03-02,47795,5518,16298,    6274,   -7090,    9064
106771,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-02-24,41521,12608,7234,   -4481,   -6950,    -845
106772,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-02-17,46002,19558,8079,    2162,     584,     108
106773,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-02-10,43840,18974,7971,    2941,    3740,    2180
106774,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-02-03,40899,15234,5791,    -937,   -3154,     382
106775,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-01-27,41836,18388,5409,      81,    4530,     583
106776,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-01-20,41755,13858,4826,   -6833,   -5968,     273
106777,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-01-13,48588,19826,4553,   -1643,   -1372,    -440
106778,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2004-01-06,50231,21198,4993,    1616,    -439,     139
106779,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-30,48615,21637,4854,    3973,    5350,     199
106780,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-22,44642,16287,4655,     807,    -930,     692
106781,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-16,43835,17217,3963,  -40383,     367,    -536
106782,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-09,84218,16850,4499,   12945,    3574,    -319
106783,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-12-02,71273,13276,4818,    4417,    2973,    -604
106784,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-11-25,66856,10303,5422,    1462,   -1576,   -3506
106785,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-11-18,65394,11879,8928,    3962,    9527,   -9146
106786,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-11-11,61432,2352,18074,    5705,   -5723,    7705
106787,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-11-04,55727,8075,10369,   -2645,  -12328,    3065
106788,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-10-28,58372,20403,7304,    1896,     358,   -1348
106789,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-10-21,56476,20045,8652,    1901,   -1582,    1923
106790,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-10-14,54575,21627,6729,    6992,    7391,    -441
106791,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-10-07,47583,14236,7170,    4384,    3772,   -1707
106792,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-30,43199,10464,8877,    4102,    6581,   -4509
106793,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-23,39097,3883,13386,   -4756,    3283,   -7148
106794,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-16,43853,600,20534,  -26066,   -1534,    2296
106795,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-09,69919,2134,18238,    7580,     -45,   -4030
106796,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-09-02,62339,2179,22268,    2697,    -490,     223
106797,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-08-26,59642,2669,22045,    3839,     637,     216
106798,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-08-19,55803,2032,21829,   12631,     476,   10271
106799,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-08-12,43172,1556,11558,    -134,     474,    2020
106800,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-08-05,43306,1082,9538,    -701,    -902,    -586
106801,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-29,44007,1984,10124,    1087,     129,    -756
106802,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-22,42920,1855,10880,    1637,   -1339,   -1166
106803,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-15,41283,3194,12046,    2661,      54,    2807
106804,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-08,38622,3140,9239,     209,   -3769,    2709
106805,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2003-07-01,38413,6909,6530,     -98,   -5284,    2832
