,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
1122,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-08-01,31895,1458,5087,    1207,   -1204,    1467
1123,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-07-25,30688,2662,3620,   -3015,    2256,   -2583
1124,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-07-18,33703,406,6203,    5857,    -720,    1523
1125,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-07-11,27846,1126,4680,    -397,   -1367,    -252
1126,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-07-05,28243,2493,4932,    1661,    2493,     270
1127,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-06-27,26582,0,4662,     637,       0,       2
1128,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-06-20,25945,0,4660,  -26333,    -770,   -4213
1129,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-06-13,52278,770,8873,    1962,       0,      84
1130,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-06-06,50316,770,8789,   -2520,    -479,   -5434
1131,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-05-30,52836,1249,14223,    -744,     679,   -2736
1132,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-05-23,53580,570,16959,    3729,       0,    3265
1133,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-05-16,49851,570,13694,   -1544,    -512,   -5331
1134,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-05-09,51395,1082,19025,   -1322,    -820,    -925
1135,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-05-02,52717,1902,19950,    9904,     636,    8015
1136,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-04-25,42813,1266,11935,     762,    -471,    1499
1137,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-04-18,42051,1737,10436,    3380,    -208,    2729
1138,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-04-11,38671,1945,7707,   -2048,   -4177,     465
1139,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-04-04,40719,6122,7242,    2876,    2718,   -1836
1140,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-03-28,37843,3404,9078,   -5549,    2779,   -8679
1141,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-03-21,43392,625,17757,    -285,      -2,    -660
1142,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-03-14,43677,627,18417,  -18372,   -1370,    4063
1143,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-03-07,62049,1997,14354,   11025,     437,   -2016
1144,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-02-29,51024,1560,16370,    3586,     106,    4475
1145,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-02-22,47438,1454,11895,    -353,     102,   -3595
1146,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-02-15,47791,1352,15490,    -256,    -215,   -1987
1147,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-02-08,48047,1567,17477,   14098,    -351,   15358
1148,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-02-01,33949,1918,2119,  -13308,  -18576,    1717
1149,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-01-25,47257,20494,402,   11016,    5109,      15
1150,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-01-18,36241,15385,387,    -697,     424,    -466
1151,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-01-11,36938,14961,853,    9868,    9194,    -871
1152,POUND STERLING - INTERNATIONAL MONETARY MARKET,2000-01-04,27070,5767,1724,    8284,    5140,   -3505
1153,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-12-28,18786,627,5229,     319,     213,     814
1154,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-12-21,18467,414,4415,    -523,    -500,     437
1155,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-12-14,18990,914,3978,  -35468,   -5774,   -6275
1156,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-12-07,54458,6688,10253,    7910,   -4141,   -1693
1157,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-11-30,46548,10829,11946,    -665,   -4822,    4783
1158,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-11-23,47213,15651,7163,     499,     496,    -784
1159,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-11-16,46714,15155,7947,   -1282,   -1988,     457
1160,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-11-09,47996,17143,7490,  -11178,  -15431,    6072
1161,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-11-02,59174,32574,1418,   -2473,   -3370,    -482
1162,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-10-26,61647,35944,1900,  -12712,  -12070,   -2335
1163,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-10-19,74359,48014,4235,   11253,    8671,     477
1164,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-10-12,63106,39343,3758,     914,    -553,     213
1165,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-10-05,62192,39896,3545,    7893,    7317,    -752
1166,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-09-28,54299,32579,4297,   19518,   18749,    -517
1167,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-09-21,34781,13830,4814,     315,    -891,     424
1168,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-09-14,34466,14721,4390,  -18796,    4703,   -1685
1169,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-09-07,53262,10018,6075,   -1617,   -4815,    2024
1170,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-08-31,54879,14833,4051,    -398,    2455,   -1016
1171,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-08-24,55277,12378,5067,    2456,   -1414,     713
1172,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-08-17,52821,13792,4354,   -2494,   -1054,   -2207
1173,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-08-10,55315,14846,6561,     289,    4721,     -20
1174,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-08-03,55026,10125,6581,   -2236,    7201,  -23081
1175,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-07-27,57262,2924,29662,   -9995,    -263,   -5220
1176,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-07-20,67257,3187,34882,   -6082,    -283,   -8885
1177,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-07-13,73339,3470,43767,    3650,     759,    2151
1178,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-07-06,69689,2711,41616,    7562,    -443,    4040
1179,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-06-29,62127,3154,37576,   13541,     210,   12479
1180,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-06-22,48586,2944,25097,   -2590,   -4572,   -1429
1181,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-06-15,51176,7516,26526,  -15108,    1111,    1806
1182,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-06-08,66284,6405,24720,    3129,    2341,     154
1183,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-06-01,63155,4064,24566,    3059,    -213,    8540
1184,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-05-25,60096,4277,16026,    2912,  -13025,   12972
1185,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-05-18,57184,17302,3054,    1258,     360,     505
1186,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-05-11,55926,16942,2549,   -4824,   13087,  -17214
1187,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-05-04,60750,3855,19763,    -898,    2717,   -4870
1188,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-04-27,61648,1138,24633,   -5483,     454,   -8167
1189,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-04-20,67131,684,32800,    2147,    -200,    2784
1190,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-04-13,64984,884,30016,   -3565,    -998,     874
1191,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-04-06,68549,1882,29142,   14133,     935,   11174
1192,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-03-30,54416,947,17968,   -7434,  -10175,   -4350
1193,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-03-23,61850,11122,22318,    6732,    9943,    2006
1194,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-03-16,55118,1179,20312,  -28284,   -3670,  -12140
1195,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-03-09,83402,4849,32452,    9492,    1102,     939
1196,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-03-02,73910,3747,31513,    6247,       0,    3982
1197,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-02-23,67663,3747,27531,   11498,    -218,    9351
1198,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-02-16,56165,3965,18180,    1373,    -421,     138
1199,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-02-09,54792,4386,18042,   -1911,     -92,    -792
1200,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-02-02,56703,4478,18834,    6215,    -440,    6653
1201,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-01-26,50488,4918,12181,   -1660,    -782,    -784
1202,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-01-19,52148,5700,12965,   -5592,    1144,   -7752
1203,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-01-12,57740,4556,20717,   14534,   -6272,   14855
1204,POUND STERLING - INTERNATIONAL MONETARY MARKET,1999-01-05,43206,10828,5862,   -2869,   -4341,    3127
1205,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-12-29,46075,15169,2735,    1931,    2693,       0
1206,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-12-22,44144,12476,2735,   -3703,   -4035,    -804
1207,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-12-15,47847,16511,3539,  -16827,   11925,  -11739
1208,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-12-08,64674,4586,15278,    7085,    -149,     115
1209,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-12-01,57589,4735,15163,    2210,    -307,     559
1210,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-11-24,55379,5042,14604,    2618,    -360,    1719
1211,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-11-17,52761,5402,12885,    -123,    -635,    2183
1212,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-11-10,52884,6037,10702,    -622,    -275,   -1313
1213,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-11-03,53506,6312,12015,    3201,   -3290,    4521
1214,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-10-27,50305,9602,7494,   -2030,  -12446,    2007
1215,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-10-20,52335,22048,5487,    -323,   -1476,     -23
1216,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-10-13,52658,23524,5510,   -1518,    -641,    -746
1217,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-10-06,54176,24165,6256,   -4278,   -5027,    -145
1218,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-09-29,58454,29192,6401,    7013,    5437,     872
1219,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-09-22,51441,23755,5529,    1900,    1267,    -103
1220,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-09-15,49541,22488,5632,  -24911,   -3540,    1658
1221,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-09-08,74452,26028,3974,    2506,     452,     137
1222,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-09-01,71946,25576,3837,   24228,   24383,  -10708
1223,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-08-25,47718,1193,14545,  -15677,      67,  -13172
1224,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-08-18,63395,1126,27717,   21469,   -1010,   21315
1225,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-08-11,41926,2136,6402,    1297,    -619,    1019
1226,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-08-04,40629,2755,5383,    2757,   -3942,    3417
1227,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-07-28,37872,6697,1966,    1103,    4935,   -2307
1228,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-07-21,36769,1762,4273,    -372,   -1566,    -150
1229,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-07-14,37141,3328,4423,   -2371,   -3034,    2269
1230,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-07-07,39512,6362,2154,  -11066,  -13392,     199
1231,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-06-30,50578,19754,1955,    1704,     722,      55
1232,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-06-23,48874,19032,1900,    4781,   13223,  -15834
1233,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-06-16,44093,5809,17734,  -20037,    4641,    -311
1234,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-06-09,64130,1168,18045,   11963,     -62,   -1349
1235,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-06-02,52167,1230,19394,    -577,   -1073,     178
1236,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-05-26,52744,2303,19216,    -143,    1606,    -638
1237,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-05-19,52887,697,19854,    8212,    -285,    6797
1238,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-05-12,44675,982,13057,    7884,   -8091,   10115
1239,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-05-05,36791,9073,2942,    -766,   -3099,    1288
1240,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-04-28,37557,12172,1654,   -9960,   -6560,     719
1241,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-04-21,47517,18732,935,    3014,    4233,    -206
1242,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-04-14,44503,14499,1141,    5955,    1046,    -502
1243,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-04-07,38548,13453,1643,   -4618,   -1821,     -41
1244,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-03-31,43166,15274,1684,    3623,    1582,    1068
1245,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-03-24,39543,13692,616,    4354,    1938,    -259
1246,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-03-17,35189,11754,875,    2652,    9517,   -1611
1247,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-03-10,32537,2237,2486,   -1160,   -4255,    1303
1248,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-03-03,33697,6492,1183,      47,    1610,     -31
1249,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-02-24,33650,4882,1214,    3425,    1433,    -620
1250,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-02-17,30225,3449,1834,    -182,      37,     260
1251,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-02-10,30407,3412,1574,    -159,    -402,     447
1252,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-02-03,30566,3814,1127,    -649,    -591,      -2
1253,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-01-27,31215,4405,1129,   -4710,    1420,   -6096
1254,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-01-20,35925,2985,7225,    1035,     264,     -56
1255,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-01-13,34890,2721,7281,    2040,    -196,     744
1256,POUND STERLING - INTERNATIONAL MONETARY MARKET,1998-01-06,32850,2917,6537,    1100,    -894,    2345
1257,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-12-30,31750,3811,4192,     -89,    -274,   -1396
1258,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-12-23,31839,4085,5588,   -1969,    -699,    -852
1259,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-12-19,34186,4086,5620,     378,    -698,    -820
1260,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-12-16,33808,4784,6440,  -19142,   -2836,    4787
1261,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-12-09,52950,7620,1653,   -4719,  -18040,     336
1262,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-12-02,57669,25660,1317,   -1034,    -639,    -679
1263,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-11-25,58703,26299,1996,   -1298,   -3678,     460
1264,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-11-18,60001,29977,1536,    3852,    4036,     404
1265,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-11-11,56149,25941,1132,    6024,    4962,    -365
1266,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-11-04,50125,20979,1497,   -1889,    -313,     310
1267,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-10-28,52014,21292,1187,   16578,   17582,   -2634
1268,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-10-21,35436,3710,3821,    5716,    2070,   -3831
1269,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-10-14,29720,1640,7652,     -20,       0,     235
1270,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-10-07,29740,1640,7417,    1700,     641,    -889
1271,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-09-30,28040,999,8306,    -718,     374,   -2025
1272,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-09-23,28758,625,10331,   -2083,     222,   -1332
1273,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-09-16,30841,403,11663,  -31538,    -907,      32
1274,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-09-09,62379,1310,11631,   12686,     213,    -947
1275,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-09-02,49693,1097,12578,     704,     534,      60
1276,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-08-26,48989,563,12518,    -784,     -27,   -1411
1277,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-08-19,49773,590,13929,   -4229,   -1444,    -875
1278,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-08-12,54002,2034,14804,    4393,   -2843,    4759
1279,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-08-05,49609,4877,10045,    -583,   -2830,    1508
1280,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-07-29,50192,7707,8537,  -15433,  -20166,    6758
1281,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-07-22,65625,27873,1779,    1292,    -194,     668
1282,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-07-15,64333,28067,1111,     235,      31,     352
1283,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-07-08,64098,28036,759,    9807,    5235,     -56
1284,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-07-01,54291,22801,815,   -1250,   -2318,      -2
1285,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-06-24,55541,25119,817,   22885,   12248,     145
1286,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-06-17,32656,12871,672,  -18590,    1773,      -4
1287,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-06-10,51246,11098,676,    9421,   -1011,    -259
1288,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-06-03,41825,12109,935,      41,     191,     -16
1289,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-05-27,41784,11918,951,   -2632,      86,     230
1290,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-05-20,44416,11832,721,    6953,    3064,    -677
1291,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-05-13,37463,8768,1398,   -2582,    -249,     552
1292,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-05-06,40045,9017,846,    -732,   -4148,     -89
1293,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-04-29,40777,13165,935,    2051,    2663,     -33
1294,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-04-22,38726,10502,968,    2014,     587,    -434
1295,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-04-15,36712,9915,1402,     290,    -254,     220
1296,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-04-08,36422,10169,1182,    -419,     283,    -386
1297,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-04-01,36841,9886,1568,    3381,    9001,  -10240
1298,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-03-25,33460,885,11808,   -6170,     885,   -2181
1299,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-03-18,39630,0,13989,  -12318,    -152,    1470
1300,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-03-11,51948,152,12519,   13157,   -1603,    3077
1301,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-03-04,38791,1755,9442,    -174,    -235,    -661
1302,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-02-25,38965,1990,10103,      85,    1116,    -260
1303,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-02-18,38880,874,10363,    1657,    -618,     211
1304,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-02-11,37223,1492,10152,   -3169,     733,   -2323
1305,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-02-04,40392,759,12475,    3652,    -779,    3526
1306,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-01-28,36740,1538,8949,   -2885,   -9987,    7575
1307,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-01-21,39625,11525,1374,    -125,    -361,     216
1308,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-01-14,39750,11886,1158,   -4975,   -3522,     478
1309,POUND STERLING - INTERNATIONAL MONETARY MARKET,1997-01-07,44725,15408,680,    1734,   -2116,    -213
1310,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-12-31,42991,17524,893,   14090,   12680,   -2743
1311,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-12-24,28901,4844,3636,    2573,     138,     208
1312,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-12-17,26328,4706,3428,  -32138,     592,    -336
1313,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-12-10,58466,4114,3764,   -5707,   -7306,   -4137
1314,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-12-03,64173,11420,7901,    1901,   -9517,    7361
1315,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-11-26,62272,20937,540,   -1857,   -1614,    -261
1316,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-11-19,64129,22551,801,    3156,   -1443,    -402
1317,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-11-12,60973,23994,1203,    1079,    -271,    -152
1318,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-11-05,59894,24265,1355,    1869,   -1554,    -758
1319,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-10-29,58025,25819,2113,     485,     659,     284
1320,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-10-22,57540,25160,1829,     776,     298,    -354
1321,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-10-15,56764,24862,2183,   12195,    4606,   -2051
1322,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-10-08,44569,20256,4234,    3476,     539,    2503
1323,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-10-01,41093,19717,1731,    1744,    1311,      19
1324,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-09-24,39349,18406,1712,    -684,    -803,     350
1325,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-09-17,40033,19209,1362,  -29725,    -115,      65
1326,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-09-10,69758,19324,1297,    4460,    -911,      -4
1327,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-09-03,65298,20235,1301,   11940,   10196,      15
1328,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-08-27,53358,10039,1286,    4038,    2915,    -398
1329,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-08-20,49320,7124,1684,    1329,     986,     209
1330,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-08-13,47991,6138,1475,   -1105,   -2081,    -810
1331,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-08-06,49096,8219,2285,   -5263,   -6580,    1162
1332,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-07-30,54359,14799,1123,     597,      91,     -63
1333,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-07-23,53762,14708,1186,   -6439,   -5541,     578
1334,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-07-16,60201,20249,608,    1417,    -575,     -26
1335,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-07-09,58784,20824,634,   10605,    2115,   -1888
1336,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-07-02,48179,18709,2522,    6024,    2082,     425
1337,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-06-25,42155,16627,2097,    1292,    -185,     478
1338,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-06-18,40863,16812,1619,  -36851,   -7802,     -80
1339,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-06-11,77714,24614,1699,    2209,   -4218,   -1928
1340,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-06-04,75505,28832,3627,   23877,   20047,   -5114
1341,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-05-28,51628,8785,8741,    4355,     771,    -125
1342,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-05-21,47273,8014,8866,    1579,     439,     853
1343,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-05-14,45694,7575,8013,   -6697,     835,   -9233
1344,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-05-07,52391,6740,17246,   -8762,     130,    -477
1345,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-04-30,61153,6610,17723,    4236,    4041,    4623
1346,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-04-23,56917,2569,13100,   -9855,    -414,   -7582
1347,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-04-16,66772,2983,20682,   20063,    2426,   10911
1348,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-04-09,46709,557,9771,   -3262,    -913,    -540
1349,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-04-02,49971,1470,10311,    4091,     -15,    3674
1350,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-03-26,45880,1485,6637,   11491,    1185,     231
1351,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-03-19,34389,300,6406,  -27192,   -1010,   -4359
1352,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-03-12,61581,1310,10765,    8543,   -2929,    6018
1353,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-03-05,53038,4239,4747,    2327,   -1788,     892
1354,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-02-27,50711,6027,3855,   -2759,   -3253,     321
1355,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-02-20,53470,9280,3534,    3632,    3072,   -1389
1356,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-02-13,49838,6208,4923,    5677,    1852,   -1296
1357,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-02-06,44161,4356,6219,   -6827,    3611,  -15367
1358,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-01-30,50988,745,21586,    7125,     400,    4346
1359,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-01-23,43863,345,17240,   10150,   -6678,   15188
1360,POUND STERLING - INTERNATIONAL MONETARY MARKET,1996-01-16,33713,7023,2052,   -2965,   -1599,    1049
