Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions,Close,Change Price,signal,Interpretation
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-11-16,200,0,       0,       0,1876,229,200,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-11-09,200,0,     200,    -497,1647,195,200,697.0,,,1,Market is Strong (Bullish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-11-02,0,497,       0,     200,1452,-11,-497,-200.0,,,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-10-26,0,297,       0,     297,1463,126,-297,-297.0,,,2,Market is Weak (Bearish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-10-19,0,0,       0,       0,1337,316,0,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-09-07,0,0,       0,    -268,4083,94,0,268.0,,,1,Market is Strong (Bullish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-31,0,268,    -200,     268,3989,266,-268,-468.0,,,2,Market is Weak (Bearish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-24,200,0,       0,       0,3723,96,200,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-17,200,0,       0,       0,3627,1,200,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-10,200,0,     200,       0,3626,0,200,200.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-08-03,0,0,       0,    -353,3626,-135,0,353.0,,,4,Market is weakening (Bullish Reversal)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-07-27,0,353,       0,       0,3761,17,-353,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-07-20,0,353,       0,     353,3744,104,-353,-353.0,,,2,Market is Weak (Bearish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-07-13,0,0,       0,       0,3640,115,0,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-07-06,0,0,       0,       0,3525,-5,0,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-29,0,0,       0,       0,3530,19,0,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-22,0,0,       0,       0,3511,92,0,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-15,0,0,       0,       0,3419,-1922,0,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-08,0,0,       0,       0,5341,483,0,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-06-01,0,0,   -2605,       0,4858,-905,0,-2605.0,,,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-05-25,2605,0,   -2821,    -500,5763,-1226,2605,-2321.0,,,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-05-18,5426,500,    2956,     500,6989,3139,4926,2456.0,,,1,Market is Strong (Bullish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-05-11,2470,0,    2095,       0,3850,2181,2470,2095.0,,,1,Market is Strong (Bullish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-05-04,375,0,     132,       0,1669,121,375,132.0,,,1,Market is Strong (Bullish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-04-27,243,0,       0,       0,1548,-183,243,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-04-20,243,0,       0,       0,1731,559,243,243.0,,,1,Market is Strong (Bullish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-03-09,0,0,       0,       0,2459,864,0,-709.0,,,2,Market is Weak (Bearish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-02-23,709,0,       0,       0,2190,-214,709,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-02-16,709,0,    -455,       0,2404,-203,709,-455.0,,,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-02-09,1164,0,       0,       0,2607,242,1164,0.0,,,0,No signal
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-02-02,1164,0,      -1,       0,2365,41,1164,-1.0,,,2,Market is Weak (Bearish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-01-26,1165,0,      -2,       0,2324,-3,1165,-2.0,,,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-01-19,1167,0,    -637,       0,2327,-232,1167,-637.0,,,3,Market is Strengthening (Bearish Reversal)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-01-12,1804,0,     466,       0,2559,260,1804,466.0,,,1,Market is Strong (Bullish)
NEW ZEALAND DOLLARS - INTERNATIONAL MONETARY MARKET,1999-01-05,1338,0,    1338,       0,2299,1186,1338,,,,0,No signal
