,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1027,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-05-31,83830,3400,6786,-199,109821,8117,80430,6985.0
1028,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-05-24,77044,3599,-1373,743,101704,-3325,73445,-2116.0
1029,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-05-17,78417,2856,-1162,-1287,105029,-2047,75561,125.0
1030,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-05-10,79579,4143,-1175,-289,107076,-2023,75436,-886.0
1031,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-05-03,80754,4432,9495,-485,109099,10370,76322,9980.0
1032,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-04-26,71259,4917,6436,1028,98729,6270,66342,5408.0
1033,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-04-19,64823,3889,13162,140,92459,14589,60934,13022.0
1034,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-04-12,51661,3749,19014,-7068,77870,17407,47912,26082.0
1035,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-04-05,32647,10817,-45,1957,60463,-63,21830,-2002.0
1036,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-03-29,32692,8860,-4970,4209,60526,-5258,23832,-9179.0
1037,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-03-22,37662,4651,-11948,-364,65784,-6179,33011,-11584.0
1038,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-03-15,49610,5015,-23607,-3203,71963,-53449,44595,-20404.0
1039,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-03-08,73217,8218,2218,-468,125412,23026,64999,2686.0
1040,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-03-01,70999,8686,-257,448,102386,4741,62313,-705.0
1041,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-02-22,71256,8238,7061,207,97645,8550,63018,6854.0
1042,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-02-15,64195,8031,5680,1464,89095,6316,56164,4216.0
1043,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-02-08,58515,6567,4843,129,82779,3411,51948,4714.0
1044,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-02-01,53672,6438,10704,-1650,79368,10280,47234,12354.0
1045,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-01-25,42968,8088,-4934,2966,69088,-3330,34880,-7900.0
1046,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-01-18,47902,5122,9369,-1275,72418,3261,42780,10644.0
1047,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-01-11,38533,6397,-4248,-3473,69157,-5711,32136,-775.0
1048,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2005-01-04,42781,9870,-11339,3817,74868,-10737,32911,-15156.0
1049,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-12-28,54120,6053,-2976,-24,85605,-96,48067,-2952.0
1050,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-12-21,57096,6077,730,-179,85701,2658,51019,909.0
1051,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-12-14,56366,6256,-10844,-4963,83043,-31626,50110,-5881.0
1052,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-12-07,67210,11219,3754,478,114669,18230,55991,3276.0
1053,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-11-30,63456,10741,10699,968,96439,14897,52715,9731.0
1054,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-11-23,52757,9773,8506,1860,81542,10999,42984,6646.0
1055,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-11-16,44251,7913,5793,-2006,70543,5324,36338,7799.0
1056,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-11-09,38458,9919,8360,1285,65219,6026,28539,7075.0
1057,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-11-02,30098,8634,-906,261,59193,-1285,21464,-1167.0
1058,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-10-26,31004,8373,-11136,936,60478,-9362,22631,-12072.0
1059,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-10-19,42140,7437,-22610,-2382,69840,-20428,34703,-20228.0
1060,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-10-12,64750,9819,11048,1430,90268,11705,54931,9618.0
1061,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-10-05,53702,8389,22034,974,78563,21389,45313,21060.0
1062,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-09-28,31668,7415,13610,-311,57174,14377,24253,13921.0
1063,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-09-21,18058,7726,14270,-10853,42797,3921,10332,25123.0
1064,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-09-14,3788,18579,-15553,8559,38876,-24645,-14791,-24112.0
1065,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-09-07,19341,10020,-25938,3561,63521,-12996,9321,-29499.0
1066,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-08-31,45279,6459,-4472,-195,76517,-4994,38820,-4277.0
1067,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-08-24,49751,6654,5496,-2911,81511,3960,43097,8407.0
1068,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-08-17,44255,9565,12753,-5983,77551,15242,34690,18736.0
1069,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-08-10,31502,15548,13176,2102,62309,13036,15954,11074.0
1070,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-08-03,18326,13446,8780,-2371,49273,8865,4880,11151.0
1071,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-07-27,9546,15817,-2798,-4534,40408,-6058,-6271,1736.0
1072,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-07-20,12344,20351,7344,-6764,46466,-1288,-8007,14108.0
1073,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-07-13,5000,27115,1814,2799,47754,-2860,-22115,-985.0
1074,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-07-06,3186,24316,-3106,5272,50614,7959,-21130,-8378.0
1075,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-06-29,6292,19044,-9442,3512,42655,-6330,-12752,-12954.0
1076,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-06-22,15734,15532,10932,-12316,48985,698,202,23248.0
1077,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-06-15,4802,27848,-161,-889,48287,-19799,-23046,728.0
1078,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-06-08,4963,28737,1332,-13096,68086,277,-23774,14428.0
1079,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-06-01,3631,41833,-578,-4269,67809,-2642,-38202,3691.0
1080,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-05-25,4209,46102,-3037,-1647,70451,1219,-41893,-1390.0
1081,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-05-18,7246,47749,466,3098,69232,4456,-40503,-2632.0
1082,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-05-11,6780,44651,1676,10120,64776,10787,-37871,-8444.0
1083,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-05-04,5104,34531,1158,17291,53989,16126,-29427,-16133.0
1084,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-04-27,3946,17240,-948,-2991,37863,-1664,-13294,2043.0
1085,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-04-20,4894,20231,-4021,5047,39527,2110,-15337,-9068.0
1086,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-04-12,8915,15184,-101,4331,37417,2840,-6269,-4432.0
1087,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-04-06,9016,10853,-987,4550,34577,1275,-1837,-5537.0
1088,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-03-30,10003,6303,-10487,4214,33302,-4879,3700,-14701.0
1089,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-03-23,20490,2089,3184,-760,38181,2975,18401,3944.0
1090,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-03-16,17306,2849,-3941,1248,35206,-19226,14457,-5189.0
1091,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-03-09,21247,1601,1786,-683,54432,10141,19646,2469.0
1092,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-03-02,19461,2284,3034,-528,44291,2603,17177,3562.0
1093,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-02-24,16427,2812,-1428,-898,41688,2744,13615,-530.0
1094,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-02-17,17855,3710,5583,-229,38944,3983,14145,5812.0
1095,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-02-10,12272,3939,-6340,2277,34961,-3159,8333,-8617.0
1096,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-02-03,18612,1662,-5063,-402,38120,-4790,16950,-4661.0
1097,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-01-27,23675,2064,-7342,-155,42910,-4430,21611,-7187.0
1098,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-01-20,31017,2219,4301,167,47340,4225,28798,4134.0
1099,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-01-13,26716,2052,13670,-1540,43115,14407,24664,15210.0
1100,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2004-01-06,13046,3592,8594,-11329,28708,1078,9454,19923.0
1101,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-12-30,4452,14921,580,-6691,27630,-5118,-10469,7271.0
1102,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-12-22,3872,21612,1109,3343,32748,2575,-17740,-2234.0
1103,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-12-16,2763,18269,396,-1743,30173,-13494,-15506,2139.0
1104,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-12-09,2367,20012,-327,-1501,43667,541,-17645,1174.0
1105,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-12-02,2694,21513,326,2636,43126,-803,-18819,-2310.0
1106,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-11-25,2368,18877,-857,250,43929,9096,-16509,-1107.0
1107,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-11-18,3225,18627,-809,3471,34833,-352,-15402,-4280.0
1108,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-11-11,4034,15156,1258,-2445,35185,-1121,-11122,3703.0
1109,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-11-04,2776,17601,1352,-3552,36306,527,-14825,4904.0
1110,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-10-28,1424,21153,38,-2806,35779,-2560,-19729,2844.0
1111,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-10-21,1386,23959,757,-104,38339,-915,-22573,861.0
1112,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-10-14,629,24063,-514,2879,39254,2874,-23434,-3393.0
1113,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-10-07,1143,21184,-1308,8611,36380,7494,-20041,-9919.0
1114,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-09-30,2451,12573,-668,511,28886,810,-10122,-1179.0
1115,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-09-23,3119,12062,-159,-6873,28076,-3805,-8943,6714.0
1116,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-09-16,3278,18935,-1231,-532,31881,-18071,-15657,-699.0
1117,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-09-09,4509,19467,42,490,49952,1466,-14958,-448.0
1118,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-09-02,4467,18977,-877,2906,48486,8805,-14510,-3783.0
1119,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-08-26,5344,16071,-2481,296,39681,-1567,-10727,-2777.0
1120,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-08-19,7825,15775,811,6674,41248,3260,-7950,-5863.0
1121,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-08-12,7014,9101,-1675,843,37988,1503,-2087,-2518.0
1122,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-08-05,8689,8258,-2540,374,36485,-1555,431,-2914.0
1123,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-07-29,11229,7884,-3197,3404,38040,-511,3345,-6601.0
1124,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-07-22,14426,4480,2367,132,38551,3709,9946,2235.0
1125,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-07-15,12059,4348,2864,379,34842,2181,7711,2485.0
1126,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-07-08,9195,3969,-753,1704,32661,3349,5226,-2457.0
1127,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-07-01,9948,2265,1878,-334,29312,3546,7683,2212.0
1128,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-06-24,8070,2599,381,-318,25766,1832,5471,699.0
1129,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-06-17,7689,2917,351,-1554,23934,-21267,4772,1905.0
1130,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-06-10,7338,4471,-15282,3493,45201,-10633,2867,-18775.0
1131,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-06-03,22620,978,3354,-743,55834,7269,21642,4097.0
1132,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-05-27,19266,1721,-1546,1192,48565,-97,17545,-2738.0
1133,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-05-20,20812,529,-3721,-62,48662,-2760,20283,-3659.0
1134,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-05-13,24533,591,4178,-75,51422,7393,23942,4253.0
1135,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-05-06,20355,666,4673,-601,44029,4687,19689,5274.0
1136,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-04-29,15682,1267,7139,-1770,39342,8507,14415,8909.0
1137,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-04-22,8543,3037,1611,-3321,30835,729,5506,4932.0
1138,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-04-15,6932,6358,3921,-1502,30106,5501,574,5423.0
1139,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-04-08,3011,7860,-1483,1193,24605,-1238,-4849,-2676.0
1140,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-04-01,4494,6667,1956,-499,25843,3564,-2173,2455.0
1141,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-03-25,2538,7166,1030,-2644,22279,-327,-4628,3674.0
1142,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-03-18,1508,9810,1261,-6686,22606,-19591,-8302,7947.0
1143,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-03-11,247,16496,197,-5423,42197,4056,-16249,5620.0
1144,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-03-04,50,21919,-142,1195,38141,2495,-21869,-1337.0
1145,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-02-25,192,20724,-1274,3681,35646,5915,-20532,-4955.0
1146,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-02-18,1466,17043,901,-5339,29731,-5654,-15577,6240.0
1147,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-02-11,565,22382,-255,-486,35385,141,-21817,231.0
1148,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-02-04,820,22868,171,1917,35244,3039,-22048,-1746.0
1149,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-01-28,649,20951,-391,20,32205,-760,-20302,-411.0
1150,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-01-21,1040,20931,-1062,4167,32965,4501,-19891,-5229.0
1151,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-01-14,2102,16764,-79,3715,28464,4713,-14662,-3794.0
1152,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2003-01-07,2181,13049,884,3942,23751,4543,-10868,-3058.0
1153,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-12-31,1297,9107,-2376,7549,19208,5851,-7810,-9925.0
1154,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-12-23,3673,1558,2305,-1190,13357,1893,2115,3495.0
1155,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-12-17,1368,2748,-829,-1847,11464,-11134,-1380,1018.0
1156,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-12-10,2197,4595,-1821,270,22598,1317,-2398,-2091.0
1157,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-12-03,4018,4325,288,-1608,21281,-525,-307,1896.0
1158,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-11-26,3730,5933,1004,509,21806,2023,-2203,495.0
1159,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-11-19,2726,5424,1566,-3083,19783,-150,-2698,4649.0
1160,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-11-12,1160,8507,-311,1835,19933,3887,-7347,-2146.0
1161,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-11-05,1471,6672,-973,1837,16046,155,-5201,-2810.0
1162,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-10-29,2444,4835,438,235,15891,424,-2391,203.0
1163,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-10-22,2006,4600,1757,-2796,15467,-2503,-2594,4553.0
1164,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-10-15,249,7396,234,-2855,17970,-2049,-7147,3089.0
1165,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-10-08,15,10251,-165,-616,20019,209,-10236,451.0
1166,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-10-01,180,10867,-70,210,19810,36,-10687,-280.0
1167,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-09-24,250,10657,-1426,4163,19774,4216,-10407,-5589.0
1168,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-09-17,1676,6494,-21,-185,15558,-10528,-4818,164.0
1169,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-09-10,1697,6679,-863,1445,26086,6842,-4982,-2308.0
1170,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-09-03,2560,5234,294,1525,19244,1758,-2674,-1231.0
1171,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-08-27,2266,3709,-77,650,17486,2193,-1443,-727.0
1172,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-08-20,2343,3059,-648,-1728,15293,-950,-716,1080.0
1173,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-08-13,2991,4787,559,2513,16243,878,-1796,-1954.0
1174,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-08-06,2432,2274,-1000,602,15365,-148,158,-1602.0
1175,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-07-30,3432,1672,485,-867,15513,-229,1760,1352.0
1176,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-07-23,2947,2539,787,-2835,15742,-400,408,3622.0
1177,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-07-16,2160,5374,463,-4121,16142,-4095,-3214,4584.0
1178,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-07-09,1697,9495,537,-1025,20237,-857,-7798,1562.0
1179,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-07-02,1160,10520,-79,147,21094,316,-9360,-226.0
1180,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-06-25,1239,10373,319,2311,20778,2243,-9134,-1992.0
1181,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-06-18,920,8062,230,-1826,18535,-18324,-7142,2056.0
1182,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-06-11,690,9888,-733,102,36859,6048,-9198,-835.0
1183,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-06-04,1423,9786,163,2304,30811,2468,-8363,-2141.0
1184,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-05-28,1260,7482,-13,309,28343,-383,-6222,-322.0
1185,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-05-21,1273,7173,-699,1450,28726,-720,-5900,-2149.0
1186,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-05-14,1972,5723,-2144,455,29446,1380,-3751,-2599.0
1187,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-05-07,4116,5268,777,1784,28066,839,-1152,-1007.0
1188,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-04-30,3339,3484,-2869,1317,27227,-524,-145,-4186.0
1189,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-04-23,6208,2167,-6863,351,27751,-7888,4041,-7214.0
1190,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-04-16,13071,1816,-9686,852,35639,-7567,11255,-10538.0
1191,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-04-09,22757,964,-1196,-304,43206,1812,21793,-892.0
1192,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-04-02,23953,1268,-372,-120,41394,1272,22685,-252.0
1193,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-03-26,24325,1388,2429,360,40122,3330,22937,2069.0
1194,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-03-19,21896,1028,1840,416,36792,-9065,20868,1424.0
1195,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-03-12,20056,612,-370,-466,45857,4194,19444,96.0
1196,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-03-05,20426,1078,1263,-517,41663,2440,19348,1780.0
1197,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-02-26,19163,1595,-67,425,39223,-124,17568,-492.0
1198,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-02-19,19230,1170,50,43,39347,2206,18060,7.0
1199,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-02-12,19180,1127,1999,92,37141,2675,18053,1907.0
1200,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-02-05,17181,1035,2264,506,34466,5466,16146,1758.0
1201,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-01-29,14917,529,-812,-207,29000,-664,14388,-605.0
1202,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-01-22,15729,736,3080,-175,29664,4565,14993,3255.0
1203,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-01-15,12649,911,-2961,17,25099,-1646,11738,-2978.0
1204,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2002-01-08,15610,894,1571,-171,26745,1669,14716,1742.0
1205,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-12-28,14039,1065,-2091,25,25076,-2235,12974,-2116.0
1206,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-12-21,16130,1040,810,-176,27311,1988,15090,986.0
1207,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-12-18,15320,1216,339,109,25323,-12868,14104,230.0
1208,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-12-11,14981,1107,2856,6,38191,15388,13874,2850.0
1209,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-12-04,12125,1101,-2773,162,22803,-2006,11024,-2935.0
1210,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-11-27,14898,939,-1495,-125,24809,-1515,13959,-1370.0
1211,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-11-20,16393,1064,1087,80,26324,917,15329,1007.0
1212,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-11-13,15306,984,943,-160,25407,1158,14322,1103.0
1213,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-11-06,14363,1144,4643,40,24249,3538,13219,4603.0
1214,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-10-30,9720,1104,971,35,20711,2609,8616,936.0
1215,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-10-23,8749,1069,2394,98,18102,3339,7680,2296.0
1216,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-10-16,6355,971,1491,-1538,14763,1912,5384,3029.0
1217,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-10-09,4864,2509,1405,-680,12851,-400,2355,2085.0
1218,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-10-02,3459,3189,391,327,13251,299,270,64.0
1219,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-09-25,3068,2862,-266,17,12952,391,206,-283.0
1220,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-09-18,3334,2845,-1110,1062,12561,-18239,489,-2172.0
1221,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-09-10,4444,1783,-3499,269,30800,-514,2661,-3768.0
1222,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-09-04,7943,1514,-2748,545,31314,-2127,6429,-3293.0
1223,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-08-28,10691,969,-225,-515,33441,120,9722,290.0
1224,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-08-21,10916,1484,-693,406,33321,1613,9432,-1099.0
1225,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-08-14,11609,1078,1982,-401,31708,-447,10531,2383.0
1226,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-08-07,9627,1479,4432,-162,32155,4025,8148,4594.0
1227,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-07-31,5195,1641,-651,59,28130,734,3554,-710.0
1228,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-07-24,5846,1582,1881,16,27396,901,4264,1865.0
1229,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-07-17,3965,1566,-1704,-897,26495,-1761,2399,-807.0
1230,MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2001-07-10,5669,2463,-4356,460,28256,-823,3206,-4816.0
