,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
56,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2024-01-09,11044,15436,     310,    -513,50169,   -1067,-4392,823.0
57,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2024-01-02,10734,15949,    2312,    4082,51236,    4014,-5215,-1770.0
58,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-12-26,8422,11867,    1699,    -944,47222,    1941,-3445,2643.0
59,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-12-19,6723,12811,    2753,   -5633,45281,  -19905,-6088,8386.0
60,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-12-12,3970,18444,     238,   -3140,65186,    4830,-14474,3378.0
61,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-12-05,3732,21584,    -568,   -3005,60356,    -123,-17852,2437.0
62,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-11-28,4300,24589,    -427,     868,60479,    1664,-20289,-1295.0
63,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-11-21,4727,23721,    -788,   -1945,58815,    -649,-18994,1157.0
64,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-11-14,5515,25666,   -2539,      50,59464,    2708,-20151,-2589.0
65,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-11-07,8054,25616,    -834,    1818,56756,     403,-17562,-2652.0
66,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-10-31,8888,23798,    -919,   -1104,56353,   -2913,-14910,185.0
67,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-10-24,9807,24902,    -520,   -2503,59266,   -2080,-15095,1983.0
68,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-10-17,10327,27405,   -1306,    -303,61346,    -396,-17078,-1003.0
69,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-10-10,11633,27708,     490,    -177,61742,    3069,-16075,667.0
70,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-10-03,11143,27885,   -1234,    6393,58673,    4773,-16742,-7627.0
71,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-09-26,12377,21492,     181,    1361,53900,    7262,-9115,-1180.0
72,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-09-19,12196,20131,    3187,    1784,46638,   -3307,-7935,1403.0
73,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-09-12,9009,18347,   -2485,    1528,49945,    3275,-9338,-4013.0
74,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-09-05,11494,16819,    3241,    4048,46670,    3428,-5325,-807.0
75,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-08-29,8253,12771,   -1947,   -1295,43242,   -1084,-4518,-652.0
76,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-08-22,10200,14066,    1507,    1366,44326,    1532,-3866,141.0
77,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-08-15,8693,12700,     184,   -1261,42794,    -328,-4007,1445.0
78,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-08-08,8509,13961,    1210,   -2085,43122,    -861,-5452,3295.0
79,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-08-01,7299,16046,    -505,    -189,43983,    -197,-8747,-316.0
80,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-07-25,7804,16235,    1032,    -748,44180,     967,-8431,1780.0
81,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-07-18,6772,16983,    -645,    1659,43213,    -350,-10211,-2304.0
82,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-07-11,7417,15324,   -3217,    1286,43563,    2924,-7907,-4503.0
83,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-07-03,10634,14038,    4007,    2465,40639,    3260,-3404,1542.0
84,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-06-27,6627,11573,   -1695,   -1600,37379,    1251,-4946,-95.0
85,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-06-20,8322,13173,     -64,    -256,36128,  -12035,-4851,192.0
86,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-06-13,8386,13429,   -3193,     536,48163,    4076,-5043,-3729.0
87,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-06-06,11579,12893,    3097,    3976,44087,    2733,-1314,-879.0
88,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-05-30,8482,8917,   -1785,   -2253,41354,   -3454,-435,468.0
89,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-05-23,10267,11170,    1706,     750,44808,    1127,-903,956.0
90,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-05-16,8561,10420,    1505,   -1103,43681,     292,-1859,2608.0
91,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-05-09,7056,11523,   -1174,     294,43389,     138,-4467,-1468.0
92,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-05-02,8230,11229,    1674,    1017,43251,    1515,-2999,657.0
93,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-04-25,6556,10212,    1209,     145,41736,     866,-3656,1064.0
94,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-04-18,5347,10067,    1192,    -822,40870,    2598,-4720,2014.0
95,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-04-11,4155,10889,    1197,     -72,38272,    1095,-6734,1269.0
96,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-04-04,2958,10961,   -1020,     909,37177,    2321,-8003,-1929.0
97,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-03-28,3978,10052,    -875,   -2098,34856,    -981,-6074,1223.0
98,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-03-21,4853,12150,    1259,   -1409,35837,   -3169,-7297,2668.0
99,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-03-14,3594,13559,   -6800,    -785,39006,   -7739,-9965,-6015.0
100,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-03-07,10394,14344,    1518,     551,46745,    4754,-3950,967.0
101,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-02-28,8876,13793,    1633,      30,41991,    2904,-4917,1603.0
102,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-02-21,7243,13763,    2542,    1594,39087,    1496,-6520,948.0
103,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-02-14,4701,12169,   -2351,   -1251,37591,   -1251,-7468,-1100.0
104,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-02-07,7052,13420,    1388,    -558,38842,     497,-6368,1946.0
105,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-01-31,5664,13978,    2040,     846,38345,    2977,-8314,1194.0
106,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-01-24,3624,13132,    -295,    1272,35368,    1068,-9508,-1567.0
107,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-01-17,3919,11860,     251,     822,34300,    1034,-7941,-571.0
108,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-01-10,3668,11038,   -2964,    1552,33266,      16,-7370,-4516.0
109,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2023-01-03,6632,9486,    2703,    1426,33250,    3399,-2854,1277.0
110,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-12-27,3929,8060,   -1072,   -1005,29851,    -189,-4131,-67.0
111,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-12-20,5001,9065,    2920,   -4827,30040,  -19300,-4064,7747.0
112,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-12-13,2081,13892,     738,     319,49340,    9169,-11811,419.0
113,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-12-06,1343,13573,    -145,   -2162,40171,   -1189,-12230,2017.0
114,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-11-29,1488,15735,    -422,    -651,41360,     -80,-14247,229.0
115,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-11-22,1910,16386,    -361,   -2712,41440,    -526,-14476,2351.0
116,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-11-15,2271,19098,   -2594,   -2921,41966,   -7941,-16827,327.0
117,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-11-08,4865,22019,   -1747,     623,49907,    -200,-17154,-2370.0
118,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-11-01,6612,21396,    1074,    4558,50107,    3513,-14784,-3484.0
119,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-10-25,5538,16838,   -1514,    2700,46594,    1683,-11300,-4214.0
120,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-10-18,7052,14138,    1551,    2747,44911,    1163,-7086,-1196.0
121,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-10-11,5501,11391,   -2315,   -3277,43748,     627,-5890,962.0
122,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-10-04,7816,14668,     135,    1257,43121,   -1371,-6852,-1122.0
123,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-09-27,7681,13411,    -486,   -1496,44492,    3555,-5730,1010.0
124,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-09-20,8167,14907,     463,    -102,40937,   -3916,-6740,565.0
125,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-09-13,7704,15009,   -3178,      90,44853,   -3373,-7305,-3268.0
126,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-09-06,10882,14919,   -1033,     742,48226,    1058,-4037,-1775.0
127,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-08-30,11915,14177,    2374,    2231,47168,    4697,-2262,143.0
128,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-08-23,9541,11946,    1768,    -923,42471,    3064,-2405,2691.0
129,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-08-16,7773,12869,    -862,   -5548,39407,   -3795,-5096,4686.0
130,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-08-09,8635,18417,     465,   -3061,43202,   -2672,-9782,3526.0
131,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-08-02,8170,21478,      32,    2041,45874,    1793,-13308,-2009.0
132,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-07-26,8138,19437,    1190,    1577,44081,    2226,-11299,-387.0
133,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-07-19,6948,17860,     -69,    2119,41855,     600,-10912,-2188.0
134,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-07-12,7017,15741,    3799,    2388,41255,    2751,-8724,1411.0
135,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-07-05,3218,13353,   -1305,     239,38504,   -1619,-10135,-1544.0
136,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-06-28,4523,13114,    1455,    2889,40123,    2454,-8591,-1434.0
137,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-06-21,3068,10225,   -1223,    -874,37669,   -1693,-7157,-349.0
138,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-06-14,4291,11099,    1682,   -7642,39362,  -10432,-6808,9324.0
139,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-06-07,2609,18741,     -32,   -4358,49794,     215,-16132,4326.0
140,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-05-31,2641,23099,    1286,    2071,49579,    -339,-20458,-785.0
141,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-05-24,1355,21028,   -3885,    -804,49918,   -3373,-19673,-3081.0
142,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-05-17,5240,21832,     513,    1342,53291,    2009,-16592,-829.0
143,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-05-10,4727,20490,     370,    2226,51282,    1897,-15763,-1856.0
144,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-05-03,4357,18264,     -98,     940,49385,    2088,-13907,-1038.0
145,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-04-26,4455,17324,    1555,    2974,47297,    3028,-12869,-1419.0
146,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-04-19,2900,14350,    1258,   -1234,44269,    3038,-11450,2492.0
147,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-04-12,1642,15584,    -218,    1331,41231,    1226,-13942,-1549.0
148,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-04-05,1860,14253,   -1432,    -618,40005,   -4322,-12393,-814.0
149,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-03-29,3292,14871,   -2720,     435,44327,    -584,-11579,-3155.0
150,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-03-22,6012,14436,     204,    3399,44911,    1555,-8424,-3195.0
151,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-03-15,5808,11037,     952,   -3529,43356,   -8464,-5229,4481.0
152,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-03-08,4856,14566,    3205,   -2333,51820,    4547,-9710,5538.0
153,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-03-01,1651,16899,   -2134,    2127,47273,     -66,-15248,-4261.0
154,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-02-22,3785,14772,     133,    1405,47339,    1817,-10987,-1272.0
155,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-02-15,3652,13367,    2418,    2734,45522,    4041,-9715,-316.0
156,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-02-08,1234,10633,     536,    1696,41481,     427,-9399,-1160.0
157,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-02-01,698,8937,   -1301,   -1858,41054,    1312,-8239,557.0
158,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-01-25,1999,10795,    1074,    -940,39742,    -129,-8796,2014.0
159,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-01-18,925,11735,   -3646,    -496,39871,   -2842,-10810,-3150.0
160,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-01-11,4571,12231,      61,   -1808,42713,     462,-7660,1869.0
161,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2022-01-04,4510,14039,    3467,    2278,42251,    2129,-9529,1189.0
162,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-12-28,1043,11761,   -1417,      74,40122,    -798,-10718,-1491.0
163,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-12-21,2460,11687,    1116,    2007,40920,    2453,-9227,-891.0
164,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-12-14,1344,9680,   -1494,   -5211,38467,  -12762,-8336,3717.0
165,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-12-07,2838,14891,   -1089,   -3218,51229,     686,-12053,2129.0
166,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-11-30,3927,18109,   -2314,     492,50543,   -1869,-14182,-2806.0
167,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-11-23,6241,17617,     739,    3226,52412,    3092,-11376,-2487.0
168,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-11-16,5502,14391,     812,   -7342,49320,   -2226,-8889,8154.0
169,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-11-09,4690,21733,    3251,    -354,51546,     -67,-17043,3605.0
170,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-11-02,1439,22087,     193,    1462,51613,   -2692,-20648,-1269.0
171,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-10-26,1246,20625,   -1119,     676,54305,   -1295,-19379,-1795.0
172,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-10-19,2365,19949,   -1195,    3417,55600,   -1741,-17584,-4612.0
173,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-10-12,3560,16532,    1286,   -1421,57341,    1371,-12972,2707.0
174,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-10-05,2274,17953,   -4460,    -368,55970,   -2536,-15679,-4092.0
175,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-09-28,6734,18321,    -713,    1657,58506,    1668,-11587,-2370.0
176,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-09-21,7447,16664,    1277,    4616,56838,   11325,-9217,-3339.0
177,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-09-14,6170,12048,   -5501,     597,45513,     940,-5878,-6098.0
178,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-09-07,11671,11451,   -2588,    1167,44573,    1513,220,-3755.0
179,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-08-31,14259,10284,    -349,    -230,43060,    -643,3975,-119.0
180,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-08-24,14608,10514,     254,    1707,43703,    -302,4094,-1453.0
181,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-08-17,14354,8807,   -4183,     -52,44005,   -1154,5547,-4131.0
182,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-08-10,18537,8859,    2015,    -120,45159,    2703,9678,2135.0
183,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-08-03,16522,8979,   -1740,    -794,42456,   -2328,7543,-946.0
184,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-07-27,18262,9773,     201,    -246,44784,      49,8489,447.0
185,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-07-20,18061,10019,     -13,    -918,44735,    -969,8042,905.0
186,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-07-13,18074,10937,   -1156,    1869,45704,     965,7137,-3025.0
187,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-07-06,19230,9068,     289,    1192,44739,    2055,10162,-903.0
188,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-06-29,18941,7876,   -2039,     448,42684,     795,11065,-2487.0
189,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-06-22,20980,7428,    6105,    1940,41889,    4832,13552,4165.0
190,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-06-15,14875,5488,    2226,   -6085,37057,  -12145,9387,8311.0
191,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-06-08,12649,11573,   -1291,   -2043,49202,    3198,1076,752.0
192,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-06-01,13940,13616,    1717,     190,46004,    2483,324,1527.0
193,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-05-25,12223,13426,    1108,   -1954,43521,    -641,-1203,3062.0
194,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-05-18,11115,15380,     734,    2148,44162,    2577,-4265,-1414.0
195,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-05-11,10381,13232,     105,    3012,41585,    2059,-2851,-2907.0
196,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-05-04,10276,10220,    -840,   -1582,39526,   -1257,56,742.0
197,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-04-27,11116,11802,    -148,   -1104,40783,    -483,-686,956.0
198,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-04-20,11264,12906,   -1701,     765,41266,   -1157,-1642,-2466.0
199,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-04-13,12965,12141,   -2725,    -304,42423,   -1254,824,-2421.0
200,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-04-06,15690,12445,    -396,     628,43677,     907,3245,-1024.0
201,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-03-30,16086,11817,    3628,    2231,42770,    4468,4269,1397.0
202,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-03-23,12458,9586,    -839,     960,38302,     317,2872,-1799.0
203,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-03-16,13297,8626,  -10317,    -595,37985,  -19363,4671,-9722.0
204,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-03-09,23614,9221,    1751,    -381,57348,    4641,14393,2132.0
205,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-03-02,21863,9602,     302,    -436,52707,    -295,12261,738.0
206,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-02-23,21561,10038,    5816,    2664,53002,    4909,11523,3152.0
207,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-02-16,15745,7374,   -3033,       4,48093,    -563,8371,-3037.0
208,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-02-09,18778,7370,   -3381,    -148,48656,   -2176,11408,-3233.0
209,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-02-02,22159,7518,    4521,     -28,50832,    2495,14641,4549.0
210,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-01-26,17638,7546,     -68,    -740,48337,    -193,10092,672.0
211,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-01-19,17706,8286,   -2715,    -160,48530,   -1634,9420,-2555.0
212,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-01-12,20421,8446,    3035,     432,50164,    1136,11975,2603.0
213,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2021-01-05,17386,8014,   -4110,   -1695,49028,   -3376,9372,-2415.0
214,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-12-29,21496,9709,   -1790,   -2333,52404,    -901,11787,543.0
215,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-12-21,23286,12042,    6109,    4156,53305,    4392,11244,1953.0
216,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-12-15,17177,7886,     484,    1616,48913,   -6009,9291,-1132.0
217,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-12-08,16693,6270,   -3167,    1061,54922,    3239,10423,-4228.0
218,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-12-01,19860,5209,    -257,      78,51683,    1295,14651,-335.0
219,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-11-24,20117,5131,     188,     126,50388,    -387,14986,62.0
220,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-11-17,19929,5005,   -1474,    -534,50775,   -1753,14924,-940.0
221,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-11-10,21403,5539,     628,    -341,52528,    1436,15864,969.0
222,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-11-03,20775,5880,   -1414,    -806,51092,   -1643,14895,-608.0
223,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-10-27,22189,6686,     507,    -597,52735,     -20,15503,1104.0
224,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-10-20,21682,7283,    4786,    2559,52755,    5030,14399,2227.0
225,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-10-13,16896,4724,     -45,     879,47725,    2687,12172,-924.0
226,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-10-06,16941,3845,   -2225,   -2580,45038,   -2628,13096,355.0
227,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-09-29,19166,6425,   -2518,     657,47666,   -4209,12741,-3175.0
228,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-09-22,21684,5768,    3035,    -815,51875,    -536,15916,3850.0
229,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-09-15,18649,6583,     209,    -330,52411,    -151,12066,539.0
230,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-09-08,18440,6913,    -823,    -753,52562,   -1475,11527,-70.0
231,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-09-01,19263,7666,     919,    1188,54037,     952,11597,-269.0
232,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-08-25,18344,6478,   -2430,     211,53085,   -3029,11866,-2641.0
233,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-08-18,20774,6267,   -2310,     348,56114,    -478,14507,-2658.0
234,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-08-11,23084,5919,    1324,   -4181,56592,    -180,17165,5505.0
235,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-08-04,21760,10100,    4106,     888,56772,    4973,11660,3218.0
236,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-07-28,17654,9212,    -107,   -1170,51799,     793,8442,1063.0
237,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-07-21,17761,10382,    1235,     913,51006,    2576,7379,322.0
238,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-07-14,16526,9469,    3694,     415,48430,    3315,7057,3279.0
239,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-07-07,12832,9054,      36,     596,45115,    3715,3778,-560.0
240,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-06-30,12796,8458,    1057,   -1833,41400,    -899,4338,2890.0
241,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-06-23,11739,10291,    2589,    2747,42299,    6566,1448,-158.0
242,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-06-16,9150,7544,   -1313,   -1153,35733,   -5847,1606,-160.0
243,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-06-09,10463,8697,   -2901,    4322,41580,    1228,1766,-7223.0
244,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-06-02,13364,4375,     118,    -132,40352,    1280,8989,250.0
245,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-05-26,13246,4507,    -432,    -443,39072,     326,8739,11.0
246,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-05-19,13678,4950,    1054,   -1026,38746,   -1723,8728,2080.0
247,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-05-12,12624,5976,    -343,     800,40469,    4212,6648,-1143.0
248,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-05-05,12967,5176,     493,   -1722,36257,     -69,7791,2215.0
249,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-04-28,12474,6898,    -257,    -909,36326,    1300,5576,652.0
250,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-04-21,12731,7807,    1123,     856,35026,    2308,4924,267.0
251,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-04-14,11608,6951,     422,    1369,32718,    2327,4657,-947.0
252,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-04-07,11186,5582,     797,     140,30391,     734,5604,657.0
253,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-03-31,10389,5442,      95,      39,29657,   -1110,4947,56.0
254,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-03-24,10294,5403,   -3669,   -1186,30767,   -4487,4891,-2483.0
255,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2020-03-17,13963,6589,     503,   -6276,35254,  -15220,7374,6779.0
