,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
454,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-05-24,34618,23440,   -4308,   -5040,61266,   -4146,11178,732.0
455,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-05-17,38926,28480,   -3908,   -2237,65412,   -2429,10446,-1671.0
456,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-05-10,42834,30717,   -1544,   -4487,67841,   -3687,12117,2943.0
457,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-05-03,44378,35204,    3854,    6010,71528,    7494,9174,-2156.0
458,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-04-26,40524,29194,   -1534,     585,64034,    1540,11330,-2119.0
459,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-04-19,42058,28609,    2487,    2887,62494,    3440,13449,-400.0
460,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-04-12,39571,25722,    -468,    2998,59054,    2731,13849,-3466.0
461,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-04-05,40039,22724,    2502,    2937,56323,    2654,17315,-435.0
462,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-03-29,37537,19787,    1776,    1700,53669,    1055,17750,76.0
463,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-03-22,35761,18087,    2183,    2020,52614,    2930,17674,163.0
464,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-03-15,33578,16067,   -6869,    1998,49684,  -14018,17511,-8867.0
465,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-03-08,40447,14069,   -1124,    -717,63702,    -595,26378,-407.0
466,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-03-01,41571,14786,   -3536,    -896,64297,   -4961,26785,-2640.0
467,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-02-23,45107,15682,   -1663,     254,69258,    -668,29425,-1917.0
468,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-02-16,46770,15428,   -3965,    -294,69926,   -5927,31342,-3671.0
469,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-02-09,50735,15722,   -4052,    5807,75853,    -267,35013,-9859.0
470,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-02-02,54787,9915,      99,    -548,76120,     281,44872,647.0
471,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-01-26,54688,10463,    -396,   -1846,75839,    -367,44225,1450.0
472,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-01-19,55084,12309,    1860,    1804,76206,    2338,42775,56.0
473,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-01-12,53224,10505,    -367,   -2377,73868,    -607,42719,2010.0
474,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2016-01-05,53591,12882,    6356,    -738,74475,   10057,40709,7094.0
475,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-12-29,47235,13620,    -691,    -899,64418,    -653,33615,208.0
476,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-12-22,47926,14519,   -5019,   -1524,65071,   -6424,33407,-3495.0
477,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-12-15,52945,16043,  -15383,   -1257,71495,  -25303,36902,-14126.0
478,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-12-08,68328,17300,    1952,   -1739,96798,    1761,51028,3691.0
479,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-12-01,66376,19039,    1495,     304,95037,    3844,47337,1191.0
480,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-11-24,64881,18735,    -815,    -434,91193,    1201,46146,-381.0
481,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-11-17,65696,19169,    4302,    1559,89992,    5514,46527,2743.0
482,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-11-10,61394,17610,    8391,    4533,84478,    7662,43784,3858.0
483,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-11-03,53003,13077,    3956,   -1279,76816,    1427,39926,5235.0
484,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-10-27,49047,14356,    1469,   -5019,75389,   -6106,34691,6488.0
485,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-10-20,47578,19375,   -1471,    9201,81495,    8761,28203,-10672.0
486,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-10-13,49049,10174,   -5607,    1509,72734,    1777,38875,-7116.0
487,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-10-06,54656,8665,     152,    -138,70957,    -521,45991,290.0
488,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-09-29,54504,8803,    3030,   -1883,71478,    3145,45701,4913.0
489,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-09-22,51474,10686,    1613,     579,68333,    3042,40788,1034.0
490,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-09-15,49861,10107,  -13389,     256,65291,  -28993,39754,-13645.0
491,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-09-08,63250,9851,    2487,     283,94284,   -5947,53399,2204.0
492,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-09-01,60763,9568,   -6683,   -5638,100231,    -702,51195,-1045.0
493,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-08-25,67446,15206,   -6766,    3940,100933,   -4019,52240,-10706.0
494,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-08-18,74212,11266,    2301,    4947,104952,    3347,62946,-2646.0
495,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-08-11,71911,6319,    -705,   -1125,101605,    1090,65592,420.0
496,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-08-04,72616,7444,    2846,   -1149,100515,    4446,65172,3995.0
497,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-07-28,69770,8593,   -1177,     -85,96069,   -2540,61177,-1092.0
498,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-07-21,70947,8678,    7081,    3522,98609,    9890,62269,3559.0
499,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-07-14,63866,5156,    -608,     120,88719,    -573,58710,-728.0
500,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-07-07,64474,5036,    5362,   -2680,89292,    6032,59438,8042.0
501,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-06-30,59112,7716,   -4584,   -3635,83260,   -2672,51396,-949.0
502,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-06-23,63696,11351,    -284,     791,85932,    -349,52345,-1075.0
503,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-06-16,63980,10560,   -9473,     -16,86281,  -19182,53420,-9457.0
504,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-06-09,73453,10576,     998,   -2157,105463,    3289,62877,3155.0
505,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-06-02,72455,12733,    2761,   -4665,102174,   -1037,59722,7426.0
506,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-05-26,69694,17398,    5319,    6506,103211,    5161,52296,-1187.0
507,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-05-19,64375,10892,   -2928,   -1075,98050,   -1647,53483,-1853.0
508,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-05-12,67303,11967,   -5405,   -1814,99697,   -2403,55336,-3591.0
509,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-05-05,72708,13781,   -5416,     241,102100,  -10548,58927,-5657.0
510,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-04-28,78124,13540,   -7769,    -632,112648,   -3270,64584,-7137.0
511,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-04-21,85893,14172,   -4596,      90,115918,   -3103,71721,-4686.0
512,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-04-14,90489,14082,    7085,    3484,119021,    5331,76407,3601.0
513,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-04-07,83404,10598,   -3856,   -3519,113690,   -5106,72806,-337.0
514,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-03-31,87260,14117,    3826,    1910,118796,    2648,73143,1916.0
515,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-03-24,83434,12207,  -13120,   -4621,116148,  -16400,71227,-8499.0
516,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-03-17,96554,16828,    -585,     959,132548,  -15938,79726,-1544.0
517,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-03-10,97139,15869,   11426,   -2626,148486,   24505,81270,14052.0
518,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-03-03,85713,18495,    4142,    5081,123981,    5052,67218,-939.0
519,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-02-24,81571,13414,    4892,    2797,118929,    3299,68157,2095.0
520,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-02-17,76679,10617,   -2015,     861,115630,     814,66062,-2876.0
521,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-02-10,78694,9756,   -9441,   -6773,114816,  -10209,68938,-2668.0
522,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-02-03,88135,16529,   -4115,   -5048,125025,   -4470,71606,933.0
523,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-01-27,92250,21577,   -4890,   -2395,129495,    -582,70673,-2495.0
524,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-01-20,97140,23972,    2458,    1250,130077,    2573,73168,1208.0
525,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-01-13,94682,22722,   -2431,   -4605,127504,    1421,71960,2174.0
526,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2015-01-06,97113,27327,   15543,   -5410,126083,   19545,69786,20953.0
527,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-12-30,81570,32737,   12028,   11127,106538,   12217,48833,901.0
528,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-12-23,69542,21610,    7914,   -8054,94321,    6944,47932,15968.0
529,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-12-16,61628,29664,   -5735,   -1293,87377,   -6912,31964,-4442.0
530,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-12-09,67363,30957,   -3470,   -3721,94289,   -3165,36406,251.0
531,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-12-02,70833,34678,   -1048,    1264,97454,    -551,36155,-2312.0
532,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-11-25,71881,33414,    4003,    4892,98005,    7274,38467,-889.0
533,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-11-18,67878,28522,   -2586,    -317,90731,   -4475,39356,-2269.0
534,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-11-11,70464,28839,   -2359,   -1219,95206,    3049,41625,-1140.0
535,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-11-04,72823,30058,   10259,   17800,92157,   12788,42765,-7541.0
536,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-10-28,62564,12258,     -60,    -140,79369,    -946,50306,80.0
537,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-10-21,62624,12398,   -8740,  -10000,80315,  -11703,50226,1260.0
538,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-10-14,71364,22398,   -2335,   -1624,92018,   -2268,48966,-711.0
539,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-10-07,73699,24022,   -3769,    2949,94286,   -1302,49677,-6718.0
540,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-09-30,77468,21073,    1518,    2113,95588,    2572,56395,-595.0
541,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-09-23,75950,18960,    1959,   -1668,93016,    2086,56990,3627.0
542,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-09-16,73991,20628,    1766,  -19102,90930,    1390,53363,20868.0
543,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-09-09,72225,39730,    2320,   -1024,89540,    1757,32495,3344.0
544,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-09-02,69905,40754,   -2656,   -2966,87783,   -3024,29151,310.0
545,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-08-26,72561,43720,    2238,     584,90807,    1390,28841,1654.0
546,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-08-19,70323,43136,    6000,    1997,89417,    5203,27187,4003.0
547,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-08-12,64323,41139,     596,    1064,84214,    2214,23184,-468.0
548,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-08-05,63727,40075,    7846,    3605,82000,    7963,23652,4241.0
549,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-07-29,55881,36470,   14477,   13687,74037,   16391,19411,790.0
550,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-07-22,41404,22783,    3922,    2973,57646,    3727,18621,949.0
551,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-07-15,37482,19810,   -1250,     780,53919,     -92,17672,-2030.0
552,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-07-08,38732,19030,   -4524,   -4169,54011,   -4264,19702,-355.0
553,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-07-01,43256,23199,   -1444,     194,58275,    -209,20057,-1638.0
554,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-06-24,44700,23005,    1817,    1644,58484,    3239,21695,173.0
555,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-06-17,42883,21361,    6665,  -14895,55245,    1288,21522,21560.0
556,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-06-10,36218,36256,   -1445,   -1113,53957,     -54,-38,-332.0
557,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-06-03,37663,37369,    4221,    3243,54011,    4768,294,978.0
558,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-05-27,33442,34126,    1150,    1517,49243,    1749,-684,-367.0
559,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-05-20,32292,32609,   -2427,   -2445,47494,   -3038,-317,18.0
560,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-05-13,34719,35054,   -6740,   -8102,50532,   -9318,-335,1362.0
561,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-05-06,41459,43156,    4808,    6169,59850,    6865,-1697,-1361.0
562,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-29,36651,36987,    2625,    1342,52985,    2725,-336,1283.0
563,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-22,34026,35645,   -2698,   -1613,50260,   -2128,-1619,-1085.0
564,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-15,36724,37258,    3253,    4376,52388,    1400,-534,-1123.0
565,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-08,33471,32882,     706,   -9936,50988,   -1163,589,10642.0
566,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-04-01,32765,42818,    1111,     221,52151,    1758,-10053,890.0
567,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-03-25,31654,42597,     -33,   -1260,50393,   -1305,-10943,1227.0
568,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-03-18,31687,43857,   -9396,    2596,51698,   -6306,-12170,-11992.0
569,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-03-11,41083,41261,    6219,    5916,58004,    5452,-178,303.0
570,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-03-04,34864,35345,    1943,    2405,52552,    2741,-481,-462.0
571,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-02-25,32921,32940,     460,    3097,49811,     182,-19,-2637.0
572,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-02-18,32461,29843,    1481,    5481,49629,    2440,2618,-4000.0
573,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-02-11,30980,24362,    -184,   -1713,47189,    -425,6618,1529.0
574,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-02-04,31164,26075,   -1430,   -2529,47614,   -1230,5089,1099.0
575,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-01-28,32594,28604,     258,     509,48844,    -924,3990,-251.0
576,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-01-21,32336,28095,    4729,    4327,49768,    6841,4241,402.0
577,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-01-14,27607,23768,   -1554,   -7757,42927,   -3715,3839,6203.0
578,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2014-01-07,29161,31525,    1517,     -67,46642,    2998,-2364,1584.0
579,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-31,27644,31592,    -781,   -1178,43644,      37,-3948,397.0
580,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-24,28425,32770,    2698,    1215,43607,    4285,-4345,1483.0
581,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-17,25727,31555,   -8981,    4028,39322,   -9748,-5828,-13009.0
582,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-10,34708,27527,    2893,    7275,49070,    2897,7181,-4382.0
583,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-12-03,31815,20252,     137,    4551,46173,    3296,11563,-4414.0
584,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-11-26,31678,15701,     -10,    -889,42877,    -362,15977,879.0
585,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-11-19,31688,16590,    1410,     560,43239,    1888,15098,850.0
586,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-11-12,30278,16030,   -1963,   -8282,41351,   -2455,14248,6319.0
587,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-11-05,32241,24312,   -4352,  -10657,43806,   -8140,7929,6305.0
588,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-29,36593,34969,   -2325,    -949,51946,   -2260,1624,-1376.0
589,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-22,38918,35918,    4960,    3280,54206,    3989,3000,1680.0
590,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-15,33958,32638,   -6145,   -7622,50217,   -9138,1320,1477.0
591,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-08,40103,40260,    3308,    5650,59355,    5561,-157,-2342.0
592,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-10-01,36795,34610,   -1067,     797,53794,     719,2185,-1864.0
593,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-09-24,37862,33813,   -6964,   10885,53075,  -15163,4049,-17849.0
594,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-09-17,44826,22928,    1770,    1072,68238,   -2413,21898,698.0
595,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-09-10,43056,21856,     938,   -8114,70651,    3184,21200,9052.0
596,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-09-03,42118,29970,   -6982,   -7421,67467,   -6463,12148,439.0
597,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-08-27,49100,37391,   -1329,    -680,73930,   -1294,11709,-649.0
598,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-08-20,50429,38071,     638,    3950,75224,    1030,12358,-3312.0
599,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-08-13,49791,34121,    -130,    9390,74194,    6853,15670,-9520.0
600,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-08-06,49921,24731,    4574,    4575,67341,    3830,25190,-1.0
601,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-30,45347,20156,   -1046,    1925,63511,    2730,25191,-2971.0
602,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-23,46393,18231,   -3586,   -2045,60781,   -3561,28162,-1541.0
603,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-16,49979,20276,   -3467,   -3927,64342,   -5138,29703,460.0
604,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-09,53446,24203,   13764,     193,69480,   14050,29243,13571.0
605,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-07-02,39682,24010,    3024,    -367,55430,    2690,15672,3391.0
606,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-06-25,36658,24377,     220,    2589,52740,    1704,12281,-2369.0
607,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-06-18,36438,21788,  -21376,    7228,51036,  -28279,14650,-28604.0
608,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-06-11,57814,14560,   -4315,   -3619,79315,   -1536,43254,-696.0
609,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-06-04,62129,18179,  -10469,   -8764,80851,  -11847,43950,-1705.0
610,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-05-28,72598,26943,   -3075,   -2869,92698,   -2067,45655,-206.0
611,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-05-21,75673,29812,   15983,    5275,94765,   14698,45861,10708.0
612,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-05-14,59690,24537,   12135,    9123,80067,   10926,35153,3012.0
613,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-05-07,47555,15414,   -3073,     150,69141,   -1635,32141,-3223.0
614,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-30,50628,15264,   -8438,   -5533,70776,   -7490,35364,-2905.0
615,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-23,59066,20797,   -1193,   -1069,78266,     479,38269,-124.0
616,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-16,60259,21866,   -9743,    1365,77787,   -9721,38393,-11108.0
617,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-09,70002,20501,   -3805,     961,87508,   -2387,49501,-4766.0
618,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-04-02,73807,19540,    5810,    5961,89895,    6832,54267,-151.0
619,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-03-26,67997,13579,   -2054,   -2554,83063,   -2630,54418,500.0
620,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-03-19,70051,16133,    8422,  -13710,85693,    5745,53918,22132.0
621,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-03-12,61629,29843,    1700,   -4097,79948,    1887,31786,5797.0
622,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-03-05,59929,33940,    7562,    3907,78061,    8478,25989,3655.0
623,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-02-26,52367,30033,   16310,    6132,69583,   19532,22334,10178.0
624,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-02-19,36057,23901,    7537,   -1986,50051,    3815,12156,9523.0
625,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-02-12,28520,25887,   -8380,   -8311,46236,   -8857,2633,-69.0
626,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-02-05,36900,34198,    6538,   13513,55093,   11459,2702,-6975.0
627,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-01-29,30362,20685,    -666,   -1852,43634,     906,9677,1186.0
628,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-01-22,31028,22537,    -858,   -2618,42728,   -3839,8491,1760.0
629,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-01-15,31886,25155,    2482,    1888,46567,    1932,6731,594.0
630,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2013-01-08,29404,23267,    5727,  -10688,44635,    2042,6137,16415.0
631,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-31,23677,33955,     294,   -2375,42593,    -715,-10278,2669.0
632,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-24,23383,36330,   -3822,     552,43308,    -162,-12947,-4374.0
633,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-18,27205,35778,   -8453,    7220,43470,   -5260,-8573,-15673.0
634,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-11,35658,28558,    4418,    6536,48730,    5539,7100,-2118.0
635,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-12-04,31240,22022,    6590,    4821,43191,    7661,9218,1769.0
636,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-11-27,24650,17201,   -2785,   -4371,35530,   -3681,7449,1586.0
637,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-11-20,27435,21572,    -294,    -347,39211,     818,5863,53.0
638,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-11-13,27729,21919,     486,   -3167,38393,    1635,5810,3653.0
639,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-11-06,27243,25086,    3113,   -3910,36758,   -4268,2157,7023.0
640,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-30,24130,28996,   -1704,   -2764,41026,   -2767,-4866,1060.0
641,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-23,25834,31760,   -2328,   -1292,43793,   -2023,-5926,-1036.0
642,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-16,28162,33052,    2747,    1874,45816,    3364,-4890,873.0
643,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-09,25415,31178,   -3031,   -1626,42452,   -2741,-5763,-1405.0
644,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-10-02,28446,32804,   -2578,   -2190,45193,   -2799,-4358,-388.0
645,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-09-25,31024,34994,    2483,   11349,47992,    7511,-3970,-8866.0
646,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-09-18,28541,23645,  -24232,    5507,40481,  -31694,4896,-29739.0
647,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-09-11,52773,18138,    7486,    8346,72175,    7167,34635,-860.0
648,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-09-04,45287,9792,   -1207,    -384,65008,     128,35495,-823.0
649,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-08-28,46494,10176,   -1762,      91,64880,    -518,36318,-1853.0
650,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-08-21,48256,10085,    1782,    1843,65398,    2819,38171,-61.0
651,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-08-14,46474,8242,   -2615,   -1623,62579,   -3354,38232,-992.0
652,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-08-07,49089,9865,    -186,    2640,65933,    -253,39224,-2826.0
653,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-31,49275,7225,   -5834,     -48,66186,   -3368,42050,-5786.0
654,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-24,55109,7273,     668,     561,69554,     879,47836,107.0
655,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-17,54441,6712,    2815,   -1765,68675,    3750,47729,4580.0
656,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-10,51626,8477,     981,   -3617,64925,    -116,43149,4598.0
657,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-07-03,50645,12094,   -2873,     601,65041,   -1701,38551,-3474.0
658,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-06-26,53518,11493,   -5047,    3695,66742,   -3221,42025,-8742.0
659,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2012-06-19,58565,7798,   -8120,   -6266,69963,  -11347,50767,-1854.0
